name,inn,city,create_date,reg_date,last_tender_date,contract_value,staff,ban,bidding_num,wins_num,not_executed_contracts,terminated_contracts
НКО Чебурашка,123456789246,Козельск,2019-01-21,2020-01-15,2020-06-09,8071618,1290,False,74,49,0,1
ЗАО Павлин,123456789247,Пыталово,2022-04-16,2023-03-28,2023-04-02,6063497,1233,False,21,19,0,0
ООО Горница Узорница,123456789248,Мытищи,2022-07-25,2023-03-17,2023-03-21,3248104,1069,False,52,9,0,0
ЗАО Филиппок,123456789249,Барнаул,2003-03-12,2009-09-04,2014-01-30,1810477,1590,False,40,22,0,0
ОАО Чунга-чанга,123456789250,Козельск,2000-05-08,2001-05-30,2018-03-12,7371874,1354,False,61,34,0,0
ЗАО Фантазия,123456789251,Мамыри,2009-04-24,2020-02-28,2020-09-16,747329,1499,False,66,15,0,0
ЗАО Лисенок,123456789252,Свиногорье,1997-09-07,2019-04-06,2019-05-28,5394096,408,False,29,14,0,0
ОАО Фортуна,123456789253,Мымрино,2010-01-06,2021-05-12,2021-06-01,1540990,1734,False,83,55,0,0
ЗАО Необыкновенное чудо,123456789254,Козельск,2013-03-20,2019-06-01,2019-06-06,3781584,1585,False,36,18,0,0
ООО Прогуляй,123456789255,Мамыри,1998-01-21,2014-05-25,2019-12-02,2665674,1640,False,63,17,0,0
ООО Алые паруса,123456789256,Пыталово,2005-06-20,2014-06-15,2020-05-17,6334616,947,False,103,21,0,0
ЗАО Леопольд,123456789257,Колпино,2017-09-22,2021-02-07,2021-07-11,1486648,1061,False,80,45,0,0
КФХ Арт-Формула,123456789258,Козельск,2001-10-13,2016-07-25,2019-03-04,2438091,1042,False,11,4,0,0
КФХ Цветик,123456789259,Козельск,2008-09-17,2021-02-16,2022-07-31,3488015,1275,False,2,0,0,0
КФХ Алиса,123456789260,Барнаул,2022-07-30,2022-09-12,2022-10-10,5293873,1784,False,63,26,0,0
ОАО Акуна Матата,123456789261,Новая Ляля,2013-01-14,2014-06-04,2016-02-07,2059703,840,False,58,6,2,0
ООО Бум-Пати,123456789262,Мымрино,2013-05-05,2018-06-30,2022-04-02,1430545,1433,False,59,26,1,0
ООО Ассорти,123456789263,Барнаул,2022-10-03,2023-01-24,2023-01-26,2521266,1270,False,80,38,0,0
ОАО Соло плюс,123456789264,Свиногорье,2005-02-07,2009-03-11,2020-10-13,8644411,473,False,103,34,0,0
КФХ Доминанта,123456789265,Мамыри,2006-07-04,2009-03-11,2012-10-07,8658728,1437,False,34,21,0,0
ООО Арт-Лэнд,123456789266,Барнаул,1999-12-18,2006-01-03,2010-10-28,7630086,1541,False,18,11,0,0
ЗАО Мастерская чудес,123456789267,Барнаул,2019-02-26,2022-07-22,2022-12-11,5089204,1920,False,47,28,1,2
КФХ Наследник,123456789268,Мамыри,2003-01-22,2011-09-02,2020-04-09,2433387,1004,False,60,50,0,0
НКО Веселый апельсин,123456789269,Новая Ляля,2022-05-26,2022-12-24,2023-01-27,6072535,1121,True,60,48,0,0
КФХ Улыбка,123456789270,Мамыри,2018-12-19,2022-12-20,2023-02-04,3245155,1726,False,74,30,0,5
ЗАО Каррамба,123456789271,Мытищи,2002-07-20,2006-04-23,2019-08-10,8586225,262,False,21,0,0,0
ОАО Куб,123456789272,Козельск,2003-03-30,2007-05-08,2022-10-28,7568922,1410,False,20,15,0,0
КФХ Млечный путь,123456789273,Мамыри,2020-07-02,2023-02-22,2023-04-01,1910142,150,False,87,10,0,0
НКО Карамелька,123456789274,Новая Ляля,1998-07-23,2021-06-23,2022-06-15,6511853,934,False,28,10,0,0
ЗАО Миллениум,123456789275,Мытищи,2019-05-04,2020-03-05,2021-08-21,1195873,131,False,45,39,0,0
КФХ Капитан,123456789276,Барнаул,2016-07-18,2023-02-20,2023-03-23,5509132,1977,False,13,8,1,0
ОАО Ирика,123456789277,Урюпинск,2009-12-04,2020-07-10,2023-03-23,4434152,922,False,64,13,0,0
ООО Калейдоскоп чудес,123456789278,Колпино,2017-07-28,2023-01-30,2023-02-15,2581415,1777,False,67,10,0,1
ОАО Полярная сказка,123456789279,Нижние Серги,1998-02-17,2022-11-03,2023-01-04,8717537,131,False,104,51,0,0
ОАО Журавушка,123456789280,Новая Ляля,2006-07-29,2006-10-31,2009-07-05,3642542,637,False,73,38,0,0
ЗАО Фан Холидей,123456789281,Урюпинск,1997-07-16,2020-08-01,2022-05-06,2676825,1344,False,87,22,0,0
ООО Планета детства,123456789282,Пыталово,2004-05-14,2015-09-26,2016-12-24,5569082,766,False,107,25,0,5
ООО Счастье есть,123456789283,Пыталово,2020-12-15,2022-08-20,2023-03-22,6764408,1375,False,63,54,0,0
ОАО Ивушка,123456789284,Пыталово,2010-02-18,2017-04-23,2022-12-29,5593776,754,False,27,7,0,0
ЗАО Оливье,123456789285,Пыталово,2020-06-08,2020-08-12,2021-04-27,6380397,1671,False,3,1,0,0
КФХ Шатлык,123456789286,Пыталово,2016-09-10,2017-04-13,2023-03-31,6187267,1071,False,17,5,0,2
ООО Варенье,123456789287,Свиногорье,2004-06-16,2007-10-26,2008-12-03,2792265,1174,False,29,12,0,0
ЗАО Кнопочка,123456789288,Свиногорье,2001-03-16,2009-01-16,2021-05-28,6644476,1582,False,13,11,5,2
НКО Триумфо,123456789289,Пыталово,2002-02-28,2008-08-01,2008-10-13,9456852,947,False,92,89,0,0
НКО Созвездие,123456789290,Пыталово,2010-02-04,2013-03-12,2016-03-31,2169400,1973,False,11,1,0,0
ЗАО Счастливый случай,123456789291,Пыталово,2021-04-06,2021-08-26,2022-09-20,6542629,1718,False,45,8,0,0
НКО Вам на радость,123456789292,Колпино,2016-05-03,2018-11-30,2021-09-06,7776590,1701,True,96,49,0,0
КФХ Дельфинчик,123456789293,Новая Ляля,2005-10-12,2012-10-26,2018-08-09,3982091,1732,False,101,39,0,0
ООО Цветик-семицветик,123456789294,Барнаул,2002-05-23,2013-01-06,2013-08-17,1367325,531,False,16,1,0,0
ОАО Аэробус,123456789295,Барнаул,2008-07-08,2019-07-02,2022-08-16,4020722,1063,False,34,25,0,0
ЗАО Первый провайдер,123456789296,Мамыри,1997-08-14,1999-02-08,2003-06-25,4636662,1922,False,86,33,0,0
ООО Пингвиненок,123456789297,Новая Ляля,2020-11-20,2021-01-25,2021-11-25,706122,200,False,72,40,0,0
НКО Яркий праздник,123456789298,Новая Ляля,2022-10-01,2023-03-25,2023-03-31,1932985,508,False,39,9,0,0
ОАО Бутик веселья,123456789299,Урюпинск,2020-03-11,2022-09-01,2022-12-01,7108591,1023,False,85,36,0,0
ООО Всегда радуйтесь!,123456789300,Нижние Серги,2000-07-12,2004-07-11,2022-07-11,6086564,780,False,31,4,0,0
ЗАО Регаль,123456789301,Мымрино,1997-08-20,2021-10-14,2021-10-17,2958010,648,False,104,30,1,0
ЗАО Роза,123456789302,Колпино,2017-06-05,2017-07-05,2021-07-06,1742422,1328,False,56,54,1,0
ОАО Персонаж,123456789303,Козельск,2006-09-28,2014-11-29,2015-08-08,6030232,259,False,66,24,0,0
ОАО Белочка,123456789304,Урюпинск,2001-09-05,2009-10-24,2022-11-27,7108891,1152,False,5,2,0,0
НКО Незнайка,123456789305,Урюпинск,2021-09-23,2022-08-24,2023-02-09,7798587,358,False,30,20,0,0
ООО Чудо-День,123456789306,Нижние Серги,2006-06-19,2008-12-22,2018-02-27,9550833,1039,False,76,4,0,0
НКО Праздник детства,123456789307,Мымрино,2020-03-06,2021-12-28,2022-05-04,5993343,887,False,79,58,0,2
ООО Оранжевый ёжик,123456789308,Нижние Серги,2000-12-27,2010-05-23,2014-12-16,8172945,1311,False,10,1,5,0
КФХ Лилитоп,123456789309,Новая Ляля,2010-08-03,2021-03-24,2021-10-24,7662518,1118,False,63,10,0,0
ОАО Счастливая свадьба,123456789310,Пыталово,1999-10-18,2021-05-06,2022-03-30,195963,82,False,71,57,0,0
ЗАО Гуляй душа,123456789311,Колпино,1997-08-19,2005-05-21,2013-05-07,2356331,1952,False,30,7,0,0
ООО Пчелка,123456789312,Свиногорье,2000-12-18,2011-07-18,2022-08-25,4100037,1840,False,40,25,0,0
ОАО Эксклюзив,123456789313,Мытищи,2014-06-01,2020-10-31,2021-09-18,1070719,1161,False,43,24,0,0
ОАО Маленькая страна,123456789314,Урюпинск,2006-11-12,2017-08-23,2021-02-18,3158068,1995,False,0,0,0,5
ООО Гольфстрим,123456789315,Урюпинск,1998-11-09,2017-12-05,2022-06-16,7404994,324,False,23,6,0,0
НКО Семь гномов,123456789316,Мымрино,2009-12-13,2017-10-05,2023-02-17,1234670,1987,False,66,39,0,0
ООО Диал,123456789317,Свиногорье,2021-03-10,2022-08-12,2023-01-20,8865451,712,False,57,12,0,1
ООО Дивоарт,123456789318,Новая Ляля,2019-06-30,2021-10-09,2023-03-30,7974484,501,False,68,7,0,0
НКО Белый ангел,123456789319,Свиногорье,2014-06-12,2020-10-09,2021-04-24,6179243,723,False,33,22,0,0
КФХ Маэстро,123456789320,Козельск,2007-06-22,2020-10-03,2022-08-15,4824517,704,False,74,19,0,0
ОАО Трио,123456789321,Мытищи,2000-08-24,2023-03-26,2023-03-27,2616202,1831,False,50,24,5,0
НКО Твой день,123456789322,Колпино,2000-03-04,2005-01-19,2006-02-02,6513919,822,False,57,47,5,0
ОАО Фаворит,123456789323,Козельск,2000-04-30,2013-02-03,2016-08-30,7492659,1014,False,104,61,0,0
ЗАО Улыбка,123456789324,Барнаул,2005-06-12,2005-12-23,2021-12-01,3710324,779,False,13,0,0,0
ОАО Светлячок,123456789325,Новая Ляля,2015-08-14,2022-03-15,2022-06-18,8527457,91,False,56,11,0,0
КФХ Декарт,123456789326,Козельск,2000-06-11,2011-09-15,2021-09-11,5126234,1650,False,101,7,0,0
НКО Балагур,123456789327,Мымрино,1997-12-24,2023-02-19,2023-03-25,3540313,1478,False,39,29,1,0
ООО Кавардак,123456789328,Новая Ляля,1999-10-08,2016-09-21,2019-09-22,4999251,1866,False,4,3,2,0
ОАО Колибри,123456789329,Колпино,2004-04-03,2017-03-07,2019-02-19,5508851,693,False,10,9,1,0
ООО Эдельвейс,123456789330,Мытищи,2000-04-05,2007-08-17,2018-06-07,6284938,230,False,33,22,0,0
КФХ Польза,123456789331,Козельск,2006-10-14,2022-12-16,2023-01-24,8708595,1040,False,94,25,0,0
КФХ Мегашоу,123456789332,Мытищи,2014-05-23,2016-07-12,2022-07-09,1492940,572,False,66,14,0,0
КФХ Трубадур,123456789333,Новая Ляля,2013-12-24,2021-09-30,2022-04-21,7739607,1686,False,17,14,0,0
ЗАО Праздничный мир,123456789334,Мымрино,1998-10-21,2011-08-19,2018-12-30,4237723,256,False,87,14,0,0
НКО Эдельвейс,123456789335,Урюпинск,2018-09-10,2022-06-20,2022-09-27,8160724,133,False,36,8,0,0
ОАО Фурор,123456789336,Мытищи,1997-09-17,2010-04-11,2018-03-11,9543045,764,False,40,6,0,0
ООО Арбуз,123456789337,Мымрино,2011-05-14,2013-03-16,2018-05-10,2411037,11,False,92,14,5,0
НКО Праздник в радость,123456789338,Новая Ляля,2017-01-04,2018-11-09,2022-10-05,1167851,210,True,59,53,0,0
ЗАО Господин Оформитель,123456789339,Новая Ляля,2006-05-16,2013-02-23,2019-12-01,438461,565,True,104,23,0,2
ООО Самый лучший день,123456789340,Пыталово,1997-06-12,2013-01-23,2018-07-30,603048,1130,False,7,2,0,0
НКО Фабрика решений,123456789341,Новая Ляля,2001-09-15,2012-06-08,2018-11-05,2550480,1588,False,69,60,0,0
ОАО Пряники,123456789342,Нижние Серги,2014-01-07,2020-08-20,2022-08-19,5680208,998,False,106,22,0,0
НКО Роза ветров,123456789343,Мытищи,2016-09-16,2021-08-31,2022-01-12,6427417,199,False,106,28,2,0
НКО Буги-Вуги,123456789344,Мамыри,2013-04-11,2022-02-10,2023-03-16,6744291,725,False,31,21,1,2
ООО Хорошее настроение,123456789345,Урюпинск,2022-10-26,2023-03-04,2023-03-22,1294053,1175,False,47,21,0,0
КФХ Ля-Фигаро,123456789346,Нижние Серги,2014-05-04,2018-12-31,2019-06-29,7528865,1161,False,44,21,0,0
НКО Малышок,123456789347,Колпино,2006-01-18,2013-01-30,2017-03-16,534286,1765,False,53,3,2,0
КФХ Студия чудес,123456789348,Пыталово,2010-08-07,2020-01-07,2021-02-10,6195844,213,False,75,20,0,0
ОАО Ромашка,123456789349,Мытищи,2007-06-24,2009-11-20,2017-09-05,1408493,1493,False,74,55,0,0
НКО Цирк,123456789350,Колпино,1998-05-15,2008-01-21,2009-09-01,9207262,347,False,73,7,0,0
ООО Киви,123456789351,Нижние Серги,2022-03-26,2022-04-16,2022-09-16,4420747,1619,False,0,0,5,0
КФХ Самарики,123456789352,Нижние Серги,2014-11-13,2022-02-26,2022-06-04,8279451,1945,False,76,65,0,0
ЗАО Гуляй по-русски,123456789353,Колпино,2019-08-15,2022-11-29,2023-01-09,108166,538,False,16,10,0,0
ООО Желтый карандаш,123456789354,Барнаул,1999-12-24,2006-03-19,2010-11-30,980907,906,False,88,14,0,0
ОАО Топ-топ,123456789355,Свиногорье,2018-04-18,2018-07-21,2021-02-09,3636519,1357,False,17,6,0,0
ЗАО Ля Мур,123456789356,Новая Ляля,2006-04-13,2009-04-28,2012-12-19,6587474,1099,False,92,42,0,0
НКО Конферансъ,123456789357,Барнаул,2021-10-30,2022-12-09,2023-02-05,1765895,1996,False,99,2,0,1
КФХ Счастливое детство,123456789358,Мымрино,2019-07-10,2020-06-06,2022-11-25,2755120,735,False,73,58,0,0
ООО Банкет,123456789359,Козельск,2000-08-30,2006-08-18,2022-05-20,9706561,1595,False,33,16,0,2
ОАО Простоквашино,123456789360,Новая Ляля,2005-11-13,2009-11-26,2018-08-11,1962122,739,False,48,46,0,0
ООО Семь чудес,123456789361,Мымрино,2003-01-21,2019-12-15,2021-09-29,2090608,1151,False,47,30,0,0
КФХ Яблонька,123456789362,Пыталово,2004-01-25,2010-07-02,2021-06-30,5608656,648,False,76,66,0,0
ЗАО Кенгуренок,123456789363,Козельск,2015-08-25,2019-02-15,2020-05-06,6704189,45,False,10,4,0,0
НКО Юла,123456789364,Пыталово,2008-05-19,2013-03-26,2019-02-16,7491150,613,False,49,6,5,0
ОАО Успех,123456789365,Пыталово,2017-02-18,2019-09-26,2021-02-10,9835775,1415,False,18,6,0,0
ООО Шаровары,123456789366,Нижние Серги,2000-08-03,2013-08-15,2020-05-28,9416901,348,False,68,63,0,0
ОАО Территория игры,123456789367,Урюпинск,2013-06-06,2021-08-31,2022-05-27,5233334,1742,False,29,4,0,0
ЗАО Праздник у ворот,123456789368,Урюпинск,2006-12-28,2016-07-21,2022-07-17,4570648,243,False,85,12,0,0
КФХ Мир сказки,123456789369,Козельск,2010-04-12,2012-06-03,2016-06-08,5746002,401,False,8,5,0,0
ЗАО Космос,123456789370,Урюпинск,2010-02-24,2014-01-30,2020-11-09,3582552,932,False,89,33,0,0
ООО Ладушки,123456789371,Свиногорье,2018-12-22,2022-10-26,2023-01-21,8428635,1426,False,37,2,0,0
ОАО Корпорация позитива,123456789372,Мамыри,2003-03-13,2006-04-28,2018-10-03,761627,1326,False,71,35,0,5
НКО Чудо-град,123456789373,Новая Ляля,2003-01-29,2019-06-01,2022-04-21,1142584,947,False,103,74,0,0
КФХ Е-праздник,123456789374,Урюпинск,2020-04-14,2021-12-11,2022-05-08,8926119,1014,False,29,23,0,0
ЗАО Пион,123456789375,Новая Ляля,1999-09-17,1999-10-10,2018-10-27,436135,939,False,69,10,2,0
ОАО Арт-Микс,123456789376,Нижние Серги,2008-01-25,2011-10-20,2022-06-11,7458381,1920,False,17,7,0,0
ООО Юниор,123456789377,Свиногорье,2009-10-30,2012-07-08,2017-08-15,8445847,1012,False,32,29,0,0
НКО Академия развлечений,123456789378,Мытищи,2016-01-26,2019-08-26,2020-10-28,7216750,1463,False,22,16,0,0
ООО Развеселим,123456789379,Мымрино,1999-10-18,2016-03-02,2017-03-08,8387295,537,False,42,25,1,0
ООО Сказка в дом,123456789380,Новая Ляля,2009-06-09,2014-07-02,2022-11-07,899991,278,False,35,34,0,0
ООО Росинка,123456789381,Новая Ляля,2019-08-10,2021-09-07,2022-10-31,4156606,1783,False,38,27,0,0
КФХ Амфион,123456789382,Мамыри,2010-09-03,2016-09-24,2018-11-23,8583351,138,False,64,2,0,0
ОАО Волшебство,123456789383,Нижние Серги,2001-10-24,2010-08-01,2012-12-01,2523780,672,False,89,3,5,0
ОАО Восторг,123456789384,Колпино,2005-03-21,2015-01-10,2016-03-25,2560595,399,False,0,0,0,0
ЗАО Улыбнись,123456789385,Козельск,2015-07-29,2015-11-19,2018-03-31,9004492,1530,False,31,21,1,5
ЗАО Гименей,123456789386,Барнаул,1999-12-24,2013-08-22,2018-08-19,2315092,1354,False,23,10,2,0
НКО Абрикос,123456789387,Мытищи,1998-11-16,2007-11-30,2015-02-14,217322,1672,True,29,24,0,0
ЗАО Пан-Барон,123456789388,Колпино,1998-03-29,2013-06-15,2022-05-28,4503788,897,False,104,21,5,0
ООО Ягодка,123456789389,Новая Ляля,2019-11-01,2021-03-21,2021-07-04,1847267,136,False,87,7,0,0
ООО Эклер,123456789390,Новая Ляля,2004-02-14,2022-08-01,2023-03-22,8278900,1237,False,46,39,0,0
КФХ Капитошка,123456789391,Урюпинск,2016-05-19,2019-06-21,2020-08-19,758197,1152,False,14,10,0,0
НКО Феерия эмоций,123456789392,Урюпинск,2018-08-07,2018-11-04,2019-07-01,1052476,317,False,104,18,0,0
ОАО Шоколад,123456789393,Новая Ляля,2009-02-15,2013-06-12,2014-04-23,550748,940,False,27,10,2,5
ЗАО Кузнечик,123456789394,Козельск,2014-05-25,2020-10-13,2021-07-15,3585754,38,False,85,19,0,0
КФХ Карусель желаний,123456789395,Барнаул,2022-04-29,2022-06-17,2022-09-29,4353871,357,False,25,9,0,0
ООО Тедди Дом,123456789396,Мымрино,2001-08-07,2022-02-04,2022-12-04,5896224,253,False,82,2,0,0
НКО Артекс,123456789397,Козельск,2013-02-11,2021-08-05,2021-08-21,1064731,1356,False,16,13,0,0
ООО Восход,123456789398,Мымрино,2002-04-08,2013-06-27,2017-09-21,5700934,1688,False,94,75,0,5
ОАО Рандеву,123456789399,Козельск,2016-11-23,2020-05-27,2023-03-13,5955946,1534,False,47,37,0,0
ЗАО Королевский двор,123456789400,Барнаул,2001-12-23,2006-04-11,2016-10-03,1882864,1263,False,45,26,0,0
ОАО Счастье,123456789401,Новая Ляля,2008-06-09,2022-02-14,2022-02-16,621113,1321,False,44,8,0,0
НКО Фестиваль-парк,123456789402,Мамыри,1997-04-13,2001-02-11,2002-12-08,9844457,1073,False,76,42,0,0
ОАО Паритет,123456789403,Мытищи,2008-06-19,2021-07-28,2023-01-31,4542342,1562,False,46,5,1,0
ЗАО Мир торжеств,123456789404,Новая Ляля,2019-06-22,2023-01-13,2023-01-23,1051247,514,False,96,91,0,0
НКО Сумасшедшая наука,123456789405,Урюпинск,1998-05-09,2015-08-30,2022-09-12,948859,1323,False,95,68,0,0
НКО Ирис,123456789406,Пыталово,2017-02-19,2022-07-10,2022-11-14,238931,505,False,61,6,0,0
ЗАО Веснушки,123456789407,Урюпинск,2012-09-10,2018-08-19,2020-04-28,2952065,183,False,93,91,0,0
ОАО Сосенка,123456789408,Колпино,2014-09-22,2017-10-15,2019-05-08,4300501,1608,False,50,39,0,0
ОАО На волне,123456789409,Мытищи,2012-02-01,2019-04-23,2022-09-24,9860569,35,False,75,71,0,0
ООО Кокос,123456789410,Урюпинск,2003-11-25,2019-08-30,2022-01-07,1925744,978,False,63,2,0,0
НКО Ри Шар,123456789411,Свиногорье,2003-11-06,2017-12-03,2021-10-06,9761335,951,False,28,10,1,0
НКО Априори,123456789412,Нижние Серги,2016-03-03,2016-06-22,2016-09-15,2676595,774,True,23,5,0,5
ООО Декортье,123456789413,Мымрино,1999-06-24,2003-12-19,2018-11-20,3387691,971,False,63,22,0,5
КФХ Буратино,123456789414,Колпино,2018-02-21,2019-09-11,2019-09-27,4716355,108,False,3,1,0,0
КФХ Бурбон,123456789415,Козельск,2016-08-28,2018-03-08,2021-05-13,2519356,378,False,74,57,0,2
НКО Капитошка,123456789416,Барнаул,2015-08-03,2017-05-22,2018-12-23,7047603,1825,False,18,2,0,0
КФХ Белый павлин,123456789417,Свиногорье,2017-08-14,2022-12-12,2023-01-30,9870299,1426,False,71,66,1,0
ЗАО Огни города,123456789418,Колпино,2006-11-11,2021-01-07,2021-08-11,6361265,1286,False,42,19,0,5
ЗАО Карапуз,123456789419,Мытищи,2000-02-26,2011-08-29,2014-05-21,2644979,110,False,95,67,0,0
ЗАО Малышка,123456789420,Нижние Серги,2003-10-20,2023-01-10,2023-03-28,9007268,601,False,0,0,0,0
ОАО Бамбуча,123456789421,Новая Ляля,2004-10-26,2019-05-03,2021-02-25,5274588,1181,False,29,18,0,0
НКО Формула праздника,123456789422,Новая Ляля,1998-02-14,2020-06-21,2021-12-01,6670624,916,False,84,20,0,0
НКО Вишенка,123456789423,Нижние Серги,2004-04-28,2007-08-21,2023-03-06,5878711,854,False,83,24,0,0
ОАО Арт-Бум,123456789424,Козельск,2022-07-07,2022-12-08,2023-02-16,7794398,543,False,9,0,0,0
ООО Бенефис,123456789425,Колпино,2012-08-15,2022-11-03,2022-11-29,2916622,1304,False,35,16,0,0
КФХ Торжество,123456789426,Нижние Серги,2014-06-24,2021-09-27,2022-11-02,678810,1795,False,42,10,5,0
КФХ Жюль Верн,123456789427,Нижние Серги,2000-05-28,2022-01-13,2022-05-15,7795495,1496,False,46,13,0,0
ЗАО Аленка,123456789428,Новая Ляля,1997-12-03,2007-12-13,2008-09-20,3528919,544,False,84,81,5,0
НКО Кристалл,123456789429,Новая Ляля,2021-04-13,2021-07-31,2022-09-03,9595982,615,False,79,68,0,0
НКО Акватория,123456789430,Мамыри,2014-07-22,2018-04-02,2022-01-01,8388287,1016,False,9,7,0,2
ОАО Чизз,123456789431,Барнаул,2009-09-05,2020-11-02,2021-06-11,3450471,251,False,76,6,0,0
ООО Аистенок,123456789432,Мымрино,2012-09-04,2023-01-13,2023-01-14,161320,655,False,42,29,0,0
ООО Артпир,123456789433,Свиногорье,2006-10-02,2015-04-19,2015-12-26,1369485,943,False,67,24,0,0
ОАО Первые шаги,123456789434,Нижние Серги,2015-10-05,2016-04-07,2019-10-10,8724579,1457,False,107,56,2,0
ОАО Остров сокровищ,123456789435,Нижние Серги,1997-05-25,2001-08-25,2002-04-15,6199109,678,False,78,7,0,0
ОАО Бонифаций,123456789436,Свиногорье,2002-11-29,2004-02-23,2012-05-15,15492,717,False,13,8,0,0
КФХ Матрёшка,123456789437,Колпино,2004-09-17,2014-04-13,2015-03-27,1157235,882,False,110,77,0,0
ЗАО Эврика,123456789438,Урюпинск,2023-03-17,2023-03-22,2023-03-25,3247929,1535,False,61,33,0,0
НКО Море шоу,123456789439,Мымрино,2018-02-08,2018-11-21,2019-12-22,1393210,406,False,65,56,0,0
КФХ Чудный вечер,123456789440,Мамыри,2009-09-18,2021-06-11,2022-10-12,629574,1796,False,3,1,0,0
КФХ Лето,123456789441,Нижние Серги,2010-01-15,2014-10-05,2019-01-29,4798333,1045,False,19,15,0,0
ООО Большой бум,123456789442,Колпино,2000-09-11,2010-06-15,2018-07-30,9018703,128,False,32,24,0,5
ОАО Журавлик,123456789443,Новая Ляля,2009-08-29,2011-09-16,2013-11-07,2445105,1486,False,80,48,0,0
ОАО Алиса,123456789444,Мытищи,2017-12-14,2019-07-24,2022-05-25,1668266,166,False,69,28,0,2
НКО Праздничный сервис,123456789445,Мытищи,2003-02-01,2006-02-23,2019-12-29,2305468,783,False,7,0,0,0
ЗАО Волшебники,123456789446,Барнаул,2011-01-08,2021-10-03,2022-01-27,8950086,362,False,5,0,0,0
НКО Журавленок,123456789447,Новая Ляля,2005-06-23,2009-09-10,2012-02-23,5398108,1492,False,30,29,1,0
КФХ Римский карнавал,123456789448,Козельск,2012-06-19,2015-02-04,2017-01-01,68793,1437,False,39,38,0,1
НКО Умница,123456789449,Нижние Серги,2007-01-08,2008-10-04,2020-11-21,1962613,1374,False,80,14,0,0
ООО Ягодки,123456789450,Новая Ляля,2018-01-14,2018-01-27,2020-05-13,5884073,997,False,73,69,5,1
ОАО Браво-брависсимо,123456789451,Свиногорье,2008-05-29,2021-06-08,2021-08-11,4428246,1618,False,3,1,0,5
ООО Леджеро,123456789452,Мытищи,2022-06-08,2022-10-31,2022-12-12,1786665,706,False,40,36,1,2
ЗАО Алтын,123456789453,Свиногорье,2015-07-22,2017-09-16,2020-12-04,5197278,1294,False,32,29,0,2
ОАО Рыжий кот,123456789454,Урюпинск,2013-04-10,2022-10-15,2023-02-04,4597410,746,False,55,40,0,1
КФХ Детвора,123456789455,Мамыри,2018-08-08,2022-05-30,2022-07-21,7152525,1760,False,6,2,0,0
ЗАО Теремок,123456789456,Новая Ляля,2008-10-26,2014-04-30,2021-03-12,5580559,1641,False,19,12,0,0
НКО Сказка,123456789457,Новая Ляля,2018-11-01,2021-08-04,2022-02-26,7972754,886,False,68,41,2,0
НКО Два сердца,123456789458,Мамыри,2014-11-02,2020-03-19,2022-07-24,5060748,843,False,32,2,0,5
ЗАО Шар Шарыч,123456789459,Мамыри,2019-08-21,2022-08-02,2022-10-15,5674347,928,False,51,3,0,0
ООО Адмирал,123456789460,Козельск,1997-09-14,2004-12-20,2005-11-21,2424559,112,False,54,3,0,0
ЗАО Тридевятое царство,123456789461,Мамыри,2016-09-16,2022-09-03,2022-12-29,5778450,1453,False,17,12,0,0
КФХ Рио,123456789462,Мымрино,2014-04-25,2020-06-22,2020-12-16,9999840,515,False,74,69,0,1
НКО Карандаш,123456789463,Колпино,2023-03-08,2023-03-16,2023-03-21,9040246,287,True,10,5,1,0
КФХ Академия Почемучки,123456789464,Мытищи,2008-10-31,2015-04-30,2019-09-22,4722406,1147,False,41,7,0,0
НКО Легко,123456789465,Мымрино,2006-07-27,2012-12-16,2019-04-04,6803739,1793,False,60,25,0,0
ОАО Ералаш,123456789466,Мымрино,2006-09-13,2018-10-17,2020-07-15,926709,886,False,56,41,0,1
КФХ Аншлаг,123456789467,Свиногорье,1999-02-26,2019-09-17,2022-12-04,3463997,810,False,66,6,0,0
КФХ Маскин-шоу,123456789468,Козельск,2006-08-10,2007-07-25,2015-09-29,7968483,1416,False,93,58,0,2
ОАО Успех,123456789469,Барнаул,2010-04-04,2013-06-06,2021-01-11,8806111,1710,False,90,60,0,0
КФХ Колесница судеб,123456789470,Козельск,2013-08-23,2018-07-30,2020-06-24,758416,1390,False,80,36,0,0
НКО Ералашка,123456789471,Свиногорье,2019-03-05,2021-08-22,2022-01-11,3225935,1090,False,105,70,0,0
ООО Кураж,123456789472,Нижние Серги,2007-04-22,2020-10-14,2022-09-11,2272526,1956,False,103,65,0,5
НКО Опа!,123456789473,Урюпинск,2017-10-05,2023-03-30,2023-04-01,6233981,1061,False,76,47,0,0
ОАО Амадея,123456789474,Козельск,1998-12-05,2008-01-07,2008-04-28,6031206,1166,False,85,84,0,0
ЗАО Жемчужина,123456789475,Барнаул,2008-04-04,2021-12-29,2022-09-27,8865459,1557,False,12,3,0,2
НКО Дирижер,123456789476,Мамыри,2001-11-27,2021-02-25,2021-11-17,4700110,1542,False,89,57,0,0
ОАО Антошка,123456789477,Козельск,2008-01-25,2016-11-19,2019-11-08,7832789,1835,False,80,47,0,0
КФХ Радость моя!,123456789478,Колпино,2019-01-19,2021-10-01,2022-08-28,6105281,543,False,69,50,1,2
НКО Дата,123456789479,Мытищи,2021-02-09,2023-03-06,2023-03-17,8475618,736,False,79,32,0,1
ОАО Амур,123456789480,Колпино,2021-12-02,2023-02-06,2023-02-08,609182,1683,False,86,35,0,0
