inn,in_ban,staff100,staff1000,terminated_contracts2,reg_date1Y,bidding_num50
123456790809,0,1,1,0,0,1
123456790810,0,0,0,0,0,0
123456790811,0,1,0,0,0,0
123456790812,0,0,0,0,0,1
123456790813,1,1,0,1,0,1
123456790814,0,1,0,0,0,1
123456790815,0,1,0,0,0,1
123456790816,0,1,1,0,0,0
123456790817,0,1,0,0,0,0
123456790818,0,1,0,1,0,0
123456790819,0,1,0,0,0,1
123456790820,0,1,0,0,1,0
123456790821,0,1,0,0,0,0
123456790822,1,1,1,0,0,1
123456790823,0,1,0,0,0,1
123456790824,0,1,0,0,0,1
123456790825,0,1,1,0,0,1
123456790826,0,1,1,0,0,1
123456790827,0,0,0,0,0,1
123456790828,0,1,0,0,0,0
123456790829,0,1,0,0,1,0
123456790830,0,1,0,0,0,0
123456790831,0,1,1,1,1,0
123456790832,0,1,0,0,0,1
123456790833,0,1,0,0,0,0
123456790834,0,1,0,0,0,1
123456790835,0,1,1,0,0,1
123456790836,0,1,1,0,0,1
123456790837,0,0,0,0,1,1
123456790838,0,1,1,0,0,1
123456790839,0,1,1,0,1,0
123456790840,0,1,0,0,0,0
123456790841,0,0,0,0,0,0
123456790841,0,0,0,0,0,0
123456790842,0,1,1,0,0,1
123456790843,0,1,0,0,0,1
123456790844,0,1,1,0,1,0
123456790845,0,1,0,0,0,1
123456790846,0,1,0,0,0,1
123456790847,0,1,1,0,0,1
123456790848,0,1,1,1,1,1
123456790849,0,1,1,0,0,0
123456790850,0,1,1,0,0,0
123456790851,0,1,1,0,0,1
123456790852,0,1,1,0,1,0
123456790853,0,1,0,0,1,1
123456790854,0,1,0,0,0,1
123456790855,0,1,1,0,0,1
123456790856,0,1,1,0,0,0
123456790857,0,1,0,1,0,1
123456790858,0,1,1,0,1,1
123456790859,0,1,0,0,0,0
123456790860,0,1,1,0,0,1
123456790861,0,1,0,0,0,1
123456790861,0,1,0,0,0,1
123456790862,0,1,1,0,0,1
123456790863,0,1,0,1,0,0
123456790864,0,1,0,0,0,0
123456790865,0,1,0,0,0,1
123456790866,0,1,1,0,0,0
123456790867,0,1,0,0,0,1
123456790868,0,1,1,0,0,1
123456790869,0,1,0,0,0,0
123456790870,0,1,1,0,1,1
123456790871,0,0,0,0,1,0
123456790872,0,1,1,0,1,1
123456790873,0,1,0,0,1,0
123456790874,0,1,1,0,0,1
123456790875,0,1,1,0,1,0
123456790876,0,1,1,0,1,1
123456790877,0,1,1,0,0,1
123456790878,0,1,1,0,0,1
123456790879,0,1,1,0,0,0
123456790880,1,1,0,0,0,1
123456790881,0,1,1,0,0,1
123456790882,0,1,1,0,1,0
123456790883,0,1,1,0,0,1
123456790884,0,1,0,0,0,1
123456790885,0,1,0,0,0,1
123456790886,0,1,1,0,0,0
123456790887,0,1,0,0,1,0
123456790887,0,1,0,0,1,0
123456790888,0,1,0,0,0,1
123456790889,0,1,1,0,0,0
123456790890,0,1,1,1,0,1
123456790891,0,1,1,0,0,1
123456790892,0,1,1,0,0,0
123456790893,0,1,0,0,1,1
123456790894,0,1,0,0,0,0
123456790895,0,1,0,0,1,1
123456790896,0,1,0,1,0,0
123456790897,0,1,0,0,0,1
123456790898,0,1,1,0,0,1
123456790899,0,1,1,0,1,0
123456790900,0,1,1,0,0,1
123456790901,0,1,0,0,0,1
123456790902,0,1,0,0,0,1
123456790903,0,0,0,0,0,1
123456790904,0,1,1,0,1,1
123456790905,0,1,1,0,0,0
123456790906,0,1,0,0,0,1
123456790907,0,1,1,0,0,0
123456790907,0,1,1,0,0,0
123456790908,0,0,0,0,0,1
123456790909,0,1,0,1,1,0
123456790910,0,1,1,0,0,0
123456790911,0,0,0,0,0,1
123456790912,0,1,0,1,0,0
123456790913,0,1,1,0,0,0
123456790914,0,1,0,0,0,0
123456790915,0,1,1,0,1,1
123456790915,0,1,1,0,1,1
123456790916,0,1,1,0,0,0
123456790917,0,1,0,0,0,1
123456790918,0,1,1,0,0,0
123456790919,0,1,0,0,0,1
123456790920,0,1,1,0,0,1
123456790921,0,1,1,1,0,1
123456790922,0,1,1,0,0,0
123456790923,0,1,0,0,1,1
123456790924,0,1,1,0,0,0
123456790925,0,1,1,0,1,0
123456790926,0,1,0,0,0,0
123456790927,0,1,1,0,0,0
123456790928,0,1,0,0,0,0
123456790929,0,1,0,0,0,1
123456790930,0,1,1,0,0,0
123456790931,0,1,0,0,1,0
123456790932,0,1,0,0,0,0
123456790933,0,0,0,0,0,0
123456790934,0,1,1,0,0,0
123456790935,0,1,1,0,0,1
123456790936,0,1,1,0,0,1
123456790937,0,1,1,0,1,0
123456790938,0,1,0,0,0,1
123456790939,0,0,0,0,0,0
123456790940,0,1,0,0,0,0
123456790941,0,1,0,0,0,0
123456790942,0,1,1,0,1,0
123456790943,0,1,1,0,0,1
123456790944,0,0,0,0,0,1
123456790945,0,1,0,0,0,0
123456790946,0,1,0,0,0,1
123456790947,0,1,1,0,0,0
123456790948,0,1,1,0,0,1
123456790949,0,1,0,0,0,0
123456790950,0,1,1,0,1,1
123456790951,0,1,0,0,0,0
123456790951,0,1,0,0,0,0
123456790952,0,1,1,0,0,0
123456790953,0,1,1,0,0,1
123456790954,0,1,0,0,0,1
123456790955,0,1,1,0,0,1
123456790956,0,1,0,0,0,1
123456790957,0,1,0,0,0,0
123456790957,0,1,0,0,0,0
123456790958,0,1,1,0,0,1
123456790959,0,1,0,0,1,0
123456790960,0,1,1,0,0,1
123456790961,0,1,1,0,1,0
123456790962,0,1,0,0,0,0
123456790963,0,1,1,0,0,0
123456790964,0,1,1,0,0,0
123456790965,0,1,1,0,0,0
123456790966,0,1,0,0,0,0
123456790967,0,1,1,0,0,0
123456790968,0,1,1,0,1,0
123456790969,0,1,0,0,0,1
123456790970,0,1,0,0,0,1
123456790971,0,1,0,0,0,0
123456790972,0,1,0,0,0,1
123456790973,0,1,0,0,0,0
123456790974,0,1,1,0,0,1
123456790975,0,1,1,0,1,1
123456790976,0,1,0,0,0,0
123456790977,0,1,0,0,0,1
123456790978,0,1,1,0,1,1
123456790979,0,1,1,0,0,1
123456790980,0,1,0,0,0,1
123456790981,0,1,1,1,0,0
123456790982,0,1,0,0,0,1
123456790983,0,1,1,0,0,1
123456790984,0,1,0,0,1,0
123456790985,0,1,1,0,0,0
123456790986,0,1,1,0,0,0
123456790986,0,1,1,0,0,0
123456790987,0,1,1,0,0,1
123456790988,0,1,0,0,0,0
123456790989,0,1,1,0,0,0
123456790990,0,1,0,0,0,1
123456790991,0,1,1,0,0,1
123456790992,0,1,0,0,0,1
123456790993,0,1,1,0,0,1
123456790994,1,1,1,0,0,1
123456790995,0,1,1,0,0,1
123456790996,0,0,0,0,0,1
123456790997,0,1,1,0,1,0
123456790998,0,1,0,0,0,0
123456790999,0,1,1,0,0,1
123456790999,0,1,1,0,0,1
123456791000,0,1,1,0,0,1
123456791001,0,1,1,0,0,1
123456791002,0,1,0,0,0,1
123456791003,0,1,1,0,0,1
123456791004,0,1,0,0,0,0
123456791005,0,1,1,0,0,0
123456791006,0,1,0,0,0,0
123456791007,0,1,1,0,0,0
123456791008,0,1,1,0,1,1
123456791009,0,1,1,0,0,1
123456791010,0,1,0,0,0,1
123456791011,0,1,0,0,0,0
123456791012,0,1,0,0,0,0
123456791013,0,1,0,0,0,1
123456791014,0,1,0,0,0,0
123456791014,0,1,0,0,0,0
123456791015,0,1,0,0,0,0
123456791016,0,1,0,0,0,0
123456791017,0,1,1,0,1,0
123456791018,0,1,1,0,0,1
123456791019,0,0,0,0,0,1
123456791020,0,0,0,0,0,1
123456791021,1,1,0,0,0,0
123456791022,1,1,0,0,0,1
123456791023,0,1,0,0,1,0
123456791024,0,1,1,0,0,1
123456791025,0,1,1,0,0,1
123456791026,0,1,0,0,0,1
123456791027,0,1,0,0,0,1
123456791028,0,1,0,0,0,1
123456791029,0,1,0,0,0,1
123456791030,0,1,1,0,0,0
123456791031,0,1,1,0,0,1
123456791032,1,1,0,0,1,1
123456791033,0,1,1,0,0,0
123456791034,0,0,0,0,0,1
123456791035,1,1,1,0,0,1
123456791036,0,1,0,0,1,0
123456791037,0,1,0,0,0,1
123456791038,0,1,0,0,0,0
123456791039,0,1,1,0,0,1
123456791040,0,1,0,0,0,0
123456791041,0,1,1,0,0,1
123456791042,0,1,1,1,0,1
123456791043,0,1,0,0,0,0
123456791044,0,1,1,0,0,0
123456791045,0,1,0,0,0,1
123456791046,0,1,0,0,1,0
123456791047,0,0,0,0,0,1
123456791048,0,1,1,0,0,0
123456791049,0,1,1,0,0,0
123456791050,0,1,1,0,0,1
123456791051,0,1,0,0,1,0
123456791052,0,1,1,0,0,1
123456791053,0,1,1,0,0,0
123456791054,1,1,1,0,0,0
123456791055,0,1,0,0,0,0
123456791056,0,1,1,0,1,0
123456791056,0,1,1,0,1,0
123456791057,1,1,0,0,0,0
123456791058,0,1,1,0,0,1
123456791059,0,1,1,0,1,0
123456791060,0,1,0,0,0,0
123456791061,0,0,0,0,0,1
123456791062,0,1,0,0,1,0
123456791063,0,1,1,0,0,1
123456791064,1,0,0,0,0,1
123456791065,0,1,0,0,0,1
123456791066,0,1,1,0,0,1
123456791067,0,1,0,0,0,1
123456791068,0,0,0,0,0,1
123456791069,0,0,0,0,1,1
123456791070,0,1,1,0,1,1
123456791071,0,1,1,0,0,0
123456791072,0,1,0,0,0,1
123456791073,0,1,0,0,0,0
123456791074,0,1,1,0,0,1
123456791075,0,1,0,0,0,1
123456791076,0,1,0,0,0,1
123456791077,0,1,0,0,0,0
123456791078,0,1,1,0,0,0
123456791079,0,1,1,0,1,1
123456791080,0,1,1,0,1,1
123456791081,0,1,0,0,0,1
123456791082,0,1,1,0,0,0
123456791083,0,1,0,0,1,1
123456791084,0,1,1,0,0,0
123456791085,0,1,1,0,0,1
123456791086,0,1,1,0,0,1
123456791087,0,1,0,0,0,1
123456791088,0,1,0,1,0,0
123456791089,0,1,0,0,0,1
123456791090,0,1,0,0,0,1
123456791091,0,1,0,0,0,1
123456791092,0,1,1,0,0,1
123456791093,0,1,0,0,0,1
123456791094,0,1,0,0,0,1
123456791095,0,1,1,0,0,1
123456791096,0,1,0,0,0,1
123456791097,0,1,0,0,0,0
123456791098,0,0,0,0,0,1
123456791099,0,1,1,0,0,0
123456791100,0,1,1,0,0,0
123456791101,0,1,1,1,0,0
123456791102,0,0,0,0,0,0
123456791103,0,1,0,0,0,1
123456791104,0,1,0,0,0,1
123456791105,0,1,1,0,0,1
123456791106,0,1,0,0,0,1
123456791107,0,1,1,0,1,0
123456791108,0,1,1,0,0,1
123456791109,0,1,1,0,0,0
123456791110,0,1,1,0,0,1
123456791111,0,1,1,1,1,1
123456791112,0,1,0,0,0,1
123456791113,0,1,0,0,0,1
123456791114,0,0,0,0,0,0
123456791115,0,1,1,0,0,1
123456791116,1,1,1,0,0,1
123456791117,0,1,0,1,0,1
123456791118,0,1,0,0,0,1
123456791119,1,1,0,0,1,1
123456791120,0,1,1,0,0,1
123456791121,0,1,1,0,1,0
123456791122,1,1,1,0,0,0
123456791123,0,1,0,0,0,0
123456791124,0,1,1,0,0,0
123456791125,0,1,0,0,0,1
123456791126,1,1,1,0,0,1
123456791127,1,1,1,0,0,0
123456791128,0,1,1,0,0,0
123456791129,0,1,1,1,0,0
123456791130,0,1,0,1,0,0
123456791131,0,1,1,0,0,0
123456791132,0,1,0,0,0,1
123456791133,0,1,1,0,0,1
123456791134,0,1,1,0,0,0
123456791135,0,1,0,0,1,1
123456791136,1,1,1,0,0,0
123456791137,0,1,0,0,1,1
123456791137,0,1,0,0,1,1
123456791138,0,1,0,0,0,1
123456791138,0,1,0,0,0,1
123456791139,0,1,0,0,0,1
123456791140,0,1,1,0,1,0
123456791141,0,1,1,0,0,1
123456791142,0,1,0,0,0,0
123456791143,1,1,1,0,0,0
123456791144,0,1,0,0,0,0
123456791145,0,1,1,0,0,1
123456791146,0,1,1,0,1,1
123456791147,0,1,1,0,0,1
123456791148,0,1,0,0,0,0
123456791149,0,1,0,0,1,0
123456791150,0,1,1,0,0,1
123456791151,0,0,0,0,0,0
123456791152,0,1,0,0,0,1
123456791153,0,1,1,0,0,0
123456791154,0,1,0,0,0,1
123456791155,0,1,1,0,0,1
123456791156,0,1,0,0,0,1
123456791157,0,1,0,0,0,1
123456791158,0,1,0,0,0,1
123456791159,0,1,1,0,0,1
123456791160,1,1,0,0,0,1
123456791161,0,1,1,0,0,0
123456791162,1,1,0,0,1,0
123456791163,0,1,0,0,0,0
123456791164,0,1,1,0,1,1
123456791165,0,1,1,0,0,1
123456791166,0,1,1,0,0,0
123456791167,0,1,0,0,1,1
123456791168,0,1,0,0,0,1
123456791169,0,1,1,0,1,1
123456791170,0,1,1,0,0,1
123456791171,0,1,0,0,1,1
123456791172,0,1,0,0,0,1
123456791173,0,1,1,0,0,1
123456791174,0,1,1,0,0,0
123456791175,0,1,0,0,0,1
123456791176,0,1,1,0,0,1
123456791177,0,1,1,0,1,1
123456791178,0,1,0,0,0,1
123456791179,0,1,0,0,1,1
123456791180,0,1,1,0,0,0
123456791180,0,1,1,0,0,0
123456791181,0,1,1,0,0,0
123456791182,0,1,1,0,0,0
123456791183,0,1,0,0,0,0
123456791184,0,1,1,0,0,0
123456791185,0,1,0,0,0,0
123456791186,0,1,1,0,0,0
123456791187,0,1,0,0,0,1
123456791187,0,1,0,0,0,1
123456791188,0,0,0,0,1,0
123456791189,0,1,0,1,0,1
123456791190,0,0,0,0,0,1
123456791191,0,1,0,0,0,1
123456791192,0,0,0,0,1,1
123456791193,0,1,0,0,0,0
123456791194,0,1,1,0,0,1
123456791195,0,1,1,0,1,0
123456791196,0,1,1,0,0,0
123456791197,0,1,1,0,0,1
123456791198,0,1,0,0,0,0
123456791199,0,1,0,0,0,1
123456791200,0,1,0,0,0,0
123456791201,0,1,1,0,0,1
123456791202,0,1,1,0,1,1
123456791203,0,1,1,0,0,0
123456791204,0,1,0,0,0,0
123456791205,0,1,0,0,0,0
123456791206,0,1,0,0,0,1
123456791207,0,1,1,0,0,0
123456791208,0,1,0,0,0,1
123456791209,0,1,1,0,0,0
123456791210,0,0,0,0,0,0
123456791211,0,1,1,0,0,1
123456791212,0,1,1,0,0,0
123456791213,0,1,0,0,0,0
123456791214,0,1,1,0,0,1
123456791215,0,1,0,0,0,0
123456791216,0,1,1,0,1,1
123456791216,0,1,1,0,1,1
123456791217,0,1,0,0,1,1
123456791218,0,1,1,0,0,1
123456791219,0,1,1,0,1,1
123456791220,0,1,0,0,0,0
123456791221,1,1,0,1,0,0
123456791222,0,1,0,0,0,0
123456791223,0,1,1,0,0,1
123456791224,0,1,1,0,0,0
123456791225,0,1,1,0,0,1
123456791226,0,1,0,0,0,1
123456791227,0,1,0,0,0,1
123456791228,0,1,0,0,0,1
123456791229,0,1,1,0,0,0
123456791230,0,1,1,0,1,1
123456791231,0,1,0,0,0,1
123456791232,0,1,1,0,0,0
123456791233,0,0,0,0,0,0
123456791234,0,0,0,0,0,0
123456791235,0,0,0,0,0,0
123456791236,0,1,1,0,0,1
123456791237,0,1,0,0,0,1
123456791238,0,1,0,0,0,1
123456791239,0,1,1,0,0,0
123456791240,0,1,1,0,0,1
123456791241,0,1,0,0,1,1
123456791242,0,1,1,0,0,1
123456791243,0,1,1,0,0,1
123456791244,0,1,1,0,0,1
123456791245,0,1,0,0,1,1
123456791246,0,1,1,0,0,0
123456791247,0,1,1,0,0,1
123456791248,0,1,0,0,1,0
123456791249,0,1,1,0,0,1
123456791250,0,1,1,0,0,1
123456791251,1,1,1,0,0,0
123456791252,0,1,0,0,0,0
123456791253,0,1,0,0,0,0
123456791254,0,1,1,0,0,0
123456791255,0,1,1,0,0,0
123456791256,0,1,1,0,0,1
123456791257,0,1,0,0,0,0
123456791257,0,1,0,0,0,0
123456791258,0,1,0,0,1,1
123456791259,0,0,0,0,0,1
123456791260,0,1,1,0,0,1
123456791261,0,1,0,0,0,0
123456791262,0,1,1,0,0,0
123456791263,0,1,0,0,0,1
123456791264,0,1,1,0,0,1
123456791265,0,1,1,0,0,1
123456791266,0,1,0,0,0,1
123456791267,0,1,0,0,0,1
123456791268,0,1,1,0,1,0
123456791269,0,1,0,0,0,1
123456791270,0,1,0,0,1,0
123456791271,0,1,0,0,1,0
123456791272,0,0,0,0,0,1
123456791273,0,1,1,0,1,1
123456791274,0,1,0,0,0,1
123456791275,0,1,0,0,0,1
123456791276,0,1,0,0,0,1
123456791277,0,1,1,0,0,0
123456791278,0,1,1,0,0,1
123456791278,0,1,1,0,0,1
123456791279,0,0,0,0,0,0
123456791280,0,1,1,0,0,0
123456791281,0,1,1,0,0,1
123456791282,0,1,1,0,0,1
123456791283,0,1,0,0,0,0
123456791284,0,1,0,0,0,1
123456791285,0,1,0,0,0,1
123456791286,0,1,0,0,0,1
123456791287,0,1,0,0,0,0
123456791288,0,1,0,0,0,0
123456791289,0,1,0,0,0,0
123456791290,1,1,1,0,0,1
123456791291,0,1,0,0,0,1
123456791292,0,1,0,0,0,1
123456791293,0,1,0,0,0,1
123456791294,0,1,1,0,0,1
123456791295,0,1,0,0,0,1
123456791296,0,1,0,0,0,0
123456791297,0,1,0,0,1,0
123456791298,0,1,0,0,0,0
123456791299,0,1,0,0,0,1
123456791300,0,1,0,0,0,1
123456791301,0,1,1,0,0,1
123456791302,0,1,0,0,1,0
123456791303,0,1,0,0,0,0
123456791304,0,1,0,0,0,0
123456791305,0,1,0,0,0,0
123456791306,0,1,1,0,0,1
123456791307,0,1,0,0,0,1
123456791308,0,1,1,0,0,0
123456791309,0,1,0,0,0,0
123456791310,0,1,1,0,0,1
123456791311,0,1,0,0,0,0
123456791312,1,1,0,0,1,1
123456791313,0,0,0,0,0,1
123456791314,0,1,0,0,0,1
123456791315,0,1,0,0,0,1
123456791316,0,1,0,0,0,1
123456791317,0,1,1,0,0,0
123456791318,0,1,0,0,1,0
123456791319,0,1,0,0,0,0
123456791320,0,1,0,0,0,0
123456791321,0,1,0,0,1,0
123456791322,0,1,1,0,1,1
123456791323,0,1,0,0,0,1
123456791324,0,1,0,0,0,0
123456791325,0,1,0,0,0,1
123456791326,0,1,0,0,0,1
123456791327,0,1,0,0,0,0
123456791328,0,1,0,0,0,1
123456791329,0,1,0,0,0,1
123456791330,0,1,0,0,0,1
123456791331,0,1,1,1,0,1
123456791331,0,1,1,1,0,1
123456791332,0,1,0,0,0,0
123456791333,0,1,1,0,0,1
123456791334,0,1,0,0,0,0
123456791335,0,1,0,1,0,1
123456791336,0,1,0,0,0,1
123456791337,0,0,0,0,0,1
123456791338,1,1,0,0,0,1
123456791339,0,1,0,0,0,1
123456791340,0,1,0,0,0,1
123456791341,0,1,1,0,0,0
123456791342,0,1,0,0,0,1
123456791343,0,1,0,0,0,0
123456791344,0,1,1,0,0,0
123456791345,0,1,1,0,0,0
123456791346,0,1,0,0,1,1
123456791347,0,1,0,0,0,0
123456791348,0,1,1,0,0,1
123456791349,0,1,0,0,0,1
123456791350,0,1,0,0,0,1
123456791351,0,1,1,0,0,0
123456791352,0,1,0,0,0,1
123456791353,0,1,1,0,0,1
123456791354,0,0,0,0,0,1
123456791355,0,1,0,0,0,1
123456791356,0,1,1,0,0,1
123456791357,0,1,0,0,1,0
123456791358,0,1,1,0,0,1
123456791359,0,1,0,0,0,1
123456791360,0,1,1,0,0,1
123456791361,0,1,0,0,0,0
123456791362,0,0,0,0,0,1
123456791363,0,1,1,1,0,0
123456791364,0,1,1,0,0,0
123456791365,0,1,0,0,0,0
123456791366,0,1,1,0,0,1
123456791367,0,1,0,0,0,0
123456791368,0,1,1,0,0,1
123456791368,0,1,1,0,0,1
123456791369,0,1,1,0,0,0
123456791370,0,1,1,0,0,0
123456791371,1,1,1,0,0,1
123456791372,0,1,0,0,0,0
123456791373,0,1,0,0,0,0
123456791374,0,1,1,0,0,0
123456791375,0,1,1,0,0,1
123456791376,0,1,1,0,0,0
123456791377,0,1,0,0,0,1
123456791378,0,1,1,0,0,0
123456791379,0,1,0,1,0,1
123456791380,0,1,0,0,0,1
123456791380,0,1,0,0,0,1
123456791381,0,1,0,0,0,1
123456791382,0,1,1,0,0,0
123456791383,1,1,0,0,1,0
123456791384,0,1,1,0,0,1
123456791385,0,1,1,0,0,1
123456791386,0,1,0,0,0,0
123456791387,0,1,1,1,0,0
123456791388,0,1,0,0,0,1
123456791389,0,1,1,0,1,0
123456791390,0,1,0,0,0,0
123456791391,1,1,0,0,1,0
123456791392,0,1,1,0,0,1
123456791393,0,1,1,0,0,1
123456791394,0,1,0,0,0,1
123456791395,0,1,0,0,0,1
123456791396,0,1,1,0,0,0
123456791397,0,1,1,0,0,0
123456791398,0,1,1,0,0,1
123456791399,0,1,1,0,1,0
123456791400,0,1,0,0,0,0
123456791401,0,1,0,0,0,1
123456791402,0,1,0,0,0,1
123456791403,0,1,0,0,0,1
123456791404,0,1,0,0,0,0
123456791405,0,1,1,0,0,1
123456791406,0,1,0,0,1,0
123456791407,0,1,0,0,0,1
123456791408,0,1,1,0,0,1
123456791409,0,1,1,1,0,0
123456791410,0,1,1,0,0,1
123456791411,0,1,1,0,0,0
123456791412,0,1,1,0,0,0
123456791413,0,0,0,0,0,1
123456791414,0,1,0,0,0,0
123456791415,0,1,1,0,0,0
123456791416,0,1,1,0,0,1
123456791417,0,1,0,0,0,1
123456791418,0,1,1,0,0,0
123456791419,0,1,1,0,0,1
123456791420,0,0,0,0,1,1
123456791421,0,1,1,0,0,0
123456791422,0,1,0,0,0,0
123456791423,0,1,0,0,0,0
123456791424,0,1,0,0,0,1
123456791425,0,1,1,0,0,1
123456791426,0,1,0,0,0,0
123456791427,0,1,0,0,0,1
123456791428,0,1,0,0,0,1
123456791429,0,1,0,0,0,0
123456791430,0,1,1,0,0,1
123456791431,0,0,0,0,0,1
123456791432,0,0,0,0,0,0
123456791433,0,1,0,0,0,0
123456791434,0,1,0,0,1,1
123456791435,1,1,1,0,0,1
123456791435,1,1,1,0,0,1
123456791435,1,1,1,0,0,1
123456791436,0,1,0,0,0,0
123456791437,0,1,1,0,0,1
123456791438,0,1,1,0,0,1
123456791439,0,1,1,0,0,0
123456791440,0,1,1,0,0,0
123456791441,0,1,1,0,0,1
123456791442,0,1,1,0,1,0
123456791443,0,1,0,0,0,1
123456791444,0,0,0,0,0,1
123456791445,0,0,0,1,0,1
123456791446,0,1,0,0,0,0
123456791447,0,1,1,0,1,1
123456791448,0,1,1,0,0,0
123456791449,0,1,1,1,0,1
123456791450,1,1,1,0,0,1
123456791451,0,1,0,0,0,0
123456791452,0,1,1,0,0,1
123456791453,0,1,0,0,0,0
123456791454,0,1,1,0,0,0
123456791455,0,1,0,0,0,0
123456791456,0,1,1,0,1,1
123456791457,0,1,1,0,1,0
123456791458,0,1,0,0,0,1
123456791459,0,1,1,0,0,0
123456791460,0,1,0,0,0,0
123456791461,0,1,0,0,1,1
123456791462,0,1,0,0,0,1
123456791463,0,1,0,0,0,0
123456791464,0,1,1,0,0,0
123456791465,0,1,1,0,0,0
123456791466,0,0,0,0,0,0
123456791467,0,1,1,0,0,0
123456791468,0,0,0,1,0,0
123456791469,0,1,0,0,0,1
123456791470,0,1,1,0,0,0
123456791471,0,1,0,0,0,0
123456791472,0,1,1,0,0,1
123456791473,0,1,1,0,0,0
123456791474,0,1,1,1,1,0
123456791475,0,1,1,0,0,1
123456791476,0,1,0,0,0,1
123456791477,0,1,0,0,0,0
123456791478,0,1,0,0,0,0
123456791479,0,1,1,0,0,0
123456791480,0,1,1,0,0,1
123456791481,0,1,0,0,1,0
123456791482,0,1,1,0,0,1
123456791483,0,0,0,0,0,0
123456791484,0,1,0,0,0,1
123456791485,0,1,1,0,0,1
123456791486,0,1,1,0,0,1
123456791487,0,1,0,0,0,0
123456791488,0,1,1,0,0,1
123456791489,0,1,1,0,0,0
123456791490,0,1,0,0,0,1
123456791490,0,1,0,0,0,1
123456791491,0,1,1,0,0,1
123456791492,0,1,0,0,0,1
123456791493,0,1,0,0,0,0
123456791494,0,1,1,0,0,0
123456791495,0,0,0,0,1,1
123456791496,1,1,1,0,0,0
123456791497,0,1,1,1,0,0
123456791498,0,1,1,0,1,0
123456791499,0,1,1,0,1,0
123456791500,0,1,1,0,0,0
123456791500,0,1,1,0,0,0
123456791501,0,0,0,0,0,1
123456791502,0,1,1,0,0,1
123456791503,0,1,1,0,0,1
123456791504,0,1,1,0,0,1
123456791505,0,1,0,0,1,1
123456791506,0,1,1,0,1,1
123456791507,0,1,0,0,0,0
123456791508,0,1,0,0,0,0
123456791509,0,1,0,0,0,0
123456791510,0,1,0,0,0,1
123456791511,0,1,1,0,0,0
123456791512,0,1,1,0,0,0
123456791513,0,1,1,0,0,1
123456791514,0,1,0,0,0,1
123456791515,0,1,1,0,0,1
123456791516,0,1,0,0,0,1
123456791517,0,0,0,0,1,0
123456791518,0,1,1,0,0,0
123456791519,0,1,1,0,0,1
123456791520,0,1,1,0,0,0
123456791521,0,1,0,0,0,0
123456791522,0,1,1,0,1,1
123456791523,0,1,1,0,0,1
123456791524,0,1,0,1,0,0
123456791525,0,1,0,0,0,0
123456791526,0,1,0,0,0,0
123456791527,1,1,0,0,0,0
123456791528,0,1,1,0,0,0
123456791529,0,1,0,0,0,0
123456791530,0,1,0,0,1,0
123456791531,0,1,0,0,0,0
123456791532,0,1,0,0,1,0
123456791533,0,1,1,0,0,1
123456791534,0,1,0,0,0,1
123456791535,1,1,1,0,1,0
123456791536,0,1,0,0,0,1
123456791537,0,1,1,0,0,0
123456791538,0,1,1,0,0,1
123456791539,0,1,0,0,0,1
123456791540,0,1,1,0,0,0
123456791541,0,1,1,0,0,0
123456791542,0,1,0,0,0,1
123456791543,0,1,0,0,0,1
123456791544,0,1,0,0,0,0
123456791545,0,1,1,0,0,0
123456791546,0,1,1,0,0,0
123456791547,0,1,0,0,0,1
123456791548,0,1,1,0,0,0
123456791549,0,1,1,0,0,0
123456791550,0,1,0,0,0,1
123456791551,0,1,1,0,0,1
123456791552,1,1,1,0,0,1
123456791553,0,1,0,0,0,1
123456791554,0,1,1,0,0,1
123456791555,0,1,0,1,0,1
123456791556,0,1,1,0,0,1
123456791557,0,1,0,0,0,0
123456791558,0,1,1,0,1,0
123456791559,0,1,1,0,0,0
123456791560,0,1,0,0,0,0
123456791561,0,1,0,0,1,0
123456791562,0,1,0,0,0,1
123456791563,0,1,1,0,0,1
123456791563,0,1,1,0,0,1
123456791564,0,1,1,0,0,1
123456791565,0,1,1,1,0,0
123456791566,0,1,1,0,0,0
123456791567,0,1,1,0,0,0
123456791568,0,1,1,1,0,1
123456791569,0,1,0,0,0,0
123456791570,0,1,1,0,0,1
123456791571,0,1,0,0,0,0
123456791572,0,1,0,0,0,1
123456791573,0,1,0,0,0,1
123456791574,0,1,1,1,0,1
123456791575,0,1,1,0,0,1
123456791576,0,1,0,1,0,1
123456791577,0,1,1,0,0,0
123456791578,0,1,1,1,0,1
123456791579,0,1,0,1,0,0
123456791580,0,1,1,0,1,0
123456791581,0,1,0,0,0,1
123456791582,0,1,0,0,0,1
123456791583,0,1,1,0,1,1
123456791584,0,1,1,0,0,0
123456791585,0,1,0,0,0,0
123456791586,0,1,1,0,0,1
123456791587,0,1,1,0,0,0
123456791588,0,1,1,0,1,0
123456791589,0,1,1,0,0,1
123456791590,0,1,1,1,0,0
123456791591,0,1,1,1,0,0
123456791592,0,1,1,0,0,0
123456791593,0,1,0,0,0,1
123456791594,0,1,0,0,0,1
123456791595,0,1,1,0,0,0
123456791596,0,1,1,0,0,0
123456791597,0,1,1,0,1,1
123456791598,1,1,0,0,1,0
123456791599,0,1,1,0,0,1
123456791600,0,1,1,0,0,0
123456791601,0,1,1,0,0,1
123456791602,0,1,0,0,0,1
123456791603,0,1,1,1,0,1
