inn,name,activity,city,create_date,reg_date,last_tender_date,contract_value,staff,ban,bidding_num,wins_num,not_executed_contracts,terminated_contracts,likelihood_of_problems,geo_lat,geo_lon
123456789341,НКО Апельсин,Стрижка терьеров,Инза,2008-06-02 11:45:31,2010-05-02 13:59:53,2020-01-05 21:06:16,9783737,1858,0,77,63,0,0,0.16063199828546648,53.8549647,46.3533459
123456789342,НКО Юла,Поставка рогов,Кинель,1998-11-18 04:57:08,1999-09-26 22:21:33,2010-04-26 05:31:02,6850311,1270,0,42,24,0,1,0.005395600129761924,53.2210298,50.6343776
123456789343,НКО Идея,Стрижка терьеров,Ессентуки,2008-11-09 18:04:23,2017-07-10 05:22:41,2017-12-27 09:13:30,3274011,383,0,90,6,0,0,0.8527439494332617,44.0446186,42.8588653
123456789344,КФХ Дивоарт,Поставка копыт,Ладушкин,2019-08-19 17:05:03,2019-11-08 19:13:06,2022-06-15 22:49:40,8709656,1028,0,56,2,0,0,0.9128085469922119,54.5692156,20.1690153
123456789345,ЗАО Эклер,Поставка рогов,Корсаков,2003-06-28 17:38:25,2012-04-23 18:14:18,2016-11-21 07:37:38,5371111,1874,0,9,1,0,0,0.6964893572415751,46.6324545,142.799445
123456789346,ЗАО Фабрика решений,Стрижка терьеров,Навашино,1999-08-09 00:11:56,2013-01-13 15:25:43,2017-04-15 16:56:47,767465,924,0,100,88,0,0,0.3541273757783132,55.543811,42.1887089
123456789347,ЗАО Королевский стиль,Поставка копыт,Буинск,2007-07-26 03:26:54,2008-08-08 19:41:11,2011-08-20 07:00:30,8524148,1090,0,9,2,0,0,0.1303494063326064,54.9641538,48.2901209
123456789348,КФХ Ивушка,Поставка рогов,Феодосия,2003-03-12 05:45:19,2021-10-08 15:10:03,2021-10-19 18:30:00,3178167,1495,0,22,17,0,0,0.745198303386194,45.0318393,35.3824259
123456789349,ООО Медовый месяц,Поставка копыт,Сатка,2020-03-06 01:18:03,2022-04-21 20:57:02,2022-11-14 22:12:09,6137064,1927,0,28,17,0,0,0.5570970462897396,55.0405288,59.0288975
123456789350,КФХ Мелисента,Стрижка терьеров,Лебедянь,2011-12-08 07:52:04,2021-01-04 20:24:47,2022-09-10 20:11:56,7861503,1565,1,34,30,0,0,0.6109046049554723,53.0156117,39.143536
123456789351,КФХ Веселье плюс,Стрижка терьеров,Норильск,2005-02-12 22:40:12,2013-10-19 04:57:46,2014-09-03 06:12:59,8934658,271,0,86,69,0,0,0.7837902075892773,69.3489978,88.2009846
123456789352,КФХ Антураж,Поставка копыт,Кологрив,2000-07-31 18:43:28,2021-05-22 13:11:44,2023-02-13 11:52:49,1494958,1411,0,103,26,0,0,0.3074236008642396,58.8269323,44.3184927
123456789353,ООО Торжан,Поставка копыт,Кедровый,2006-05-06 19:41:09,2021-04-24 12:22:20,2022-06-06 20:00:03,7241724,1368,0,24,13,0,0,0.9791034160475586,57.561869,79.5677821
123456789354,КФХ На волне,Стрижка терьеров,Искитим,2016-07-12 08:20:14,2021-12-13 06:56:46,2022-06-15 11:48:51,6596831,476,0,90,7,0,0,0.4681384235716448,54.6267603,83.2951244
123456789355,ЗАО Непоседы,Поставка рогов,Муром,2019-04-30 10:07:50,2021-04-25 00:01:34,2022-04-12 03:18:39,5920940,141,0,83,37,0,0,0.7968669838515716,55.5630311,42.0231362
123456789356,ООО Абрикос,Поставка рогов,Кандалакша,2016-10-13 20:51:34,2019-03-08 19:27:30,2019-10-05 05:19:28,4118017,1790,0,5,3,0,0,0.3694862962701815,67.1567974,32.4143218
123456789357,ООО Шоколадная радуга,Стрижка терьеров,Стерлитамак,1997-11-30 06:37:24,2015-04-12 18:48:02,2022-08-05 00:49:49,3705951,679,0,20,12,0,0,0.9453808166482833,53.6300864,55.9317089
123456789358,ЗАО Кузнечик,Поставка рогов,Изобильный,2010-08-20 03:21:51,2016-10-18 17:48:00,2022-09-13 16:04:21,5405345,1017,0,99,94,0,0,0.48678175258813383,45.3684296,41.708702
123456789359,КФХ Волшебный сундучок,Поставка рогов,Спас-Клепики,2005-09-24 12:32:04,2012-08-18 16:05:30,2020-12-04 00:54:31,5694601,508,0,71,2,0,0,0.14747998859563782,55.1291721,40.1745338
123456789360,ЗАО Лилу,Поставка рогов,Сланцы,2013-10-29 06:02:32,2020-05-05 04:46:12,2020-09-01 11:44:04,3900687,1394,0,4,2,0,0,0.4081773068333642,59.1178185,28.0881475
123456789361,ЗАО Креатив плюс,Поставка рогов,Батайск,2017-01-18 07:34:51,2019-01-27 11:38:32,2020-09-30 20:31:51,3231609,390,0,69,60,0,0,0.7105561228407816,47.1383299,39.7507179
123456789362,ОАО Шарикус,Стрижка терьеров,Пересвет,2014-07-05 15:13:15,2016-05-01 00:10:00,2021-02-04 14:46:25,6084903,801,0,90,62,0,0,0.43095973875745164,56.4158326,38.1733534
123456789363,ОАО Чебурашка,Поставка рогов,Голицыно,2003-01-05 19:26:10,2004-05-11 04:09:53,2013-09-24 06:32:07,1745842,903,0,9,5,0,0,0.48271063419314253,55.6190582,36.9856793
123456789364,ОАО Корпорация малышей,Поставка копыт,Электроугли,2005-07-12 18:15:17,2017-12-14 15:09:39,2018-03-16 17:39:43,901394,1250,0,18,1,1,0,0.7605481213279767,55.7170877,38.2192563
123456789365,ЗАО Купидон,Поставка копыт,Шуя,2003-12-08 16:27:05,2021-07-18 17:13:26,2022-12-28 07:56:59,9468534,902,0,63,2,0,0,0.5325182275820829,56.8560234,41.3800939
123456789366,ОАО Эврика,Поставка копыт,Зеленоградск,2022-11-10 10:58:01,2023-04-02 12:40:00,2023-04-02 12:44:51,8098025,1671,0,104,53,0,0,0.3139432755673276,54.9600185,20.4753652
123456789367,ООО Студия чудес,Стрижка терьеров,Талица,2008-11-09 11:35:10,2019-03-19 13:05:36,2022-02-11 07:54:48,8303903,358,0,108,88,0,0,0.6249194346392871,57.0122687,63.7320757
123456789368,НКО Элит-шоу,Поставка рогов,Беломорск,1998-02-03 08:56:30,2011-01-09 00:30:42,2016-02-06 05:21:56,360182,113,0,56,45,0,0,0.7266418392327304,64.5378417,34.7799462
123456789369,ООО Гильдия волшебников,Поставка копыт,Губаха,2008-05-02 14:08:16,2010-05-06 15:47:09,2011-06-05 12:23:36,9359959,68,0,79,27,0,5,0.6494512303785654,58.8371721,57.554533
123456789370,ЗАО Капитошка,Стрижка терьеров,Петрозаводск,2001-09-15 09:27:48,2017-06-14 18:04:31,2021-04-21 15:45:28,6854323,375,0,61,53,0,0,0.38031759298049594,61.7891264,34.3596434
123456789371,ООО Полярная сказка,Поставка рогов,Заволжье,1998-12-08 18:23:48,2005-10-18 09:43:37,2020-10-21 05:20:57,3832886,215,0,82,41,0,0,0.5134812892957661,56.6404286,43.3872492
123456789372,ООО Ля-Фигаро,Стрижка терьеров,Верхний Уфалей,2016-06-05 19:31:03,2018-02-24 07:15:56,2021-01-07 22:39:59,3514601,1176,0,21,18,0,5,0.5293266044883304,56.0487158,60.2318886
123456789373,ЗАО Союз талантов,Поставка рогов,Болхов,2020-04-04 12:19:39,2022-07-31 04:14:38,2023-03-19 08:24:38,9582115,1690,0,0,0,0,0,0.1851056195527615,53.4438496,36.0076833
123456789374,ООО Формула настроения,Поставка рогов,Симферополь,2012-08-26 05:45:13,2013-08-05 08:19:46,2019-06-04 17:30:47,6383531,93,0,102,86,0,0,0.8112989436956621,44.9482948,34.1001151
123456789375,ЗАО Братец Лис,Стрижка терьеров,Избербаш,2003-06-20 08:21:13,2010-12-21 18:34:01,2018-09-13 17:03:41,5761744,852,0,100,61,0,0,0.09792010958583408,42.5650962,47.8710051
123456789376,ЗАО МАМАнтенок,Поставка копыт,Зерноград,2017-03-30 18:30:29,2022-03-23 23:00:57,2022-12-07 20:49:41,4051349,17,0,109,51,0,0,0.735932850101055,46.8495958,40.312837
123456789377,ООО Давай поженимся,Поставка копыт,Жирновск,2021-03-01 19:10:20,2021-09-07 08:06:28,2021-09-19 21:14:29,4626669,1966,0,65,29,0,2,0.8720760486039484,50.9768814,44.7858202
123456789378,КФХ Москва-банкет,Поставка копыт,Остров,2002-06-07 22:34:10,2017-12-20 08:10:38,2022-09-18 00:40:10,5131785,1685,0,29,8,0,0,0.6709340388809889,57.3451528,28.3437593
123456789379,ЗАО Леджеро,Поставка копыт,Шебекино,1998-04-20 16:27:06,2022-08-26 01:21:49,2022-12-08 02:09:52,352470,1527,0,83,63,0,0,0.08053051124859201,50.4004883,36.8877889
123456789380,ООО Юнга,Поставка копыт,Пролетарск,2013-03-30 08:08:36,2020-05-04 01:34:01,2021-03-08 15:53:31,5442682,579,0,101,17,1,0,0.3689634974412779,46.7038963,41.727594
123456789381,КФХ Карамелька,Поставка рогов,Ковылкино,2017-04-14 00:07:12,2019-12-16 02:26:39,2020-10-03 22:30:25,3136123,421,0,63,5,0,5,0.9375703699271406,54.0391072,43.9191539
123456789382,НКО Королевский двор,Стрижка терьеров,Богородск,2011-06-14 06:32:19,2015-12-16 10:11:54,2021-10-20 05:47:28,3222792,1635,0,65,8,0,0,0.4364876431198128,56.1020828,43.5135442
123456789383,КФХ Забабах,Поставка рогов,Киржач,2020-11-20 18:44:09,2022-08-07 11:51:37,2022-11-06 01:12:53,2663767,1625,0,50,5,0,0,0.470739181769364,56.1486863,38.8635701
123456789384,ОАО Счастливые дети,Поставка копыт,Балаково,2007-10-20 12:07:54,2009-05-15 19:06:50,2015-08-02 17:21:15,1368718,655,0,67,54,1,1,0.5299605440323737,52.0224231,47.7827765
123456789385,КФХ Шатлык,Поставка рогов,Серафимович,2011-10-01 08:52:25,2018-12-09 20:44:57,2020-11-30 12:46:09,7838480,1563,0,68,4,0,0,0.3724273106182594,49.5663183,42.7360402
123456789386,НКО Двенадцать месяцев,Поставка копыт,Можга,2021-08-18 22:14:16,2021-09-04 20:18:12,2021-11-13 14:52:06,1498880,1186,0,33,14,0,0,0.6790562866358315,56.4427774,52.2137886
123456789387,НКО Фестиваль-парк,Поставка копыт,Балашов,2019-05-20 22:24:23,2019-09-20 19:33:10,2021-10-06 05:41:19,9095760,908,0,28,5,0,0,0.7535184013170311,51.5388697,43.1839757
123456789388,ЗАО Золотой ключик,Поставка копыт,Жердевка,2022-11-22 20:28:00,2023-01-07 19:31:33,2023-02-23 09:54:29,2586367,1032,0,37,15,5,0,0.2683525391447683,51.8422192,41.4617687
123456789389,НКО Интершоу,Стрижка терьеров,Белебей,2006-07-21 20:31:48,2006-12-17 07:08:02,2020-12-25 01:15:33,6238007,538,0,42,7,0,0,0.237622314732153,54.1034582,54.1113129
123456789390,ОАО Абажур,Поставка копыт,Туринск,2001-08-28 19:56:44,2005-12-10 04:00:04,2006-03-19 00:56:37,8047302,1523,0,57,11,0,0,0.10201578204895245,58.0393524,63.6981973
123456789391,ЗАО Новые эмоции,Поставка рогов,Богородск,1997-05-09 21:42:10,2018-12-04 10:25:52,2019-06-04 01:50:07,4205987,74,0,23,8,0,0,0.4876995967902106,56.1020828,43.5135442
123456789392,НКО Лимпопо,Поставка копыт,Воткинск,1997-12-21 19:39:39,2008-10-23 02:49:54,2022-11-22 12:20:33,2351572,994,0,22,19,0,0,0.5148833550116986,57.0518149,53.9873096
123456789393,ОАО Иван да Марья,Стрижка терьеров,Якутск,2002-04-20 12:15:55,2021-12-30 03:30:35,2022-02-21 23:20:28,6222248,65,0,18,5,0,0,0.46872738406575465,62.0281405,129.7325887
123456789394,КФХ Ля-Фигаро,Поставка копыт,Великий Устюг,2021-06-24 17:13:01,2023-02-28 11:14:59,2023-04-01 13:27:50,9164027,833,0,72,54,0,0,0.32297734706149606,60.7603913,46.3054414
123456789395,ЗАО Росток,Поставка копыт,Южа,2012-12-03 02:59:16,2021-01-18 15:48:44,2023-02-03 00:31:04,6756544,791,0,22,7,0,0,0.3366088187220384,56.5926877,42.0458099
123456789396,КФХ Эклер,Поставка рогов,Барнаул,2020-02-07 08:23:09,2021-10-21 11:36:05,2023-02-08 09:10:49,3853885,702,0,74,44,0,0,0.4195679035178469,53.3479968,83.7798064
123456789397,НКО Фантастик,Поставка копыт,Алушта,2004-10-02 08:52:53,2008-11-23 09:33:05,2022-12-04 17:36:20,5977952,128,0,34,11,0,0,0.8538322677596408,44.6764304,34.4100624
123456789398,ЗАО Кавардак,Поставка копыт,Новый Уренгой,2012-05-05 09:41:33,2022-03-21 12:02:06,2022-03-30 07:51:06,1646560,1841,0,17,0,0,0,0.13592643742725885,66.0839433,76.6809681
123456789399,ЗАО Абрикос,Поставка копыт,Элиста,2016-09-14 03:50:05,2019-05-28 15:48:34,2021-03-20 10:00:19,3217456,1017,0,103,61,0,0,0.5082521653920617,46.3083344,44.2702088
123456789400,НКО Соколенок,Поставка рогов,Западная Двина,2008-04-02 11:51:47,2010-10-12 07:06:28,2017-06-22 08:08:22,9573524,152,0,19,11,0,0,0.34106984146593633,56.2566492,32.0805315
123456789401,НКО Королевство чудес,Поставка рогов,Тамбов,2013-06-09 09:45:53,2014-11-26 15:14:42,2022-11-04 18:05:01,8816599,408,0,86,26,2,0,0.669898933586481,52.7213154,41.452264
123456789402,ЗАО Интрига,Поставка копыт,Кизел,2003-01-08 06:18:36,2012-08-28 12:10:44,2017-04-04 03:12:12,7272299,1106,0,65,23,0,0,0.037736793979535554,59.0512783,57.6471028
123456789403,ООО Сказочная страна,Поставка копыт,Минеральные Воды,2016-09-16 08:30:31,2020-07-17 23:23:20,2021-07-08 02:16:50,3400810,902,1,25,16,0,0,0.8900965459617122,44.2087273,43.138408
123456789404,ООО Два сердца,Поставка рогов,Бавлы,2007-01-22 05:14:45,2010-10-05 09:29:42,2016-07-31 15:50:46,3455715,1369,0,29,22,0,0,0.9048921897463091,54.4062891,53.2458065
123456789405,ЗАО Регаль,Поставка копыт,Ипатово,2000-10-27 13:39:41,2002-06-18 21:29:42,2008-11-26 16:03:06,4435192,273,0,12,10,0,0,0.019556022360630476,45.7181751,42.8970206
123456789406,ООО Купидон,Поставка копыт,Тосно,1997-08-17 04:14:08,2020-11-27 23:12:04,2022-08-12 19:11:58,7104803,1207,0,67,63,0,0,0.3095632899926547,59.5407098,30.877812
123456789407,ЗАО Невская феерия,Поставка рогов,Туймазы,2006-05-21 14:46:45,2015-07-05 07:42:46,2016-05-26 07:07:06,697625,1894,0,101,10,0,0,0.9991386620846264,54.5999224,53.6950623
123456789408,ООО Два сердца,Поставка рогов,Мантурово,2021-06-11 19:45:43,2022-08-03 06:27:06,2023-01-14 15:24:42,6681404,1890,0,0,0,0,0,0.5956956949561069,58.3265441,44.757494
123456789409,ЗАО Отличная идея,Стрижка терьеров,Троицк,2008-09-30 01:04:10,2012-07-30 23:53:33,2015-11-23 09:34:31,1659494,1091,0,27,13,0,0,0.3527861933001636,54.0843745,61.5586831
123456789410,КФХ Нон стоп,Стрижка терьеров,Петушки,2013-08-25 10:57:35,2017-12-27 12:01:39,2019-02-17 03:33:20,3115562,1370,0,10,8,0,0,0.22678163380728933,55.9298134,39.4508075
123456789411,КФХ Корпорация малышей,Стрижка терьеров,Агидель,1999-02-06 12:02:18,2014-05-26 15:16:00,2022-02-23 20:16:57,2320244,1599,0,90,0,1,0,0.4267591515025796,55.8999056,53.9220144
123456789412,НКО Самовар,Поставка рогов,Нижний Ломов,2020-04-04 01:18:40,2022-11-03 04:52:30,2022-11-04 09:48:34,6050961,349,0,44,19,0,5,0.09697600450220067,53.5300905,43.6730217
123456789413,НКО Мята,Поставка копыт,Железногорск-Илимский,2023-01-19 05:41:39,2023-03-04 00:46:02,2023-03-20 18:47:24,2334187,294,0,86,22,0,2,0.8276715719962209,56.5847888,104.114275
123456789414,ОАО Тактика,Стрижка терьеров,Миллерово,2013-04-09 06:58:01,2015-03-02 12:01:00,2017-01-18 05:25:13,8260018,1429,0,106,41,0,2,0.8171847353060113,48.9260077,40.3984087
123456789415,КФХ Априори,Поставка копыт,Радужный,2016-05-25 12:53:28,2017-05-30 22:32:39,2022-12-08 02:06:08,1550470,1521,0,95,86,5,2,0.3328043464308421,62.1342888,77.4584094
123456789415,КФХ Априори,Поставка копыт,Радужный,2016-05-25 12:53:28,2017-05-30 22:32:39,2022-12-08 02:06:08,1550470,1521,0,95,86,5,2,0.3328043464308421,55.9960277,40.3321855
123456789416,НКО Улыбка,Поставка копыт,Видное,2002-03-02 05:33:53,2010-10-13 14:20:52,2015-08-13 10:49:40,6895705,413,1,109,54,0,0,0.4407190652156522,55.551725,37.7061984
123456789417,ОАО Розовый фламинго,Стрижка терьеров,Реутов,1998-11-21 12:58:40,2003-12-22 07:37:37,2023-01-27 05:58:01,6883596,364,0,47,10,0,0,0.41415662143506526,55.7582621,37.8618553
123456789418,КФХ Зурбаган,Стрижка терьеров,Бутурлиновка,2001-12-25 09:57:15,2005-10-06 03:15:31,2021-11-17 21:26:31,9836650,898,0,2,0,0,0,0.6896322629168047,50.8311818,40.5976923
123456789419,ОАО А-Мега,Стрижка терьеров,Багратионовск,2000-02-28 23:02:09,2010-06-14 06:41:05,2015-11-20 15:01:38,7768369,1504,0,62,15,2,0,0.46186171343266513,54.3866518,20.6418091
123456789420,ОАО Технология развлечений,Поставка рогов,Мышкин,2021-08-24 03:25:49,2023-01-15 10:33:32,2023-01-24 20:13:45,7036128,1518,0,106,95,0,0,0.8932916648583199,57.7881684,38.4544224
123456789421,НКО Империя Шоу,Поставка копыт,Грозный,2000-03-30 11:16:08,2012-03-12 17:26:18,2018-07-15 04:05:24,7660505,261,0,12,9,0,0,0.20828573743488543,43.3180145,45.698291
123456789422,ООО Эврика,Стрижка терьеров,Томмот,2022-05-20 16:51:28,2022-08-24 03:28:19,2022-12-24 07:06:21,1235159,159,1,95,71,0,2,0.6510599217121495,58.9586859,126.2875462
123456789423,КФХ Мультик,Стрижка терьеров,Татарск,2009-04-04 09:34:07,2012-04-24 08:18:20,2017-12-29 03:45:00,3714798,601,0,40,23,0,1,0.035179582703485646,55.2146167,75.9739914
123456789424,КФХ Радуга,Стрижка терьеров,Солигалич,2015-01-07 14:53:43,2016-12-29 14:28:03,2022-01-21 20:31:21,5086675,1807,0,6,1,0,0,0.0011642424447977362,59.0784867,42.2878423
123456789425,ООО Цирк,Поставка копыт,Рошаль,2009-10-07 07:57:57,2015-09-22 04:09:09,2020-07-17 03:39:47,8479216,700,0,23,10,5,0,0.6249027384606296,55.6632776,39.8656147
123456789426,ЗАО Белый ангел,Стрижка терьеров,Копейск,1999-08-20 07:59:37,2022-09-29 17:46:18,2022-11-27 06:11:00,9286211,502,0,88,68,1,0,0.04060973205428009,55.116665,61.6179185
123456789427,ОАО Театр праздников,Поставка рогов,Санкт-Петербург,2017-09-05 01:03:37,2021-01-26 13:22:19,2023-03-27 13:10:57,9960620,1320,0,31,5,0,0,0.8368824104869566,59.9391313,30.3159004
123456789428,ОАО Арт-Конферанс,Поставка рогов,Шенкурск,2019-02-23 16:29:09,2021-01-21 09:00:30,2022-03-01 11:01:12,4877696,1325,0,64,25,0,2,0.6245773434957099,62.1057272,42.8996973
123456789429,ООО Гномик,Стрижка терьеров,Екатеринбург,2004-04-11 15:19:30,2022-06-30 12:38:11,2022-08-30 12:34:15,5873448,847,0,23,16,0,0,0.04325853186468154,56.8385216,60.6054911
123456789430,ОАО Ты и Я,Поставка копыт,Свободный,2006-07-03 14:58:47,2018-06-01 08:24:38,2020-09-16 02:27:21,9520720,813,0,90,81,0,0,0.5770872902442843,51.3614103,128.1219729
123456789431,ЗАО Фабрика праздника,Поставка рогов,Похвистнево,1997-09-18 02:59:17,2006-11-20 18:50:20,2007-10-18 15:09:18,7393754,810,0,71,38,0,1,0.997115223223667,53.6498299,52.1235156
123456789432,ООО Триумфо,Стрижка терьеров,Брянск,2010-10-29 21:13:17,2020-06-02 22:30:06,2021-05-16 14:41:40,9427472,1561,0,100,94,0,0,0.2335857940890177,53.2419535,34.3652146
123456789433,ОАО Мастер шоу,Поставка рогов,Чулым,2015-08-25 03:23:23,2016-11-13 10:54:19,2019-10-01 08:52:37,986599,407,0,83,79,0,1,0.22024405574760586,55.0906867,80.9592508
123456789434,НКО Леджеро,Поставка рогов,Пошехонье,2010-08-10 00:01:19,2021-05-08 21:10:01,2022-04-20 09:51:51,163294,207,0,9,0,0,0,0.7383810241698787,58.5062879,39.1208434
123456789435,ОАО Алые паруса,Поставка рогов,Можайск,2012-01-14 06:13:24,2018-06-02 06:04:58,2023-01-04 02:20:00,3262176,135,0,85,59,0,0,0.4053498281655098,55.5069259,36.024043
123456789436,ЗАО Букашка,Стрижка терьеров,Хилок,2014-04-08 08:33:53,2017-01-11 01:19:24,2018-05-25 14:53:19,6804543,1052,0,7,0,0,0,0.34672889216824054,51.3634856,110.4590898
123456789437,ООО Зефир,Поставка рогов,Сретенск,2001-02-01 06:00:50,2002-07-30 14:37:40,2018-04-15 15:09:00,5819071,590,0,99,63,0,0,0.6617162277845156,52.2461454,117.7117842
123456789438,КФХ Идея,Стрижка терьеров,Лысьва,2002-09-26 09:51:07,2017-07-01 06:25:49,2018-03-20 14:59:22,6815170,74,0,36,29,0,0,0.36134042140390144,58.0995875,57.8086825
123456789439,КФХ Цирк,Поставка копыт,Алексеевка,2007-04-29 12:52:12,2021-11-27 23:22:55,2022-10-24 13:05:52,9311002,630,0,31,12,5,0,0.8628665569756607,50.6299647,38.6880342
123456789440,ЗАО Романтика,Стрижка терьеров,Сычевка,2011-06-05 00:20:14,2020-09-27 05:30:34,2020-11-04 12:27:06,4197457,539,0,109,5,0,0,0.3876178710971079,55.8308821,34.2778793
123456789441,НКО Инфант,Поставка копыт,Малоярославец,2006-10-28 03:01:28,2010-01-12 05:20:24,2016-04-05 19:48:59,4294130,221,0,29,3,0,0,0.22001645807383596,55.0177123,36.4633603
123456789442,КФХ Отличная идея,Поставка копыт,Малоархангельск,2005-06-24 03:48:03,2015-05-09 08:14:52,2016-06-08 16:18:28,9858294,1391,0,17,7,0,0,0.5490494098306334,52.4002192,36.5038579
123456789443,ЗАО Леди-Фуршет,Поставка копыт,Киреевск,2002-09-22 19:51:37,2012-06-09 06:38:08,2018-10-08 22:45:48,961229,1052,0,108,103,0,0,0.31475443616549825,53.9319555,37.9220351
123456789444,ОАО Пикарф,Поставка копыт,Стрежевой,2003-01-08 18:07:32,2016-10-14 04:56:49,2017-05-31 04:55:01,5198821,1194,0,10,3,0,0,0.6698622210332674,60.732895,77.604122
123456789445,НКО Креатив плюс,Поставка рогов,Подпорожье,2022-01-20 05:58:29,2022-02-01 18:24:34,2022-09-12 09:41:38,4582485,388,0,53,37,0,0,0.45925654747277433,60.9127549,34.1567664
123456789446,ООО Магия торжества,Стрижка терьеров,Дудинка,2020-06-29 17:21:14,2022-08-08 03:57:11,2022-11-29 14:44:07,8200905,560,0,66,53,0,0,0.26002627721173677,69.4031364,86.1907218
123456789447,ЗАО Восторг,Поставка рогов,Фролово,2002-10-01 22:24:09,2015-11-08 12:12:24,2018-06-23 08:30:30,3890146,1286,0,104,47,0,0,0.31984878102097636,49.7649148,43.6648641
123456789448,КФХ Жираф,Стрижка терьеров,Стародуб,2015-01-25 22:59:20,2018-07-17 20:09:16,2021-05-04 15:03:27,8231257,1193,0,71,2,0,0,0.623593839694698,52.5852257,32.760403
123456789449,ООО Жюль Верн,Поставка рогов,Котельнич,2002-04-26 13:21:24,2006-09-20 23:50:04,2007-09-02 04:42:24,3156372,1062,0,34,26,5,0,0.014430243431112544,58.3034832,48.3475597
123456789450,ОАО Карамболь,Поставка копыт,Алушта,2007-11-01 10:28:01,2018-07-15 05:39:20,2019-10-07 17:36:29,4619488,1362,0,44,17,0,0,0.6158198993958726,44.6764304,34.4100624
123456789451,ООО Василек,Стрижка терьеров,Красноармейск,2021-08-30 07:35:19,2022-04-11 06:01:37,2022-11-15 05:48:23,3638048,1540,0,77,53,0,5,0.8439331682935373,51.023541,45.695044
123456789451,ООО Василек,Стрижка терьеров,Красноармейск,2021-08-30 07:35:19,2022-04-11 06:01:37,2022-11-15 05:48:23,3638048,1540,0,77,53,0,5,0.8439331682935373,56.105426,38.140838
123456789452,ОАО Паритет,Поставка копыт,Таруса,2002-11-16 06:31:40,2007-07-23 10:56:52,2018-02-14 12:14:34,9362632,1894,0,38,29,1,2,0.8223888015457884,54.7236477,37.1671
123456789453,НКО Ромашка,Поставка рогов,Пушкино,2018-07-24 05:52:17,2022-07-12 21:56:50,2023-01-27 05:00:29,3140662,1055,0,26,16,0,0,0.8728428133472217,56.0103638,37.8471403
123456789454,ЗАО Бэмби,Поставка рогов,Хотьково,2006-11-11 21:30:07,2020-06-12 01:34:58,2021-06-28 03:46:35,7518721,1426,0,19,15,2,0,0.7590760460379384,56.2516982,37.9396017
123456789455,НКО Винни Пух,Поставка рогов,Шахунья,2007-09-02 15:32:06,2009-03-22 20:10:13,2014-09-30 21:26:40,8180373,1907,0,21,6,0,0,0.20809077804712384,57.6764293,46.6129009
123456789456,НКО Талисман,Поставка копыт,Мценск,2002-11-30 11:16:56,2006-08-17 16:10:55,2016-09-11 08:04:45,4650035,41,0,87,50,0,0,0.3613373172008597,53.2788438,36.5749105
123456789457,НКО Зайка моя,Поставка копыт,Печора,2008-10-01 11:37:50,2013-01-16 22:19:27,2015-07-29 19:00:40,463078,1784,1,38,24,0,0,0.7530181089701127,65.148584,57.2239777
123456789458,ООО Яркий праздник,Поставка рогов,Нижний Новгород,1999-12-19 01:53:51,2006-10-13 07:01:43,2018-05-13 23:46:39,6627931,1484,0,61,33,0,0,0.019216232807400924,56.3240627,44.0053913
123456789459,КФХ Калейдоскоп чудес,Поставка копыт,Хотьково,2020-05-03 19:18:18,2021-07-05 05:59:11,2021-11-11 18:23:25,2537575,1108,0,77,49,0,0,0.43791853663196845,56.2516982,37.9396017
123456789460,ОАО Самый лучший день,Поставка копыт,Дятьково,2009-05-01 03:22:21,2011-07-10 11:02:28,2016-04-22 15:48:32,9599095,1212,0,101,37,0,0,0.4945679344976073,53.5958178,34.3551812
123456789461,ОАО Бумеранг,Стрижка терьеров,Нижневартовск,2018-08-18 08:31:57,2020-04-12 00:35:25,2021-12-08 13:54:32,2065753,1441,0,26,8,0,0,0.5779354282594236,60.9396698,76.5696184
123456789462,ОАО Шарман,Поставка рогов,Баксан,2007-04-11 17:56:03,2010-03-20 15:38:34,2015-07-29 12:49:34,2071929,915,0,26,15,0,0,0.6113837064221959,43.6819137,43.5345036
123456789463,ЗАО Белоснежка,Поставка копыт,Краснодар,2021-01-06 02:35:03,2021-10-18 09:31:27,2022-12-19 23:49:24,9590861,449,0,88,71,0,0,0.3103872787102029,45.0401604,38.9759647
123456789464,ЗАО Королева праздника,Поставка копыт,Котово,2018-09-08 17:09:54,2020-04-17 17:33:08,2022-02-25 00:26:34,4051589,225,0,90,30,0,0,0.9269073383048917,50.3205766,44.8030699
123456789465,ЗАО Мираж,Поставка копыт,Коряжма,2009-08-24 10:32:51,2018-10-02 20:45:47,2019-08-12 17:54:02,9169820,1930,0,63,47,0,0,0.4864298217206492,61.2885948,47.1003015
123456789466,ЗАО Яркий мир,Поставка рогов,Надым,2004-10-24 20:02:01,2019-02-10 02:03:08,2022-07-03 13:23:15,1307945,967,0,36,11,0,0,0.10779487824963907,65.5377966,72.5182736
123456789467,ОАО Праздничный переполох,Стрижка терьеров,Могоча,2020-11-25 05:12:23,2022-03-13 22:50:45,2023-02-16 03:57:17,6664559,477,0,69,24,0,2,0.49819482016763783,53.7361398,119.7660867
123456789468,ЗАО Ри Шар,Стрижка терьеров,Славск,2022-05-31 16:03:16,2022-07-12 05:30:01,2023-03-14 12:11:55,8959436,814,0,67,7,0,0,0.3427161087161079,55.0449714,21.6742367
