inn;financial_year;str_code;str_value
2311120713;2019;3600;77075
2311120713;2018;3600;100906
2311130976;2019;3600;2820
2311130976;2018;3600;2056
2311136390;2019;3600;84748
2311136390;2018;3600;83961
2311141791;2019;3600;(20)
2311141791;2018;3600;(120)
2311144425;2019;3600;8436
2311144425;2018;3600;8199
2311144908;2019;3600;90699
2311144908;2018;3600;72604
2311146140;2019;3600;447650
2311146140;2018;3600;417708
2311146542;2019;3600;1565
2311146542;2018;3600;983
2311151510;2019;3600;7775
2311151510;2018;3600;545
2311157030;2019;3600;1458
2311157030;2018;3600;1688
2311159020;2019;3600;6777
2311159020;2018;3600;5795
2311165665;2019;3600;249102
2311165665;2018;3600;222620
2311167888;2019;3600;1417
2311167888;2018;3600;1640
2311170190;2019;3600;(5255)
2311170190;2018;3600;(13998)
2311172951;2019;3600;12898
2311172951;2018;3600;12775
2311173578;2019;3600;27119
2311173578;2018;3600;8099
2311173592;2019;3600;2253
2311173592;2018;3600;2229
2311175141;2019;3600;157932
2311175141;2018;3600;134145
2311181917;2019;3600;14136
2311181917;2018;3600;13234
2311194948;2019;3600;28017
2311194948;2018;3600;15737
2311198090;2019;3600;201
2311198090;2018;3600;149
2311200817;2019;3600;265
2311200817;2018;3600;548
2311201419;2019;3600;28187
2311201419;2018;3600;12260
2311205004;2019;3600;32264
2311205004;2018;3600;51037
2311208799;2019;3600;3173
2311208799;2018;3600;2792
2311215676;2019;3600;29798
2311215676;2018;3600;3996
2311216824;2019;3600;8230
2311216824;2018;3600;3749
2311229661;2019;3600;343
2311229661;2018;3600;321
2311231205;2019;3600;370690
2311231205;2018;3600;365204
2311242944;2019;3600;37
2311242944;2018;3600;16
2311261658;2019;3600;125
2311261658;2018;3600;10
2311280266;2019;3600;-
2311280266;2018;3600;-
2311288018;2019;3600;3938
2311288018;2018;3600;-
2311290151;2019;3600;2770
2311290151;2018;3600;-
2312006139;2019;3600;127253
2312006139;2018;3600;66597
2312010304;2019;3600;254815
2312010304;2018;3600;309145
2312028816;2019;3600;8184
2312028816;2018;3600;11741
2312065504;2019;3600;8935202
2312065504;2018;3600;7561088
2312066628;2019;3600;116603
2312066628;2018;3600;111891
2312068671;2019;3600;112974
2312068671;2018;3600;110847
2312077940;2019;3600;1017
2312077940;2018;3600;27103
2312084602;2019;3600;252597
2312084602;2018;3600;261142
2312093759;2019;3600;10514
2312093759;2018;3600;5882
2312096372;2019;3600;(52573)
2312096372;2018;3600;(41964)
2312099246;2019;3600;(749)
2312099246;2018;3600;(253)
2312103020;2019;3600;85419
2312103020;2018;3600;74724
2312108194;2019;3600;57259
2312108194;2018;3600;54973
2312113740;2019;3600;11809
2312113740;2018;3600;11346
2312122368;2019;3600;242423
2312122368;2018;3600;267102
2312122495;2019;3600;1447726
2312122495;2018;3600;1390998
2312126637;2019;3600;3775
2312126637;2018;3600;2581
2312127366;2019;3600;8254
2312127366;2018;3600;6451
2312127380;2019;3600;338320
2312127380;2018;3600;338217
2312133345;2019;3600;6548
2312133345;2018;3600;3604
2312138858;2019;3600;142616
2312138858;2018;3600;142076
2312144121;2019;3600;114113
2312144121;2018;3600;113551
2312149874;2019;3600;192456
2312149874;2018;3600;115280
2312150446;2019;3600;2365
2312150446;2018;3600;1191
2312156783;2019;3600;121130
2312156783;2018;3600;122290
2312156896;2019;3600;10595
2312156896;2018;3600;11487
2312158830;2019;3600;6411
2312158830;2018;3600;4706
2312159047;2019;3600;15164
2312159047;2018;3600;16117
2312162635;2019;3600;5648
2312162635;2018;3600;13260
2312165315;2019;3600;92382
2312165315;2018;3600;122737
2312166478;2019;3600;16807
2312166478;2018;3600;15405
2312169415;2019;3600;85102
2312169415;2018;3600;75163
2312177222;2019;3600;4152
2312177222;2018;3600;3955
2312178145;2019;3600;687183
2312178145;2018;3600;521521
2312187206;2019;3600;39302
2312187206;2018;3600;12974
2312188457;2019;3600;42360
2312188457;2018;3600;31608
2312189193;2019;3600;14055
2312189193;2018;3600;11486
2312191065;2019;3600;81916
2312191065;2018;3600;82887
2312195454;2019;3600;16045
2312195454;2018;3600;38483
2312196240;2019;3600;646158
2312196240;2018;3600;1005978
2312200256;2019;3600;10299
2312200256;2018;3600;16058
2312203049;2019;3600;317
2312203049;2018;3600;463
2312204170;2019;3600;26215
2312204170;2018;3600;35606
2312204652;2019;3600;54761
2312204652;2018;3600;53631
2312205455;2019;3600;68499
2312205455;2018;3600;57568
2312206025;2019;3600;19001
2312206025;2018;3600;14449
2312210286;2019;3600;(850)
2312210286;2018;3600;1529
2312210631;2019;3600;22439
2312210631;2018;3600;20788
2312218310;2019;3600;128604
2312218310;2018;3600;77560
2312219680;2019;3600;4748
2312219680;2018;3600;309
2312223398;2019;3600;7288
2312223398;2018;3600;1892
2312226166;2019;3600;32
2312226166;2018;3600;10
2312230490;2019;3600;166517
2312230490;2018;3600;193619
2312231230;2019;3600;31087
2312231230;2018;3600;30698
2312233660;2019;3600;(35102)
2312233660;2018;3600;(42668)
2312234640;2019;3600;26983
2312234640;2018;3600;8861
2312237792;2019;3600;284
2312237792;2018;3600;227
2312239648;2019;3600;66136
2312239648;2018;3600;10045
2312242680;2019;3600;9320
2312242680;2018;3600;5430
2312243524;2019;3600;8450
2312243524;2018;3600;3596
2312248850;2019;3600;(363)
2312248850;2018;3600;(960)
2312253314;2019;3600;-
2312253314;2018;3600;-
2312256795;2019;3600;43200
2312256795;2018;3600;37790
2312261869;2019;3600;6395
2312261869;2018;3600;5200
2312262990;2019;3600;1668
2312262990;2018;3600;1451
2312266923;2019;3600;4128
2312266923;2018;3600;(626)
2312276223;2019;3600;3106
2312276223;2018;3600;-
2312276897;2019;3600;84
2312276897;2018;3600;13
2313002779;2019;3600;1949
2313002779;2018;3600;960
2313004649;2019;3600;153643
2313004649;2018;3600;146250
2313005064;2019;3600;3840
2313005064;2018;3600;3225
2313018659;2019;3600;47755
2313018659;2018;3600;47814
2313021669;2019;3600;0
2313021669;2018;3600;-
2313022180;2019;3600;36991
2313022180;2018;3600;38224
2314014569;2019;3600;214582
2314014569;2018;3600;207053
2314017707;2019;3600;(32)
2314017707;2018;3600;507
2314017986;2019;3600;79730
2314017986;2018;3600;81244
2314019630;2019;3600;276
2314019630;2018;3600;121
2314020114;2019;3600;18951
2314020114;2018;3600;14035
2314023323;2019;3600;3862
2314023323;2018;3600;3084
2314024849;2019;3600;9491
2314024849;2018;3600;4734
2315004404;2019;3600;95960612
2315004404;2018;3600;46270184
2315010334;2019;3600;257932
2315010334;2018;3600;199889
2315014794;2019;3600;6408890
2315014794;2018;3600;5618470
2315024898;2019;3600;815732
2315024898;2018;3600;790170
2315025771;2019;3600;20985
2315025771;2018;3600;19854
2315074480;2019;3600;23322
2315074480;2018;3600;25960
2315083910;2019;3600;170577
2315083910;2018;3600;218448
2315085509;2019;3600;826301
2315085509;2018;3600;758386
2315092440;2019;3600;4499559
2315092440;2018;3600;4516606
2315100860;2019;3600;44605
2315100860;2018;3600;41644
2315103966;2019;3600;43146
2315103966;2018;3600;59686
2315112760;2019;3600;16576
2315112760;2018;3600;18382
2315121926;2019;3600;63524
2315121926;2018;3600;59795
2315130328;2019;3600;144007
2315130328;2018;3600;182964
2315135870;2019;3600;13257
2315135870;2018;3600;6742
2315152829;2019;3600;10163
2315152829;2018;3600;6026
2315173459;2019;3600;8363
2315173459;2018;3600;17342
2315178471;2019;3600;131799
2315178471;2018;3600;206660
2315182245;2019;3600;4585
2315182245;2018;3600;3450
2315207901;2019;3600;4038
2315207901;2018;3600;89
2315985958;2019;3600;10426
2315985958;2018;3600;7882
2315991310;2019;3600;81
2315991310;2018;3600;62
2315992546;2019;3600;10
2315992546;2018;3600;10
2315993170;2019;3600;821
2315993170;2018;3600;562
2315998668;2019;3600;(151)
2315998668;2018;3600;173
2317008436;2019;3600;(6686)
2317008436;2018;3600;2149
2317009408;2019;3600;86103
2317009408;2018;3600;66915
2317035260;2019;3600;8675
2317035260;2018;3600;8156
2317035969;2019;3600;38994
2317035969;2018;3600;21326
2317050572;2019;3600;246130
2317050572;2018;3600;226476
2317069020;2019;3600;1480
2317069020;2018;3600;1411
2317070138;2019;3600;4971
2317070138;2018;3600;(21283)
2317076027;2019;3600;29329
2317076027;2018;3600;36682
2318001955;2019;3600;424061
2318001955;2018;3600;343827
2318013100;2019;3600;22629
2318013100;2018;3600;21028
2318020299;2019;3600;48843
2318020299;2018;3600;48258
2318024818;2019;3600;(126601)
2318024818;2018;3600;(107155)
2318025314;2019;3600;67831
2318025314;2018;3600;44611
2318030868;2019;3600;(1075)
2318030868;2018;3600;(2678)
2318037768;2019;3600;3395
2318037768;2018;3600;(13865)
2318038433;2019;3600;15152
2318038433;2018;3600;10469
2318039814;2019;3600;16425
2318039814;2018;3600;125933
2318041242;2019;3600;52782
2318041242;2018;3600;35350
2319001757;2019;3600;361390
2319001757;2018;3600;371830
2319009266;2019;3600;1650585
2319009266;2018;3600;1674443
2319026342;2019;3600;540245
2319026342;2018;3600;545287
2319040259;2019;3600;835838
2319040259;2018;3600;961663
2319042457;2019;3600;24833
2319042457;2018;3600;22752
2319042560;2019;3600;988
2319042560;2018;3600;929
2319050835;2019;3600;6016
2319050835;2018;3600;5518
2319054741;2019;3600;(19748)
2319054741;2018;3600;(1999)
2319070831;2019;3600;2422901
2319070831;2018;3600;2422241
2319980238;2019;3600;1185
2319980238;2018;3600;1029
2320007601;2019;3600;43729
2320007601;2018;3600;47667
2320019558;2019;3600;1926480
2320019558;2018;3600;1903931
2320032774;2019;3600;407330
2320032774;2018;3600;399113
2320042860;2019;3600;(5617)
2320042860;2018;3600;(7817)
2320047080;2019;3600;26590
2320047080;2018;3600;23993
2320050540;2019;3600;38059
2320050540;2018;3600;36472
2320051015;2019;3600;67902
2320051015;2018;3600;81258
2320069372;2019;3600;-
2320069372;2018;3600;-
2320072713;2019;3600;205948
2320072713;2018;3600;192747
2320076027;2019;3600;16658
2320076027;2018;3600;8655
2320077292;2019;3600;68415
2320077292;2018;3600;60449
2320105623;2019;3600;39292
2320105623;2018;3600;33731
2320123319;2019;3600;726
2320123319;2018;3600;589
2320126214;2019;3600;4775540
2320126214;2018;3600;4498660
2320134039;2019;3600;12189
2320134039;2018;3600;2208
2320145560;2019;3600;295066
2320145560;2018;3600;248956
2320149557;2019;3600;18751
2320149557;2018;3600;18299
2320151362;2019;3600;1463
2320151362;2018;3600;5479
2320152729;2019;3600;28230
2320152729;2018;3600;19019
2320152831;2019;3600;-
2320152831;2018;3600;-
2320154123;2019;3600;40818
2320154123;2018;3600;41484
2320163537;2019;3600;111
2320163537;2018;3600;344
2320164065;2019;3600;6140
2320164065;2018;3600;9388
2320169289;2019;3600;8978
2320169289;2018;3600;6788
2320175412;2019;3600;0
2320175412;2018;3600;1369
2320175719;2019;3600;-
2320175719;2018;3600;-
2320178519;2019;3600;25345
2320178519;2018;3600;25137
2320200820;2019;3600;2040
2320200820;2018;3600;2742
2320201172;2019;3600;6886855
2320201172;2018;3600;7134482
2320208273;2019;3600;3171
2320208273;2018;3600;2859
2320211283;2019;3600;66679
2320211283;2018;3600;48346
2320217091;2019;3600;51930
2320217091;2018;3600;40345
2320220432;2019;3600;592
2320220432;2018;3600;404
2320223803;2019;3600;66785
2320223803;2018;3600;23181
2320227727;2019;3600;2733
2320227727;2018;3600;1617
2320230688;2019;3600;22417
2320230688;2018;3600;9066
2320234682;2019;3600;14996
2320234682;2018;3600;13018
2320238060;2019;3600;514
2320238060;2018;3600;(360)
2320243430;2019;3600;(3519)
2320243430;2018;3600;3079
2320246046;2019;3600;0
2320246046;2018;3600;(5097)
2320247709;2019;3600;103744
2320247709;2018;3600;106385
2320249329;2019;3600;17803
2320249329;2018;3600;22082
2320981050;2019;3600;(7)
2320981050;2018;3600;521
2321003688;2019;3600;183027
2321003688;2018;3600;182279
2321010741;2019;3600;13966
2321010741;2018;3600;14121
2321011777;2019;3600;0
2321011777;2018;3600;8745
2322001997;2019;3600;6765225
2322001997;2018;3600;4478222
2322005617;2019;3600;11556
2322005617;2018;3600;13395
2322005751;2019;3600;42989
2322005751;2018;3600;39321
2322018849;2019;3600;830
2322018849;2018;3600;1654
2322020608;2019;3600;524330
2322020608;2018;3600;399328
2322024641;2019;3600;6622
2322024641;2018;3600;6242
2322028036;2019;3600;65818
2322028036;2018;3600;64429
2323009075;2019;3600;143924
2323009075;2018;3600;110433
2323020618;2019;3600;7809
2323020618;2018;3600;5243
2323021097;2019;3600;122536
2323021097;2018;3600;119643
2323024500;2019;3600;661
2323024500;2018;3600;857
2323025824;2019;3600;14980
2323025824;2018;3600;13475
2323026257;2019;3600;32729
2323026257;2018;3600;33924
2323026747;2019;3600;-
2323026747;2018;3600;-
2323030542;2019;3600;11496
2323030542;2018;3600;11421
2323031240;2019;3600;8551
2323031240;2018;3600;6288
2323032500;2019;3600;203
2323032500;2018;3600;180
2325001956;2019;3600;6226
2325001956;2018;3600;5469
2325003819;2019;3600;7852
2325003819;2018;3600;5814
2325005830;2019;3600;107442
2325005830;2018;3600;107023
2325005862;2019;3600;881
2325005862;2018;3600;1423
2325008126;2019;3600;600
2325008126;2018;3600;562
2325012595;2019;3600;0
2325012595;2018;3600;-
2325019287;2019;3600;108738
2325019287;2018;3600;109410
2325020959;2019;3600;(19906)
2325020959;2018;3600;(10730)
2325021825;2019;3600;32578
2325021825;2018;3600;32411
2325022201;2019;3600;73229
2325022201;2018;3600;72279
2325022360;2019;3600;679
2325022360;2018;3600;639
2325022882;2019;3600;24994
2325022882;2018;3600;4756
2325024625;2019;3600;39887
2325024625;2018;3600;47261
2327008107;2019;3600;349762
2327008107;2018;3600;272514
2327010579;2019;3600;859
2327010579;2018;3600;856
2327012671;2019;3600;2504
2327012671;2018;3600;1043
2328000083;2019;3600;-
2328000083;2018;3600;-
2328003408;2019;3600;194711
2328003408;2018;3600;192074
2328004465;2019;3600;(20884)
2328004465;2018;3600;(34211)
2328005148;2019;3600;7172
2328005148;2018;3600;7111
2328017200;2019;3600;2528
2328017200;2018;3600;2688
2329000209;2019;3600;100379
2329000209;2018;3600;117854
2329001876;2019;3600;(315)
2329001876;2018;3600;(654)
2329007878;2019;3600;816972
2329007878;2018;3600;781292
2329016110;2019;3600;8289
2329016110;2018;3600;6768
2330016852;2019;3600;5204
2330016852;2018;3600;(20)
2330022454;2019;3600;54707
2330022454;2018;3600;55574
2330024349;2019;3600;(3548)
2330024349;2018;3600;(2935)
2330025494;2019;3600;8817
2330025494;2018;3600;6881
2330034763;2019;3600;31051
2330034763;2018;3600;35416
2331002725;2019;3600;1842
2331002725;2018;3600;2409
2333010111;2019;3600;-
2333010111;2018;3600;-
2333011676;2019;3600;2371
2333011676;2018;3600;2674
2333011725;2019;3600;30115
2333011725;2018;3600;30258
2334012351;2019;3600;21507
2334012351;2018;3600;20390
2334013940;2019;3600;50446
2334013940;2018;3600;49893
2334020120;2019;3600;22083
2334020120;2018;3600;7515
2334021204;2019;3600;8660
2334021204;2018;3600;8650
2334021236;2019;3600;342
2334021236;2018;3600;524
2334022039;2019;3600;115038
2334022039;2018;3600;37128
2334022092;2019;3600;20050
2334022092;2018;3600;22243
2334022166;2019;3600;1163159
2334022166;2018;3600;880710
2334025689;2019;3600;27743
2334025689;2018;3600;24121
2335012210;2019;3600;-
2335012210;2018;3600;-
2335014601;2019;3600;100
2335014601;2018;3600;100
2335015394;2019;3600;10876
2335015394;2018;3600;10649
2336005494;2019;3600;31988
2336005494;2018;3600;31763
2336011970;2019;3600;197516
2336011970;2018;3600;176995
2336015069;2019;3600;2533
2336015069;2018;3600;2600
2336015661;2019;3600;152138
2336015661;2018;3600;132433
2336017130;2019;3600;41084
2336017130;2018;3600;51107
2336022362;2019;3600;4110
2336022362;2018;3600;3936
2336022612;2019;3600;97215
2336022612;2018;3600;53362
2336022764;2019;3600;10102
2336022764;2018;3600;10150
2336023479;2019;3600;304136
2336023479;2018;3600;214447
2337029314;2019;3600;(172)
2337029314;2018;3600;(332)
2337034434;2019;3600;-
2337034434;2018;3600;-
2337034674;2019;3600;(40798)
2337034674;2018;3600;(14489)
2337042379;2019;3600;3670
2337042379;2018;3600;3665
2337043647;2019;3600;435
2337043647;2018;3600;426
2338009649;2019;3600;1633
2338009649;2018;3600;1147
2338012031;2019;3600;5029
2338012031;2018;3600;4863
2339022226;2019;3600;9609
2339022226;2018;3600;8744
2340017171;2019;3600;(16666)
2340017171;2018;3600;(10217)
2340019323;2019;3600;9134
2340019323;2018;3600;(21814)
2340019933;2019;3600;(46809)
2340019933;2018;3600;(39291)
2340132512;2019;3600;6715
2340132512;2018;3600;6373
2341012218;2019;3600;113058
2341012218;2018;3600;102257
2341016188;2019;3600;3100
2341016188;2018;3600;3332
2342014867;2019;3600;(5104)
2342014867;2018;3600;3605
2342016215;2019;3600;54565
2342016215;2018;3600;41098
2342016423;2019;3600;8835
2342016423;2018;3600;9513
2342018967;2019;3600;11795
2342018967;2018;3600;13295
2342019008;2019;3600;25617
2342019008;2018;3600;26087
2342019255;2019;3600;1428
2342019255;2018;3600;1395
2343000063;2019;3600;1750405
2343000063;2018;3600;2076951
2343019875;2019;3600;65412
2343019875;2018;3600;12070
2344012953;2019;3600;-
2344012953;2018;3600;-
2344014453;2019;3600;57384
2344014453;2018;3600;56554
2345010959;2019;3600;(318)
2345010959;2018;3600;5014
2345012096;2019;3600;3294
2345012096;2018;3600;219
2346001315;2019;3600;359042
2346001315;2018;3600;376197
2346007050;2019;3600;1620
2346007050;2018;3600;1570
2346012606;2019;3600;4149
2346012606;2018;3600;5277
2346013656;2019;3600;(7478)
2346013656;2018;3600;2483
2346017347;2019;3600;4653
2346017347;2018;3600;4579
2346017795;2019;3600;0
2346017795;2018;3600;0
2347002093;2019;3600;85843
2347002093;2018;3600;55264
2347006877;2019;3600;131203
2347006877;2018;3600;57660
2347013850;2019;3600;-
2347013850;2018;3600;-
2347015141;2019;3600;1967
2347015141;2018;3600;1868
2348023191;2019;3600;-
2348023191;2018;3600;-
2348029080;2019;3600;(181120)
2348029080;2018;3600;(157554)
2348030826;2019;3600;618
2348030826;2018;3600;617
2348033249;2019;3600;2515
2348033249;2018;3600;2600
2348033930;2019;3600;7560
2348033930;2018;3600;7310
2348037412;2019;3600;11603
2348037412;2018;3600;2005
2348037540;2019;3600;117012
2348037540;2018;3600;118694
2348038127;2019;3600;480
2348038127;2018;3600;436
2348041352;2019;3600;32
2348041352;2018;3600;-
2349003342;2019;3600;28362
2349003342;2018;3600;27286
2349004191;2019;3600;224633
2349004191;2018;3600;225018
2349005389;2019;3600;180419
2349005389;2018;3600;179885
2349013527;2019;3600;78885
2349013527;2018;3600;66848
2349017673;2019;3600;259358
2349017673;2018;3600;246170
2349024984;2019;3600;-
2349024984;2018;3600;-
2349025949;2019;3600;165438
2349025949;2018;3600;104017
2349033650;2019;3600;805532
2349033650;2018;3600;649577
2350012119;2019;3600;3388
2350012119;2018;3600;3281
2351012062;2019;3600;(376)
2351012062;2018;3600;(23)
2351012295;2019;3600;1314
2351012295;2018;3600;887
2352027424;2019;3600;39338
2352027424;2018;3600;44491
2352031438;2019;3600;8019
2352031438;2018;3600;7767
2352041330;2019;3600;12205
2352041330;2018;3600;10331
2352047974;2019;3600;1798
2352047974;2018;3600;1313
2352052251;2019;3600;28452
2352052251;2018;3600;19630
2353005631;2019;3600;128685
2353005631;2018;3600;127723
2353015823;2019;3600;2428
2353015823;2018;3600;1244
2353016263;2019;3600;2379
2353016263;2018;3600;2073
2353017179;2019;3600;3971
2353017179;2018;3600;4204
2353017771;2019;3600;9341
2353017771;2018;3600;8353
2353019708;2019;3600;1256
2353019708;2018;3600;1111
2353021288;2019;3600;19989
2353021288;2018;3600;19869
2353021954;2019;3600;908
2353021954;2018;3600;954
2353022027;2019;3600;7639
2353022027;2018;3600;7240
2353022813;2019;3600;58985
2353022813;2018;3600;1625
2353245707;2019;3600;135323
2353245707;2018;3600;124017
2353246210;2019;3600;118711
2353246210;2018;3600;113957
2353246933;2019;3600;5701
2353246933;2018;3600;4796
2354009580;2019;3600;-
2354009580;2018;3600;-
2355003083;2019;3600;-
2355003083;2018;3600;-
2355005066;2019;3600;(12979)
2355005066;2018;3600;745
2355012641;2019;3600;113336
2355012641;2018;3600;113326
2355014649;2019;3600;1067583
2355014649;2018;3600;999856
2355014906;2019;3600;193
2355014906;2018;3600;1358
2356036356;2019;3600;51261
2356036356;2018;3600;52090
2356038360;2019;3600;14219
2356038360;2018;3600;13581
2356039678;2019;3600;(4584)
2356039678;2018;3600;(2605)
2356045431;2019;3600;(48758)
2356045431;2018;3600;(62926)
2356045713;2019;3600;11321703
2356045713;2018;3600;10227893
2356047502;2019;3600;8843
2356047502;2018;3600;8808
2356049436;2019;3600;43542
2356049436;2018;3600;8393
2357000909;2019;3600;24049
2357000909;2018;3600;73892
2357002705;2019;3600;10884
2357002705;2018;3600;2573
2357005985;2019;3600;-
2357005985;2018;3600;-
2357006876;2019;3600;337939
2357006876;2018;3600;214966
2360005470;2019;3600;3454
2360005470;2018;3600;3482
2360006114;2019;3600;107
2360006114;2018;3600;1615
2361007777;2019;3600;3492
2361007777;2018;3600;4448
2361010434;2019;3600;12748
2361010434;2018;3600;16367
2361012858;2019;3600;975
2361012858;2018;3600;674
2361013210;2019;3600;627
2361013210;2018;3600;102
2361013410;2019;3600;30017
2361013410;2018;3600;21704
2361014527;2019;3600;12890
2361014527;2018;3600;19361
2361016316;2019;3600;4727
2361016316;2018;3600;10
2362000559;2019;3600;(2134)
2362000559;2018;3600;289
2362001263;2019;3600;5
2362001263;2018;3600;(60)
2364002209;2019;3600;130
2364002209;2018;3600;682
2364004164;2019;3600;4366
2364004164;2018;3600;4023
2364004862;2019;3600;57218
2364004862;2018;3600;54924
2364005785;2019;3600;68
2364005785;2018;3600;574
2364006130;2019;3600;7352
2364006130;2018;3600;7453
2364014349;2019;3600;984
2364014349;2018;3600;753
2364017910;2019;3600;105945
2364017910;2018;3600;-
2365000772;2019;3600;259357
2365000772;2018;3600;232316
2365004495;2019;3600;13364
2365004495;2018;3600;11086
2365009084;2019;3600;123
2365009084;2018;3600;56
2365014172;2019;3600;20209
2365014172;2018;3600;36026
2365016902;2019;3600;39550
2365016902;2018;3600;39781
2365019237;2019;3600;21979
2365019237;2018;3600;21803
2365020112;2019;3600;7098
2365020112;2018;3600;(67908)
2365022832;2019;3600;18730
2365022832;2018;3600;(796)
2365025520;2019;3600;1359
2365025520;2018;3600;2482
2365027044;2019;3600;5362
2365027044;2018;3600;2589
2365027252;2019;3600;64872
2365027252;2018;3600;(6843)
2365027333;2019;3600;10918
2365027333;2018;3600;500
2366015034;2019;3600;22
2366015034;2018;3600;-
2368002111;2019;3600;(1091)
2368002111;2018;3600;(6395)
2368003203;2019;3600;5371
2368003203;2018;3600;5254
2368004408;2019;3600;18743
2368004408;2018;3600;17955
2368004905;2019;3600;2250
2368004905;2018;3600;2695
2368006236;2019;3600;21
2368006236;2018;3600;-
2368007381;2019;3600;(8502)
2368007381;2018;3600;(1207)
2368007938;2019;3600;125045
2368007938;2018;3600;87583
2368009396;2019;3600;(72665)
2368009396;2018;3600;(12382)
2368009406;2019;3600;(69391)
2368009406;2018;3600;(16661)
2368009413;2019;3600;(84436)
2368009413;2018;3600;(27361)
2368010553;2019;3600;(21)
2368010553;2018;3600;1
2368010842;2019;3600;13533
2368010842;2018;3600;13875
2368011483;2019;3600;1575
2368011483;2018;3600;-
2369000910;2019;3600;13105
2369000910;2018;3600;13071
2369001167;2019;3600;38390
2369001167;2018;3600;35602
2369003044;2019;3600;9140
2369003044;2018;3600;(6396)
2369003439;2019;3600;10365
2369003439;2018;3600;11677
2369007049;2019;3600;-
2369007049;2018;3600;-
2370002180;2019;3600;45
2370002180;2018;3600;177
2370002951;2019;3600;484
2370002951;2018;3600;(962)
2370002969;2019;3600;7221
2370002969;2018;3600;5064
2370003232;2019;3600;6216
2370003232;2018;3600;2074
2370004349;2019;3600;(2174)
2370004349;2018;3600;(2410)
2370006603;2019;3600;6260
2370006603;2018;3600;2999
2371000347;2019;3600;5660
2371000347;2018;3600;5594
2371001277;2019;3600;13041
2371001277;2018;3600;14869
2372001801;2019;3600;5189
2372001801;2018;3600;4845
2372002026;2019;3600;19844
2372002026;2018;3600;19518
2372008846;2019;3600;16743
2372008846;2018;3600;13985
2372010612;2019;3600;(1666)
2372010612;2018;3600;(437)
2372015339;2019;3600;79233
2372015339;2018;3600;60231
2372019284;2019;3600;49039
2372019284;2018;3600;5182
2372019809;2019;3600;12215
2372019809;2018;3600;7241
2372022791;2019;3600;22567
2372022791;2018;3600;1329
2372023040;2019;3600;2317
2372023040;2018;3600;950
2373000737;2019;3600;1338
2373000737;2018;3600;1305
2373000952;2019;3600;7269
2373000952;2018;3600;7263
2373001265;2019;3600;6179
2373001265;2018;3600;6307
2373002942;2019;3600;43247
2373002942;2018;3600;36124
2373012073;2019;3600;40054
2373012073;2018;3600;36876
2374000899;2019;3600;568
2374000899;2018;3600;508
2374001645;2019;3600;1939
2374001645;2018;3600;574
2374002550;2019;3600;10
2374002550;2018;3600;1325
2374002568;2019;3600;207
2374002568;2018;3600;6289
2376001640;2019;3600;0
2376001640;2018;3600;-
2377000262;2019;3600;21765
2377000262;2018;3600;11904
2377000537;2019;3600;898
2377000537;2018;3600;(517)
2377001749;2019;3600;2499
2377001749;2018;3600;-
2401002457;2019;3600;(2897)
2401002457;2018;3600;175
2402002594;2019;3600;-
2402002594;2018;3600;-
2403001924;2019;3600;31206
2403001924;2018;3600;22842
2403002685;2019;3600;325566
2403002685;2018;3600;318843
2403005284;2019;3600;5934
2403005284;2018;3600;4316
2403006200;2019;3600;29868
2403006200;2018;3600;26202
2403007059;2019;3600;1382
2403007059;2018;3600;2262
2403007482;2019;3600;765253
2403007482;2018;3600;396363
2404007196;2019;3600;640889
2404007196;2018;3600;636422
2405415102;2019;3600;4783
2405415102;2018;3600;9214
2407061730;2019;3600;-
2407061730;2018;3600;-
2408005552;2019;3600;2400
2408005552;2018;3600;2375
2408006098;2019;3600;105524
2408006098;2018;3600;-
2410000343;2019;3600;69432
2410000343;2018;3600;59413
2410000368;2019;3600;(651)
2410000368;2018;3600;(983)
2410003432;2019;3600;(3054)
2410003432;2018;3600;(2356)
2411012863;2019;3600;81548
2411012863;2018;3600;79353
2411014638;2019;3600;78725
2411014638;2018;3600;96436
2411015247;2019;3600;54466
2411015247;2018;3600;(59672)
2411015254;2019;3600;235645
2411015254;2018;3600;220159
2411016836;2019;3600;238946
2411016836;2018;3600;160626
2411019386;2019;3600;-
2411019386;2018;3600;-
2411019700;2019;3600;488378
2411019700;2018;3600;593380
2411024040;2019;3600;(18702)
2411024040;2018;3600;3179
2411025044;2019;3600;16479
2411025044;2018;3600;16829
2411025781;2019;3600;38228
2411025781;2018;3600;10598
2411026697;2019;3600;670
2411026697;2018;3600;648
2411027524;2019;3600;8116
2411027524;2018;3600;-
2411027789;2019;3600;90
2411027789;2018;3600;32
2411029049;2019;3600;(8361)
2411029049;2018;3600;1730
2413006167;2019;3600;0
2413006167;2018;3600;-
2413006488;2019;3600;1727
2413006488;2018;3600;1981
2414003842;2019;3600;336
2414003842;2018;3600;326
2415005232;2019;3600;-
2415005232;2018;3600;-
2415005803;2019;3600;1747
2415005803;2018;3600;2390
2416006052;2019;3600;(32226)
2416006052;2018;3600;(17291)
2417002981;2019;3600;-
2417002981;2018;3600;-
2419005755;2019;3600;264944
2419005755;2018;3600;-
2420007877;2019;3600;45233
2420007877;2018;3600;33766
2420008084;2019;3600;4960
2420008084;2018;3600;3000
2420008126;2019;3600;6810
2420008126;2018;3600;(2422)
2420008140;2019;3600;1448
2420008140;2018;3600;(106)
2420008158;2019;3600;9223
2420008158;2018;3600;8458
