inn;avg_staff_qty
7325119900;11
3525296466;0
7842492613;6
6453050177;0
7017008240;15
7020034843;7
7842308825;5
2423009946;205
6154108140;13
5018096849;3
6723004880;29
6009007442;0
6163107294;12
5018105677;38
7702360600;90
6323071112;106
5260202671;22
9715241434;8
4222010511;1042
4205109101;500
1660103188;5
7627031995;8
5404202072;70
6448008934;2
7130030400;23
8603220554;4
7457006526;48
6154142775;7
5524006680;2
7810325779;46
3851006291;35
2353017080;12
0278111218;2
5031078408;12
6453144957;14
7718297336;4
7718297431;1
0242011964;1
7810736730;9
6679086898;1
4501206673;3
5047213765;15
6732166781;0
7810377992;3
5248042171;1
3663105740;1
5515201652;69
4027120158;38
2465185372;2
4250012398;1
3307023229;1
5506042903;5
9105000325;6
3025012490;13
5507249611;832
9105000036;102
5422114132;6
3812156920;27
5903030118;67
7839437443;22
5031095298;9
5903040074;7
6674347916;7
3702675585;1
4714021596;16
4827000050;1
7713503553;10
7708029610;32
7714049170;167
7731165716;8
7737019461;36
5911054909;1
5501065400;3
3525429042;0
5506022720;333
3804051650;33
5504046099;29
6683005549;128
5504078076;12
7607001907;5
5501069891;11
4025415131;13
7722566398;44
7721819215;4
5503062891;34
5638064163;3
8603148040;40
5506034684;37
7710614463;4
7705710235;460
6670416277;149
4101093866;418
6501261156;86
3906313738;79
5034004041;66
7826701958;36
0326038987;13
5528201307;7
6730048214;86
3662123017;24
3661040030;7
5034000819;2
7017242508;2
1901112304;42
2605800119;6
7811445290;3
6449068118;1
5013047598;4
5012027768;4
6731042511;6
3025006793;7
5904250170;1
7751150725;7
6634010560;8
2224195328;8
5018196586;2
4345485882;12
9723068110;6
9201526375;4
9701123857;5
7839109058;0
7708336522;0
9718120318;1
9718120357;11
6950223574;4
2543131514;3
7522004793;40
7702451279;2
1513073101;31
0263015399;13
1215049343;47
7842314106;7
5536005391;10
2224144700;0
7703580164;20
2224144517;17
1657086870;2
1833032390;1
6818004461;23
6829030865;9
5714005613;12
6829031040;1
6658372383;27
7453269193;1
0500000062;0
3906326409;9
3460015749;2
7733881521;30
6686047402;5
8603208250;3
7733882557;31
7733880207;2
4632037813;1
6330073752;0
7813261308;52
7704372625;7
5004027997;19
1215213138;4
9721015345;14
3811439130;2
7814665335;0
9729027737;3
7731329393;11
9103081745;1
5407053340;12
3444045256;5
5048014434;31
8903035168;0
3448014361;8
1001146276;1
5407053654;3
5407053742;23
7420011304;46
6606026311;3
9717042748;2
7734391181;89
7447265835;0
3328014803;5
1513007860;10
5906092320;13
2341007948;28
6345015859;4
6382052055;43
5906092627;11
1644088052;24
6713015233;4
4205240522;4
4205240716;0
6670440375;5
6612050217;6
3702588808;30
6820037270;4
0504009041;10
9717037970;4
4205240498;0
3461060543;11
7719454461;4
2315124236;3
6726022823;311
7448195147;2
2315123024;3
2315123507;15
2404020292;0
4011026287;0
5036113783;9
7805403943;1
2627017977;1
2635123496;7
5038047293;1
2635123182;8
5012020850;5
2505013245;8
2627013080;8
6952315291;1
4223122200;7
7457009333;27
8620014914;2
6670409142;10
2361010434;412
5501251043;3
3456000676;115
3702706515;12
4706034753;5
7106527270;2
7104521882;7
6230081439;3
3702706508;21
7611022748;0
2466264845;12
7202251472;85
7424030940;1
5501250995;4
7321005980;1
5190077921;4
7816681822;7
4217190996;6
0571013269;6
6439095218;1
7813620395;4
5752079609;2
8619016699;2
7448175687;1
3661026331;6
5405371309;16
1215110943;7
7723771897;11
5027178600;3
3664052869;10
3662078501;2
7730016670;115
7726272416;14
5507096877;1
5263112088;3
1327033165;1
5043064985;1
9108122508;2
2801244370;2
6684032721;1
5026015931;1
8602144597;3
1658176020;1
6633023045;0
1658176012;0
2308110031;1
7720291155;1
1660236526;1
7106019029;3
7734346527;31
7814176246;1
6613007292;10
2014006550;7
2014006736;3
6234097180;1
7604160560;4
6165208996;8
0546024789;3
6903040598;19
6905007518;21
6905048610;17
6901015331;10
2373000737;14
1831091337;40
7715678830;15
2536139985;309
2536138815;12
7705737974;18
6234062211;52
6234062557;5
6234061909;1
6166052597;15
3906241177;29
6672345952;9
2635229855;6
7735165153;1
5258138323;9
7816648832;1
5914019941;104
7724417271;0
2466078334;45
0725023238;1
9102232617;7
2466184220;8
5918216274;5
2801018613;46
2801081020;206
7806422723;8
7608013567;11
1502045487;15
2466100117;11
0544001828;1
0542030654;2
7713750506;5
7705990180;178
7717728220;3
7733807221;19
7719815284;2
6316027218;52
6316062332;6
5034034617;7
5034034543;2
7735021120;84
1410006897;24
2130018323;3
7810560081;1
7811334078;3
2130018330;2
7404066391;51
2723003134;303
7716805104;6
2311108145;23
2723009714;98
2130017760;947
7709713710;40
1426333730;86
2722011238;35
2130018010;386
2702010564;890
2721100132;6
7722341796;5
5981006225;1
6228048674;5
2130018411;2
7816468759;8
7810384189;0
8617033459;1
4632207938;1
0275903776;1
1101054830;0
2721065054;27
2722031403;69
2721001452;35
7751011190;14
2311108642;10
1419007750;65
7709256870;1
4401138532;31
7017313759;40
7017314061;1
6732052270;5
1901110410;5
2460242490;1
7017313420;26
1409000185;1
7017315611;1
5024132728;4
5035031009;17
6446010550;2
5258071421;5
2453011195;40
0263028937;4
0277941791;1
3664136815;5
3025012395;2
3525330100;1
3664136759;5
1102020230;10
1104009112;4
3625016546;3
3662989991;2
5040161476;2
3662164895;5
7602048676;8
2361016926;0
7704490227;4
7404030596;36
7404035379;14
7404030035;1
7404032829;5
7404035227;48
6612020741;157
5401324192;17
2632802845;3
0905007524;8
2438000103;3
7813402380;3
6612020685;0
2443037596;37
1101073840;2
2224198174;5
7810757578;1
0266063778;0
7017459525;7
5020085844;1
3430007726;25
4909129552;2
3430001361;14
3433100040;30
5009117771;1
2311283235;1
4703160936;1
4826137849;1
3426008759;145
3918014531;2
2635239067;1
6612020653;4
0572022940;1
1659196491;9
3665803596;1
2222873507;4
6950225564;2
5044097630;4
7726373171;36
7536174210;0
7452149827;8
5612172291;0
6165217750;3
3525436353;0
6501282389;3
3702212347;5
7455023861;5
0262023580;7
3528249312;29
7604302060;7
7717721256;28
7802398396;1
1650317060;5
1215099986;6
7733797051;124
2465142851;3
7602119380;28
5507145595;1
6731070283;1
2537090242;3
5836674570;23
4205317454;1
7729479024;5
7203378305;22
5009103970;2
6439090114;6
2308224127;14
1841056532;3
5047176009;5
7802546421;5
6234149695;4
5406501430;1
2312234791;4
7718554216;2
2461200291;33
5190078280;0
6165154557;15
5906078774;2
7202180278;3
5904367675;1
0267022647;4
6027193791;0
6330083990;0
7728450142;1
7718817169;19
7204120203;9
1007027596;2
3811458245;1
4634009240;75
5042108090;31
7810741232;7
5904367668;3
9111025215;2
6013009139;0
4622004495;31
5410131623;99
3019003321;11
4624902350;8
5837018796;124
7901535950;0
5190904480;1
7901536199;11
5902156083;2
6803630025;1
5902834099;6
5902834050;5
7424024022;3
7719278150;11
7805585637;3
5036091667;332
6161076795;4
5190904473;0
7709628278;18
7726371093;1
7715778105;3
3662225724;1
7901535879;1
5036091787;8
8602265993;1
7724191521;1
5410145263;27
5410134078;48
6679088729;1
1901129435;1
7718742146;48
7017397205;42
6155074790;42
6315009449;3
7718742072;2
3241010699;2
2983011190;1
6623115339;7
1650326393;1
7706277769;1
6950048763;4
4632092194;4
5638023431;2
3241010667;5
7706577963;8
7715207870;6
7701919042;2
7735092057;131
4101175357;7
3525186784;1
7327031144;28
7814333957;6
3702153998;56
5047185557;1
4345445551;8
5321148368;14
4345445520;50
6316222201;8
4909100472;30
2540220893;10
3604018165;5
1326181562;8
3623007419;15
7811040293;44
1657225203;10
3623007391;30
6163147339;1
7014060965;6
5321148079;5
7457006798;1
5044098257;1
8603157976;39
7438020444;2
7728774700;8
5402454170;1
8603158151;25
8603158306;3
2315130984;23
3702200278;3
7729633318;50
1658113559;2
0105050351;5
2724228853;5
7727359363;3
1655426419;1
4633040720;4
7816674649;9
7805728268;2
3115007054;29
7430030384;1
7804621089;1
2279007213;77
6504023720;81
6501146700;24
5401962205;1
5834114886;10
5408009961;2
1435307832;1
5905041482;2
4706037994;1
7716824361;1
3311018366;8
5038067194;3
3311018334;7
5405414168;6
2617011870;2
2302062173;44
2608010750;8
7841463352;11
7721631809;1
2608010711;40
7447094996;9
2615004370;18
7423021406;4
7736636951;13
2127022376;9
3445064438;10
0917016548;3
6168040565;3
4312131359;12
7810800431;1
4345455856;2
2539062258;49
7801493368;16
5406622869;30
7203400705;4
7806254500;23
7802725082;10
7811087478;27
7811082127;1
7811000572;31
7811121143;1
7811079396;23
7810118490;86
7813048192;41
1659068588;9
5102045521;8
4211023156;416
5029072624;50
4211023068;6
5101313834;3
5102045560;5
7841434859;2
7811626419;4
7716838100;17
5003078212;10
9729131600;3
5609187080;1
2106009960;16
6685138907;2
0317317769;10
7813286510;6
7203428228;9
7725391509;1
3305797523;28
7802806983;4
4704102398;2
7802806790;115
7811660473;1
7802806782;14
7840479688;5
7107539768;1
5402035725;2
5625021067;5
6680001539;1
7839090400;0
7723340837;48
7720392347;1
3017064128;13
3304009466;88
3306002515;15
3304003753;159
2634072672;7
2924004272;57
4105034660;5
7448134000;4
0222006081;2
7724716754;16
0232005658;18
3528236680;9
7810384358;4
4205316468;2
2902068949;32
6312154455;89
6623112850;16
2543079695;2
2225163791;1
7842523935;69
6166095449;1
6147019940;1
2310187440;3
2222062668;9
2222840519;4
7729040614;24
7901546535;3
6319198780;6
6915010301;40
3528133413;53
4217102220;127
7839392506;210
7811419726;59
2311084416;25
2311084448;14
5641020110;4
2311084783;2
5402035690;1
6623112909;2
4025444686;11
0277906606;0
7723411661;12
4205316436;2
6901006111;16
2015041331;3
7806149344;4
6906012824;31
6904003775;24
3808168458;0
7724396381;0
9715288601;21
8602274349;7
9103082749;244
6684026742;5
0272905542;1
1901133093;93
6902032756;71
6905037135;52
7811633744;4
7105049574;5
7103049642;3
1832056166;3
7816349800;0
3808168070;7
7810638669;4
5920046414;309
7707377565;13
5408107510;4
3816028020;2
5027248287;1
4425001287;17
3917034327;28
1834039487;1
3328493306;87
7806149337;19
7806149231;6
7705021669;404
6319049386;2
2221126213;36
5029116737;273
7709574625;49
7706669928;19
5260109792;23
7612045586;2
3662195830;2
5438319907;1
0323372091;15
7619002711;7
4824062549;6
3435308460;11
4826100341;3
0326517362;2
2312208880;77
3702714210;4
0323372006;0
7612000190;28
5106801183;15
7727334270;1
9701094290;5
7751013831;6
5190055004;1
1658185264;14
3662219826;1
4345431164;23
7207006788;1
7606101962;50
0274140458;17
5106801218;1
5610074980;15
5610075158;85
3525237887;7
7704558108;20
5018191972;0
7743076475;15
6450091496;1
3906360745;44
2221237001;2
4025450827;0
6501295331;3
2304072434;297
1616028728;3
7604289846;23
3913013622;34
7203365088;4
7447256862;3
3459074965;1
2225187030;1
5435111795;119
6501295324;3
3525411285;1
7814711849;6
7813293980;2
3702188951;5
8903035792;2
5836684754;9
0562058376;15
1652009424;1
7701952000;15
2263020184;119
1652009431;28
1652009456;73
3704562555;81
6317083494;61
0562058626;0
7706771569;17
4027069825;24
1652009801;12
7727653372;3
1101130600;0
5611064141;1
4101135763;1
4101135442;8
7017249302;51
3523015737;5
0276089020;2
2325013253;6
3510007471;66
2325005862;3
7014019491;22
5914015640;281
1831113950;2
5503092790;62
5452114958;5
1660092306;12
1831113870;1
7839363424;14
5914017334;154
5914017302;48
8603175502;1
5503213734;10
2901287747;0
5610083568;323
7811359080;57
1435221180;1
7838367507;36
1430011246;1
2225184858;3
7104076261;16
3811448705;1
7453314304;1
1661054046;7
2223619528;0
8603229758;0
3917048344;15
3662104737;1564
0511005175;11
5906091158;1
7725682709;7
7415033775;2
6730074976;6
1511018401;0
7705586860;42
7724728679;0
1511018426;71
0275051634;15
2302046125;37
3666129098;6
4707033618;2
4710031882;1
4221015669;26
6659188267;8
1901083501;58
1802001113;1
2410000368;32
5906091013;31
6234030837;11
0230003704;8
7451300200;35
2223966793;13
2319018550;61
2320023716;53
5606004796;17
3702554171;6
6345012008;3
4706026826;8
4706026625;0
5018151747;4
5607020110;11
7704694100;16
2466221753;26
2319031021;5
2320069372;5
2317032238;4
4025428606;1
4003031540;7
2319009266;300
7718582608;2
4223125547;26
1215003116;16
2221139935;1
7725721718;1
1215040781;5
3808078204;80
7724757341;7
3808025234;4
7323007334;19
6350002397;2
2511078522;21
7325045430;26
6350006426;1
7713471238;3
5101306668;6
6372014847;36
7805198740;4
7024025007;0
9729126897;15
9729127308;8
5836683648;2
1435323930;0
2222052807;6
6671235202;1
4632063517;15
6230031614;2
4632064013;19
4632064920;0
6230025378;4
4632064101;36
4632063370;1
6950125680;80
5263072519;8
5401995909;3
6952026941;15
4813007793;48
5027084046;29
5101305061;12
3811140364;3
5190072722;1
2225184544;700
7701572190;17
9718074615;137
7802630056;2
6503011962;45
2311242944;25
1103044812;1
2309094505;9
5424109321;3
5424109191;101
5405498337;3
7801336164;23
7707390693;11
7017430283;29
3025031542;1
6950183995;7
5614080141;3
1655296079;0
2465170048;0
7203311639;36
1660211514;7
7720818392;6
9721053679;1
9729126953;2
7713284541;2
7017323267;2
5506225110;5
7840483846;3
2370002180;16
7819317268;3
7203288997;1
7715024235;29
2465315303;1
5257065739;2
5257146473;3
7710314212;5
7702651292;2
7723618673;2
7714242544;1
5257065753;304
8602139413;9
6833010950;33
7814148908;36
5257065827;1
1326040642;2
7733669807;22
1326183190;8
2901211138;0
2901211226;0
5402582573;1
0323347507;3
6125024777;39
5245014779;8
2121002856;20
2801202154;8
4205297423;1
5612087254;19
6134012231;2
5837061791;4
5402582132;12
7522004610;29
3906337873;1
5259114156;5
0411170182;1
5409241734;4
3413009804;2
4101151187;2
0270021273;55
2901219000;49
8602011156;10
2509064709;23
6451440125;2
1001157214;9
1001157302;3
1435192719;35
4704026429;15
1435192356;8
2352031438;53
7839302083;5
1435192405;0
7811303560;1
5001123205;2
2801246627;1
7751154455;25
4025453144;1
7720450694;1
7103055580;5
5220008886;6
1001263371;7
0264076669;1
7820068672;1
3123448599;1
0537003165;1
7706465145;3
6325073884;73
0533001760;1110
5260353590;0
6319170350;5
6316184490;11
6324037523;1
1435266022;1
6319170544;10
6671417114;3
6674352095;7
3328485792;4
6518008578;16
0107023995;20
6312096531;2
0267017414;294
2536260773;6
6450058594;3
1821010995;39
2443041641;16
6674351920;4
3328484848;818
5526007921;1
7704372431;5
3328484929;14
7841472100;4
6455067306;1
9102217993;1
9701050077;49
5024096727;373
0277915495;60
5216003934;10
6155044160;5
5042120901;5
7811307638;70
7811430293;10
5042120877;26
2463225894;14
7707281292;58
6323031399;15
3329064363;14
2634087502;6
2634087541;6
1660235272;3
4205125520;20
5610089947;6
4205125512;3
7716660956;98
5501224586;9
5406274516;3
2635129120;1
7726650026;0
7805111274;2
7107104580;8
7735140159;2
0273900530;22
3459060320;0
7729444487;16
1101008618;1
0105073662;12
7724302753;1
3666144650;20
9102161042;5
7725260182;0
3665062482;5
7451384634;32
5506150881;8
4826130191;3
7804589607;3
1656097559;4
6677010163;1
3525395354;8
5902041653;1
7802611173;2
7106060806;7
3703020373;9
2312257414;3
7804589572;4
3437009095;115
7816631821;10
1649036555;11
7460032621;1
6025028143;113
2801154567;6
6825002850;0
1652010356;86
4205184959;6
3437007482;15
3409006085;15
3405009864;49
6141033578;22
7205021928;19
3438000352;144
2539090520;3
3437000085;29
2466111334;1
7447079204;10
8901020977;0
3437009546;5
5009061825;87
2466111285;88
2539090720;47
7604358218;6
5035025728;6
5035025799;53
7706201618;50
6673206214;6
7802693360;1
2130212641;10
5321200201;0
5029151530;6
1435010060;1
1435120136;92
7806059877;46
6445010942;6
6632031484;14
6632031702;4
7743309659;10
1611291098;88
4401106097;5
2308164735;1
5503230521;28
2223572446;3
7706751435;5
7736627820;8
6165105920;11
5920023600;26
6165106144;3
4401106795;21
7727771640;29
6950226198;2
2635239388;3
0721062028;0
2014018611;6
2443023353;2
6319038169;10
2465192108;1
7725243035;16
2130208405;1
6950226222;1
8603236723;30
1218002230;8
7730249177;16
0912005655;1
6319015490;13
4826077090;2
0721061842;4
0278178131;6
3305799545;1
7805606580;29
5321156672;1
5321155647;1
5321156778;9
7839470923;5
9110019233;24
2457081468;0
7805606534;9
1660283519;23
0268061141;19
2364007479;8
5321156129;21
1215167932;1
2983008656;3
0242009771;20
6950158780;23
4401137970;4
3906343179;13
7718905986;0
2225132384;4
5321157620;1
5908074616;1
2225132049;17
0268061092;1
2364007292;2
2364007197;2
2724216791;6
9715281902;1
5018187422;19
9705080636;7
2463232027;1
2464238215;174
7842472712;5
3809024434;4
5403319529;3
2349029164;7
2341016237;44
7603034676;17
2350012119;12
7449108154;5
4217070473;8
2341016188;12
7448085659;22
2370001450;1
1901025860;2
2801252525;18
8905053444;0
0326510293;4
7701984002;5
7203488499;30
6234111388;5
8602199236;6
3906284685;4
6685024025;26
7802695617;2
5321200804;1
0276094246;16
2537088684;2
6234035401;25
3702226131;6
0268088016;0
7014031837;13
7806386867;19
7840389346;45
2465201987;15
2461201369;5
0105075525;5
6234035120;59
4345238202;9
6626013800;228
4345329756;1
4345329562;8
4345329107;3
6387005059;50
4345329361;7
3702570938;58
0106006789;6
0106002128;12
5003076462;19
0106000988;28
5003076470;95
5401334521;32
0106004220;3
7839043103;1
6316212644;2
5053039466;12
2722048380;7
2537118402;19
1644093197;4
7802539262;1
6345027413;2
4501221833;1
7714354551;1
2543077521;1
3525355954;33
1841055232;2
6312153532;2
2460091667;9
5957017762;31
5256177493;2
2635237905;2
7801654174;5
1435337001;1
3126020716;7
7727397256;5
2904030161;292
7728451890;103
1650371156;2
4345486043;2
6229063989;13
7714599209;2901
0105032803;6
0105030605;216
2313017528;13
2311050625;51
2310067129;6
2310048052;6
2313017461;38
1101090147;0
9718082574;6
6671080767;2
9705112895;9
7728388085;1
7716879057;0
3666224023;8
2310034821;7
2312054196;10
2311067690;6
2312068671;213
2312099246;0
2312077588;23
2310053824;55
1659186550;2
9718082616;0
7806294856;8
5262353130;1
7728388127;6
5403037002;10
7735167834;12
7724424864;1
7802642774;3
7840072839;1
7105032700;26
7203183867;22
5029162349;42
2221069815;7
2221070063;445
7735026470;0
5251006582;14
5248015964;32
5248011984;78
7722395897;6
5249063745;2
1660292143;40
5752076510;3
6713012320;14
4345100405;1
1660148654;8
3719005250;3
6729040860;14
2901161127;5
4101100150;26
7615016738;1
3525255332;5
4101100707;10
7733641569;10
7704676937;233
7449133626;1
6234168433;0
2130186920;1
0278929109;4
7111021658;4
7451421396;2
7842422831;2
4720021996;2
7805509805;5
6021001937;3
3460068998;2
7751043723;3
3301035362;8
3019021923;1
3702176794;1
7736299826;1
3443135041;1
7802619246;3
2014008483;1
2014008476;1
1102073232;6
7424030971;33
8901028158;7
2921126730;13
2016002624;2
4501136673;3
7727772891;4
9102228378;9
7709999650;5
3528271727;1
7724408622;4
7842133491;3
3665139880;0
4414010177;24
2128051718;89
2457065145;2
1014005635;2
3702066015;9
3702065685;18
2448004805;0
2124032200;1
7708808870;3
6234127606;13
2723169161;1
2720050288;7
7703807143;2
7724912710;7
5920027330;21
4246018936;14
3257015131;5
7701389420;11
2225147172;11
4205282875;1
8601051660;57
5920027274;6
5920027757;3
2124032506;3
2710014805;13
2124032376;40
5504239608;4
6612042174;2
5029174418;2
7811553175;7
7724877215;24
7720781760;12
4501136578;29
4824055661;3
1832028112;541
1832013846;7
9201008052;86
3015055390;3
7743851780;8
8604042400;14
7714664031;5
7807358750;11
7839440968;1
9705003744;3
6027158853;1
1902026168;83
8604042495;0
7708823300;5
7706815103;3
2439001011;990
1628007465;3
7716787180;1
5045023751;0
3123088385;5
2440000020;222
3812081168;2
6211007091;10
3805700610;1
6679002760;13
5032213410;1
5262032418;49
6623024064;6
5262095552;16
7724702695;7
4708052229;2
5050020139;47
5048009233;43
5050022560;2
5070012471;24
5047052500;53
5050035417;1
2983011137;2
7707117623;1
7843006200;4
4345437046;2
4222015728;8
5504200706;2
3914021778;16
3305713900;2
6311083018;30
0573006612;3
4405005283;6
2353015823;8
7706434080;4
7719689150;1
7814534893;75
2310003630;2
1659160512;28
2223606254;2
2904027514;1
5249141305;1
6670319481;8
5505048973;4
7714347138;1
5433956187;1
2311207690;37
7813243965;4
6501275840;17
5031116075;4
1435297670;1
2222837925;0
7718261555;21
2540212331;10
7804270070;39
7806183176;7
1657197531;20
7107108296;1
4632057175;62
7810767343;5
7810767093;72
7814592077;1
2725125508;1
2536267497;6
7810766558;2
0326516016;2
3245513252;19
7723889433;52
6125029119;8
0512027397;1
1326191458;3
6674205982;1
2210008352;13
7713642204;1
6155059625;1
7743841535;15
6155059664;19
2130005892;3
3245513206;4
7111025998;17
5405974667;1
5032171826;4
6453068777;58
6453024882;5
6455008614;27
3525209311;27
0275064672;6
5259023237;10
6670094894;2
0275064619;1
7202227208;1
7202227014;3
7203273905;8
5402017860;3
9717022170;6
6501282702;16
7714383263;1
7735151873;13
1326234599;8
9715254384;1
5904334415;11
5047027350;121
7805669735;9
7725296245;12
5003041276;59
5944205127;2
5221001386;19
2507009886;1
7715433990;14
3663104747;5
4205289648;32
3849036588;7
6732074435;35
5257156143;2
7838045549;5
1902026915;29
7704335711;1
4908014527;10
1433015023;423
7455017924;4
2463256363;8
2536273740;14
3916504467;13
6150076754;1
7810244255;29
1435080959;8
3816022773;2
7743128003;38
1433015048;263
1431007235;15
7453288894;7
5803010887;37
3811046820;16
3506004894;4
9705053223;14
6671172908;1
7709476917;3
7327077269;34
5813003617;47
0571006945;2
0260002440;6
7008007360;3
7003004207;56
3017047884;1
7012005831;40
7734214672;30
7728622232;7
7003005401;21
7002013431;6
6732060721;22
6732062101;2
6732058497;110
7721473221;55
7841035491;1
3443128679;1
6161076570;24
7107112398;3
2460094869;0
2502054395;5
7840047102;2
1105023800;5
9701033628;6
7722356760;8
9710008385;105
7448189746;8
7819033530;1
3811147899;10
3016060755;9
3849015482;30
0323393020;5
7814642240;1
0278914800;2
7709486136;131
2311159774;10
2311159020;36
2311157030;5
2311158940;4
6732059691;1
6732060915;4
2311157449;1
6732059733;29
2309098637;3
1108017442;21
7842005362;15
2309098757;41
5072006811;64
7415028302;5
7325077464;1
5902220892;12
7721676292;1
2004011328;1
3442078721;12
1646027009;4
2710002045;2
1626011360;14
6455052652;10
7716651704;8
7325118865;1
2801181850;6
5440110483;3
4205259731;2
7456014531;1
6449067523;3
0725010990;41
7805380911;1
5406553213;38
7724806278;17
7415022565;13
6163084470;7
5446109269;77
2221215382;5
7719891180;54
7721847364;8
3849038232;6
4826111544;4
8602218873;13
4230014904;2
5401105017;52
6672183564;14
5522006349;7
7206033468;16
2636087836;1
1315000221;10
4821012620;16
5904255266;0
7206033362;79
7806425065;12
6672183388;1
5401128818;2
9201007027;22
6950227138;4
7724938348;4
0542018713;1
2540249934;4
7728463342;0
6324099777;3
2466276449;17
6732079352;4
1435340124;4
6501267743;70
9204010910;13
7713796211;125
7720455710;3
7724467466;2
7727412320;1
3814038432;4
7728463335;2
3812526829;7
4401088176;34
7720711466;9
2444301532;36
7720711427;30
9204554331;21
1424009175;0
2466162924;4
5753062580;8
2222836872;1
7017378996;2
4205378591;5
1435340117;1
7704481462;1
6731074094;0
4703055040;286
5017075973;152
7716590949;122
7735542228;281
2222836865;1
5802003728;56
5802003693;30
5810006176;52
2129053235;12
4023011052;3
6311097451;1
7616004830;5
3304019418;6
9721074220;1
7743104002;10
7203346783;3
7734419831;2
0323389360;0
7704472690;0
7327013674;2
5018085734;127
3123449105;4
1835085662;3
2129053228;75
7839038304;62
5261099152;44
9202502049;11
7448215682;1
1103013236;1
6454118413;1
7743289508;1
6501212487;9
6501213353;9
6660156005;5
6501212889;8
6501212695;1
6501213113;0
6501212582;3
6501213018;18
6501212624;157
8620019447;5
6501213547;1
7714437871;128
7203471992;0
7702462714;57
5053058170;31
7720215108;41
7447171489;1
3801115489;30
7447171376;235
8617028297;24
6320033366;1
7801658348;1
4202053323;1
6163213172;13
3665803677;1
7017455619;3
2465191714;8
5617022780;159
1660325102;1
7703469783;15
4345488386;1
6230112165;1
6501302500;10
2374001606;11
6670426162;9
6732076930;18
7805508583;7
6234099959;5
6629026082;48
6629026170;2
6629026075;4
7715581620;18
6629025868;16
6629026029;9
1216022880;2
4715024568;41
5402477226;2
2463257776;23
7713245493;3
7721705867;23
7801220882;24
5506211478;0
7842322869;51
7715624320;4
6231029054;109
6454142141;1
7714519588;8
6215028367;2
5407499311;17
2625802481;5
5260076025;8
6629026357;576
6228038725;7
5505207292;2
3123157776;10
1435182012;6
7727595882;3
3123157617;50
3906951890;1
4909075988;39
0263010305;1
4909034501;79
5024150981;3
3254502641;16
7805127323;19
7017105438;10
4900009476;110
7203230203;1
5948046069;2
2224171253;2
7811335032;2
5102044849;1
7452148566;1
7840331191;12
5034037181;36
5263111905;1
3123358715;1
7805304438;5
7720290722;1
7715760242;20
5638074203;0
4632246327;6
5406705106;13
7714431855;3
7743683208;4
4631005223;1440
4501221248;4
3664238038;1
2130204665;40
5401987143;5
1646046266;0
7321005959;1
2223625190;0
9715322490;7
7728446139;39
4202053154;1
5406994190;6
5405028892;3
7710732280;5
0400009150;3
7713461712;1
7716590392;7
7702690206;4
5905073220;244
6671315793;1
7724232922;1
1217003231;1
4632033223;4
1202005268;40
7451380894;1
7805352551;14
7716789075;3
5433188577;109
7451380929;1
6670330196;8
6319186738;2
7810994956;9
6318246279;4
7807395374;5
7430021492;1
6318246222;0
7452119276;5
7810994829;6
9715004176;11
6452112977;4
7205022569;4
7536147294;2
5424109120;5
5038040611;5
5424101812;135
3702512848;359
3702512220;1
3702512622;58
3702512911;809
2204035333;4
4707001207;4
7610058798;13
6634009188;18
6634009163;5
7610058942;4
7743553167;89
3703046188;1
6670027489;11
7801517393;1
3662245431;7
0268079950;5
3662245417;12
6501289602;1
7203412027;5
3257051010;2
6166103876;2
6449085917;19
7802613893;1
2724219464;32
7804591532;3
7203411979;4
2130184779;8
7536164275;1
9102225560;3
9102225592;3
7418019024;5
0264074012;16
2722087879;1
7424008292;1
5410047523;2
4205083887;26
7816238152;43
2452030043;61
2450021124;5
8603185130;11
6226007305;1
7430009167;4
6226007440;29
6674337611;1
1832122330;5
3665104661;4
7415088245;10
3123357341;9
3811185936;3
2373007549;12
3904009242;33
7418019000;13
2536067473;9
0816028515;1
2130147537;24
7707300410;24
2536047685;8
2224170595;15
7721248184;9
4205125760;3
0203003938;3
7203232659;14
2536101043;4
4205198341;0
7721248748;20
3227005513;726
7604202940;72
3227001928;56
7731183779;0
7801409951;44
7804339445;161
2308216616;13
5433158325;17
2130147544;32
8203011556;5
7449123152;6
0919004851;3
6324056501;11
7726763929;21
2377000784;15
2225189373;1
3527023111;10
5007103519;8
6818002129;3
9718087438;2
5906151689;1
2304072755;1
2724226736;18
9105018604;6
7017439367;3
6825007720;12
5904359593;1
7810721028;1
6163208430;5
2721235027;7
2221237996;9
5246051861;2
2222865288;1
6678090154;8
5501187550;1
2366001810;8
7443008121;18
5503228924;1
2634102045;11
7723772153;7
1328905563;1
1328905531;20
7443008227;6
7729664683;1
5515011161;1
3666106809;40
5504226158;10
8610013950;10
5260158790;36
7203229198;124
5260158510;35
7329006880;49
7701407848;1
2337033053;4
6449062123;7
1832093256;6
7329007161;11
7817301375;2033
6428005170;71
6646009898;722
6654009059;46
6658141844;101
6658118323;6
6630006394;8
6630008514;24
6630002505;104
3664124584;2
7720788660;3
2463248683;0
7720788853;1
3666183828;0
6679037428;70
3123327107;1
5408296836;3
5408296145;46
5408296226;3
5408297237;14
5408297068;3
5408298128;7
5408298008;0
7720766458;4
7720766779;1
0248008277;5
3812142332;1
3662208542;4
2465318840;2
2536276741;1
7733894601;2
7710968462;5
7725842688;18
5911997090;19
2503031898;1
3257022139;54
6636006577;15
6670338519;9
7451322557;6
