id_complaint;id_procedure;status;processing_result
245835;4441490;Отозвана;""
234107;3588446;Рассмотрена;Признана необоснованной
294594;6164570;Рассмотрена;Признана необоснованной
294593;6164570;Рассмотрена;Признана обоснованной (частично)
294592;6164570;Рассмотрена;Признана необоснованной
270583;5210452;Рассмотрена;Признана обоснованной
256708;4416666;Рассмотрена;Признана необоснованной
294542;6179649;Рассмотрена;Признана необоснованной
236165;3718997;Отказано в рассмотрении;""
238654;3861864;Отозвана;""
264700;5356646;Рассмотрена;Признана обоснованной
284318;5769754;Рассмотрена;Признана обоснованной (частично)
278313;5574463;Рассмотрена;Признана необоснованной
264869;5029369;Рассмотрена;Признана обоснованной
279535;5430362;Рассмотрена;Признана обоснованной
303791;6533441;Рассмотрена;Признана необоснованной
258016;4620151;Рассмотрена;Признана необоснованной
289362;5970273;Рассмотрена;Признана необоснованной
244758;4080844;Рассмотрена;Признана обоснованной
298497;6274115;Рассмотрена;Признана необоснованной
240397;3841319;Отказано в рассмотрении;""
296910;6184169;Рассмотрена;Признана необоснованной
276412;5482916;Рассмотрена;Признана необоснованной
290985;6002117;Рассмотрена;Признана необоснованной
241072;4009625;Рассмотрена;Признана необоснованной
299219;6423336;Рассмотрена;Признана обоснованной (частично)
304799;6563931;Отозвана;""
311326;6817588;Рассмотрена;Признана обоснованной (частично)
312850;6766249;Рассмотрена;Признана необоснованной
278120;5537643;Отказано в рассмотрении;""
253757;4385619;Рассмотрена;Признана необоснованной
304658;6588479;Рассмотрена;Признана необоснованной
286699;5868277;Рассмотрена;Признана необоснованной
299248;6306422;Рассмотрена;Признана необоснованной
290471;6306422;Рассмотрена;Признана обоснованной (частично)
289558;6306422;Рассмотрена;Признана необоснованной
276831;5474179;Рассмотрена;Признана необоснованной
276830;5474179;Рассмотрена;Признана необоснованной
276829;5474179;Рассмотрена;Признана обоснованной (частично)
276825;5474179;Рассмотрена;Признана необоснованной
260929;5197168;Рассмотрена;Признана обоснованной
245896;5197168;Рассмотрена;Признана обоснованной (частично)
268763;5133866;Рассмотрена;Признана необоснованной
256945;4624295;Рассмотрена;Признана необоснованной
254822;4624295;Рассмотрена;Признана необоснованной
245458;4624295;Рассмотрена;Признана обоснованной (частично)
243064;4129354;Рассмотрена;Признана необоснованной
243063;4129354;Рассмотрена;Признана обоснованной (частично)
254493;4599445;Рассмотрена;Признана необоснованной
293032;6090684;Рассмотрена;Признана обоснованной (частично)
235286;3701266;Рассмотрена;Признана необоснованной
277017;5485273;Рассмотрена;Признана необоснованной
293714;6130681;Рассмотрена;Признана необоснованной
276081;5469343;Рассмотрена;Признана необоснованной
300199;6320068;Рассмотрена;Признана обоснованной (частично)
273207;5233315;Рассмотрена;Признана необоснованной
248593;4320697;Рассмотрена;Признана необоснованной
240404;4432807;Рассмотрена;Признана обоснованной
239656;4041468;Рассмотрена;Признана необоснованной
291664;6204899;Рассмотрена;Признана обоснованной (частично)
286211;5822888;Рассмотрена;Признана необоснованной
303332;6503785;Рассмотрена;Признана необоснованной
302600;6503785;Рассмотрена;Признана необоснованной
302599;6503785;Рассмотрена;Признана необоснованной
302598;6503785;Рассмотрена;Признана необоснованной
302597;6503785;Рассмотрена;Признана необоснованной
302596;6503785;Рассмотрена;Признана необоснованной
302595;6503785;Рассмотрена;Признана необоснованной
302594;6503785;Рассмотрена;Признана необоснованной
302593;6503785;Рассмотрена;Признана необоснованной
263224;4951166;Рассмотрена;Признана необоснованной
300941;6668934;Рассмотрена;Признана обоснованной
280997;5272625;Рассмотрена;Признана необоснованной
276075;5272625;Рассмотрена;Признана необоснованной
295607;6220729;Рассмотрена;Признана необоснованной
303807;6427334;Рассмотрена;Признана необоснованной
235516;4099449;Рассмотрена;Признана обоснованной
294549;5941082;Отказано в рассмотрении;""
259033;4878994;Рассмотрена;Признана необоснованной
235739;3752331;Рассмотрена;Признана необоснованной
239240;4260936;Отказано в рассмотрении;""
238891;4260936;Рассмотрена;Признана обоснованной (частично)
235033;4260936;Рассмотрена;Признана обоснованной (частично)
298860;6313829;Рассмотрена;Признана необоснованной
247341;4412143;Отказано в рассмотрении;""
279912;5396552;Рассмотрена;Признана необоснованной
305499;6589056;Рассмотрена;Признана обоснованной
296683;6054373;Рассмотрена;Признана обоснованной
242542;3906053;Рассмотрена;Признана обоснованной
237900;3906053;Рассмотрена;Признана обоснованной
243499;4415249;Рассмотрена;Признана обоснованной
242102;4415249;Рассмотрена;Признана обоснованной (частично)
242101;4415249;Рассмотрена;Признана обоснованной
287420;5885637;Рассмотрена;Признана необоснованной
293340;6076693;Отказано в рассмотрении;""
311404;6787482;Рассмотрена;Признана необоснованной
302380;6475276;Рассмотрена;Признана необоснованной
274333;5353899;Рассмотрена;Признана необоснованной
297513;6233783;Рассмотрена;Признана необоснованной
260795;4753297;Рассмотрена;Признана обоснованной
289626;6004759;Рассмотрена;Признана обоснованной (частично)
277411;5403691;Рассмотрена;Признана необоснованной
250143;4380300;Рассмотрена;Признана необоснованной
264889;4927594;Рассмотрена;Признана необоснованной
261685;4867343;Рассмотрена;Признана обоснованной
260328;4867343;Рассмотрена;Признана необоснованной
260324;4867343;Рассмотрена;Признана необоснованной
258699;4748307;Рассмотрена;Признана необоснованной
287000;5789960;Рассмотрена;Признана необоснованной
245950;4123487;Отозвана;""
236953;3869599;Рассмотрена;Признана необоснованной
243588;4122336;Отказано в рассмотрении;""
245774;4174221;Рассмотрена;Признана необоснованной
238468;3987634;Рассмотрена;Признана необоснованной
290049;6009637;Рассмотрена;Признана обоснованной (частично)
254113;4459927;Рассмотрена;Признана необоснованной
254109;4459927;Рассмотрена;Признана необоснованной
253304;4459927;Рассмотрена;Признана необоснованной
260314;4754676;Рассмотрена;Признана обоснованной (частично)
263091;4754676;Отозвана;""
285218;5901195;Рассмотрена;Признана обоснованной
273563;5345516;Рассмотрена;Признана необоснованной
258883;4757768;Отказано в рассмотрении;""
247960;4287728;Рассмотрена;Признана необоснованной
247959;4287728;Рассмотрена;Признана необоснованной
247958;4287728;Рассмотрена;Признана необоснованной
247957;4287728;Рассмотрена;Признана необоснованной
247956;4287728;Рассмотрена;Признана обоснованной (частично)
241575;4129500;Отказано в рассмотрении;""
250883;4438525;Рассмотрена;Признана обоснованной
269409;5122513;Рассмотрена;Признана обоснованной
260720;4830454;Отказано в рассмотрении;""
302372;6506427;Рассмотрена;Признана обоснованной
296751;6506427;Рассмотрена;Признана обоснованной
282418;5684142;Рассмотрена;Признана обоснованной
285530;5796607;Отозвана;""
275334;5332512;Рассмотрена;Признана необоснованной
275331;5332512;Отозвана;""
289336;5958989;Рассмотрена;Признана необоснованной
267248;5195593;Рассмотрена;Признана необоснованной
254975;4522097;Рассмотрена;Признана обоснованной
296941;6156082;Отказано в рассмотрении;""
296277;6156082;Отказано в рассмотрении;""
246631;4693068;Рассмотрена;Признана обоснованной (частично)
283495;5763264;Рассмотрена;Признана необоснованной
268198;4995165;Рассмотрена;Признана обоснованной (частично)
262554;4888774;Отказано в рассмотрении;""
255255;4683509;Отказано в рассмотрении;""
255253;4683509;Рассмотрена;Признана обоснованной
254834;4683509;Рассмотрена;Признана обоснованной
263987;4991790;Рассмотрена;Признана обоснованной
248605;4719222;Рассмотрена;Признана обоснованной
275211;5430742;Рассмотрена;Признана необоснованной
283561;5546340;Рассмотрена;Признана обоснованной (частично)
274386;5397713;Рассмотрена;Признана необоснованной
288211;5925165;Рассмотрена;Признана обоснованной
248568;4391062;Рассмотрена;Признана необоснованной
248954;4391062;Отозвана;""
291054;5954221;Рассмотрена;Признана необоснованной
275263;5673611;Рассмотрена;Признана обоснованной (частично)
243873;3768808;Отозвана;""
242731;3768808;Отозвана;""
242730;3768808;Отозвана;""
242729;3768808;Отозвана;""
262373;4882423;Отозвана;""
287120;5653960;Рассмотрена;Признана необоснованной
312867;6793666;Рассмотрена;Признана необоснованной
286773;5834174;Отозвана;""
287341;5879991;Отказано в рассмотрении;""
310049;6728236;Рассмотрена;Признана необоснованной
310566;6570689;Рассмотрена;Признана обоснованной (частично)
284036;5709376;Рассмотрена;Признана необоснованной
288285;5914072;Рассмотрена;Признана необоснованной
242294;4182721;Рассмотрена;Признана необоснованной
241049;4137422;Рассмотрена;Признана обоснованной (частично)
265389;5323671;Рассмотрена;Признана необоснованной
243766;4356417;Отказано в рассмотрении;""
290020;5942877;Рассмотрена;Признана необоснованной
289764;5942877;Отказано в рассмотрении;""
290867;5987060;Отказано в рассмотрении;""
290567;5987060;Отказано в рассмотрении;""
295541;6075213;Рассмотрена;Признана необоснованной
296835;6246378;Рассмотрена;Признана обоснованной
296059;6246378;Рассмотрена;Признана необоснованной
278070;5513118;Рассмотрена;Признана необоснованной
313994;6830184;Рассмотрена;Признана необоснованной
295970;6150572;Рассмотрена;Признана обоснованной
295628;6150572;Рассмотрена;Признана обоснованной
306992;6531890;Рассмотрена;Признана необоснованной
240641;4441189;Рассмотрена;Признана обоснованной
245803;4315861;Рассмотрена;Признана обоснованной (частично)
246193;4344127;Рассмотрена;Признана необоснованной
259836;4593705;Отозвана;""
253145;4593705;Рассмотрена;Признана обоснованной (частично)
245809;4593705;Рассмотрена;Признана обоснованной
303677;6511982;Рассмотрена;Признана необоснованной
285263;5657292;Рассмотрена;Признана необоснованной
300035;6342918;Рассмотрена;Признана необоснованной
239909;4042567;Рассмотрена;Признана обоснованной (частично)
238193;3857522;Рассмотрена;Признана обоснованной
237972;3857522;Рассмотрена;Признана обоснованной
254496;4665130;Рассмотрена;Признана необоснованной
268297;5029859;Рассмотрена;Признана обоснованной
283375;5549375;Рассмотрена;Признана обоснованной
278201;5549375;Рассмотрена;Признана обоснованной
276909;5549375;Рассмотрена;Признана обоснованной
275278;5413156;Рассмотрена;Признана обоснованной
300462;6343305;Рассмотрена;Признана необоснованной
266043;5163945;Рассмотрена;Признана обоснованной (частично)
282674;5637271;Рассмотрена;Признана необоснованной
244777;4271526;Рассмотрена;Признана необоснованной
242464;4271526;Рассмотрена;Признана необоснованной
242129;4753386;Рассмотрена;Признана необоснованной
266849;5092487;Рассмотрена;Признана обоснованной
261301;4859462;Рассмотрена;Признана необоснованной
313421;6802012;Рассмотрена;Признана обоснованной
313420;6802012;Рассмотрена;Признана необоснованной
266956;5051152;Рассмотрена;Признана обоснованной
266932;5051152;Рассмотрена;Признана обоснованной
264160;5011077;Отозвана;""
239902;4291555;Рассмотрена;Признана обоснованной (частично)
300661;6659758;Рассмотрена;Признана обоснованной (частично)
278738;5451552;Рассмотрена;Признана необоснованной
278737;5451552;Рассмотрена;Признана необоснованной
275000;5451552;Рассмотрена;Признана необоснованной
254509;4658817;Рассмотрена;Признана обоснованной (частично)
277999;5507781;Рассмотрена;Признана необоснованной
267208;4948669;Рассмотрена;Признана необоснованной
264990;4948669;Рассмотрена;Признана необоснованной
264989;4948669;Рассмотрена;Признана необоснованной
253180;4948669;Рассмотрена;Признана необоснованной
252686;4948669;Рассмотрена;Признана необоснованной
248879;4948669;Рассмотрена;Признана обоснованной (частично)
259757;4571554;Рассмотрена;Признана обоснованной
253843;4571554;Рассмотрена;Признана обоснованной
242221;4436709;Рассмотрена;Признана необоснованной
302145;6126567;Отозвана;""
297817;6126567;Рассмотрена;Признана обоснованной (частично)
299404;6413574;Отказано в рассмотрении;""
237537;3827400;Рассмотрена;Признана необоснованной
303195;6503693;Рассмотрена;Признана необоснованной
241073;3998689;Рассмотрена;Признана обоснованной (частично)
272104;5216704;Отозвана;""
260853;5216704;Рассмотрена;Признана обоснованной (частично)
273823;5292429;Рассмотрена;Признана необоснованной
276903;5544453;Рассмотрена;Признана обоснованной
288702;5936834;Отказано в рассмотрении;""
297492;6245358;Рассмотрена;Признана необоснованной
297256;6245358;Рассмотрена;Признана необоснованной
297000;6245358;Рассмотрена;Признана обоснованной
297962;6283873;Рассмотрена;Признана необоснованной
285420;5805867;Отказано в рассмотрении;""
284843;5805867;Рассмотрена;Признана обоснованной
284840;5805867;Рассмотрена;Признана необоснованной
282323;5805867;Рассмотрена;Признана необоснованной
263603;5288400;Рассмотрена;Признана необоснованной
285935;5814086;Рассмотрена;Признана необоснованной
283781;5814086;Рассмотрена;Признана необоснованной
240325;4050838;Рассмотрена;Признана необоснованной
299195;6328542;Рассмотрена;Признана необоснованной
290957;6272179;Рассмотрена;Признана обоснованной (частично)
268210;5031164;Рассмотрена;Признана необоснованной
307496;6610936;Отозвана;""
270835;5138669;Рассмотрена;Признана обоснованной
268780;5087829;Рассмотрена;Признана необоснованной
267129;5087829;Рассмотрена;Признана необоснованной
288059;5848281;Рассмотрена;Признана необоснованной
286879;5848281;Отказано в рассмотрении;""
286876;5848281;Рассмотрена;Признана обоснованной (частично)
238427;3922540;Отозвана;""
249845;4212012;Отозвана;""
245510;4227901;Рассмотрена;Признана необоснованной
277981;5455077;Отозвана;""
238260;3824354;Рассмотрена;Признана обоснованной
284614;5822585;Отказано в рассмотрении;""
280970;5822585;Рассмотрена;Признана обоснованной (частично)
280636;5822585;Рассмотрена;Признана необоснованной
292628;6018245;Рассмотрена;Признана необоснованной
291217;5961159;Рассмотрена;Признана обоснованной
289106;5961159;Рассмотрена;Признана необоснованной
274835;5407158;Рассмотрена;Признана необоснованной
277758;5326553;Рассмотрена;Признана необоснованной
236281;3692687;Рассмотрена;Признана необоснованной
235954;3692687;Рассмотрена;Признана обоснованной
235762;3692687;Рассмотрена;Признана необоснованной
273327;5244242;Рассмотрена;Признана обоснованной
299724;6375886;Рассмотрена;Признана необоснованной
282077;5708767;Рассмотрена;Признана необоснованной
267943;5019493;Рассмотрена;Признана необоснованной
239277;4325923;Рассмотрена;Признана обоснованной (частично)
281231;5534533;Отказано в рассмотрении;""
243142;4176052;Рассмотрена;Признана необоснованной
282836;5769786;Рассмотрена;Признана необоснованной
271979;5149123;Рассмотрена;Признана необоснованной
258218;4754311;Рассмотрена;Признана обоснованной (частично)
235844;3865101;Рассмотрена;Признана обоснованной (частично)
263117;4950901;Рассмотрена;Признана обоснованной
243405;4132300;Рассмотрена;Признана необоснованной
241715;4119310;Рассмотрена;Признана необоснованной
284584;5831505;Рассмотрена;Признана необоснованной
242434;4540295;Рассмотрена;Признана обоснованной (частично)
261414;4822859;Рассмотрена;Признана необоснованной
312446;6638602;Отказано в рассмотрении;""
310493;6638602;Отказано в рассмотрении;""
291932;6066008;Рассмотрена;Признана обоснованной (частично)
303159;6450106;Отказано в рассмотрении;""
252446;4490010;Рассмотрена;Признана обоснованной (частично)
254737;4274575;Рассмотрена;Признана необоснованной
247254;4274575;Рассмотрена;Признана обоснованной (частично)
246896;4274575;Рассмотрена;Признана необоснованной
262553;4924269;Рассмотрена;Признана необоснованной
246375;4230040;Рассмотрена;Признана обоснованной
278045;5393991;Отказано в рассмотрении;""
275977;5393991;Рассмотрена;Признана необоснованной
275638;5393991;Рассмотрена;Признана необоснованной
305961;6521265;Рассмотрена;Признана необоснованной
294804;6168855;Рассмотрена;Признана необоснованной
310274;6738539;Отказано в рассмотрении;""
253701;4358186;Отказано в рассмотрении;""
303596;6514605;Рассмотрена;Признана необоснованной
263364;4957335;Рассмотрена;Признана необоснованной
262295;3844964;Рассмотрена;Признана обоснованной
308109;6538275;Рассмотрена;Признана необоснованной
281543;5678127;Рассмотрена;Признана обоснованной (частично)
248155;4219127;Рассмотрена;Признана обоснованной
243610;4219127;Рассмотрена;Признана необоснованной
294820;6022482;Рассмотрена;Признана обоснованной
291199;6022482;Рассмотрена;Признана обоснованной
291198;6022482;Рассмотрена;Признана необоснованной
290583;6022482;Рассмотрена;Признана обоснованной
281092;5726911;Рассмотрена;Признана необоснованной
258360;5052521;Рассмотрена;Признана необоснованной
257665;5052521;Рассмотрена;Признана обоснованной
246206;4593659;Рассмотрена;Признана необоснованной
271685;5230278;Отказано в рассмотрении;""
245565;4735783;Рассмотрена;Признана обоснованной (частично)
289199;5847447;Рассмотрена;Признана необоснованной
288952;5847447;Рассмотрена;Признана необоснованной
238010;3982298;Рассмотрена;Признана необоснованной
297002;6164995;Рассмотрена;Признана необоснованной
300005;6372398;Рассмотрена;Признана обоснованной (частично)
241703;4058908;Рассмотрена;Признана необоснованной
269885;5358640;Рассмотрена;Признана необоснованной
257938;4666921;Отказано в рассмотрении;""
249068;4666921;Рассмотрена;Признана необоснованной
245694;4666921;Отозвана;""
287447;5883915;Рассмотрена;Признана необоснованной
243651;4233636;Рассмотрена;Признана обоснованной
305693;6493369;Рассмотрена;Признана необоснованной
276982;5518653;Рассмотрена;Признана необоснованной
240005;3902362;Рассмотрена;Признана обоснованной
276751;5502326;Рассмотрена;Признана обоснованной
296348;6170838;Рассмотрена;Признана необоснованной
295437;6170838;Рассмотрена;Признана необоснованной
295095;6170838;Рассмотрена;Признана необоснованной
256105;4723433;Рассмотрена;Признана необоснованной
255734;4723433;Рассмотрена;Признана необоснованной
282301;5724352;Рассмотрена;Признана необоснованной
286564;5870156;Рассмотрена;Признана необоснованной
306522;6622441;Рассмотрена;Признана необоснованной
239935;4081480;Рассмотрена;Признана обоснованной (частично)
300169;6256081;Рассмотрена;Признана необоснованной
248516;4037524;Рассмотрена;Признана обоснованной
248440;4037524;Рассмотрена;Признана необоснованной
243261;4037524;Рассмотрена;Признана необоснованной
242540;4037524;Рассмотрена;Признана обоснованной
233328;3576891;Отозвана;""
233019;3576891;Отозвана;""
313536;6950216;Рассмотрена;Признана необоснованной
313535;6950216;Рассмотрена;Признана обоснованной
313534;6950216;Рассмотрена;Признана обоснованной
254196;4445832;Рассмотрена;Признана обоснованной
270053;5174350;Отказано в рассмотрении;""
270052;5174350;Отказано в рассмотрении;""
287143;5934998;Рассмотрена;Признана необоснованной
240613;4083912;Рассмотрена;Признана необоснованной
278640;5456835;Рассмотрена;Признана обоснованной
299808;6628131;Рассмотрена;Признана необоснованной
239047;3849133;Рассмотрена;Признана необоснованной
303796;6533162;Рассмотрена;Признана необоснованной
301535;6377920;Рассмотрена;Признана необоснованной
249582;4475540;Рассмотрена;Признана обоснованной
270773;5277016;Рассмотрена;Признана необоснованной
235756;4200763;Рассмотрена;Признана обоснованной
281207;5870147;Рассмотрена;Признана обоснованной (частично)
280343;5870147;Отказано в рассмотрении;""
286970;5807490;Рассмотрена;Признана необоснованной
286672;5807490;Рассмотрена;Признана необоснованной
281073;5807490;Рассмотрена;Признана обоснованной
281071;5807490;Рассмотрена;Признана необоснованной
281069;5807490;Рассмотрена;Признана обоснованной
283549;5755455;Рассмотрена;Признана необоснованной
433642;6473807;Отказано в рассмотрении;""
268696;5205390;Рассмотрена;Признана необоснованной
283455;5739482;Отказано в рассмотрении;""
282558;5739482;Отказано в рассмотрении;""
288511;5876991;Рассмотрена;Признана обоснованной
313917;6724987;Рассмотрена;Признана обоснованной (частично)
266861;4967164;Отказано в рассмотрении;""
263792;4967164;Отказано в рассмотрении;""
292466;6077229;Рассмотрена;Признана обоснованной (частично)
294821;6121772;Рассмотрена;Признана необоснованной
252578;4823306;Рассмотрена;Признана обоснованной
288543;6014305;Отозвана;""
279923;5627203;Рассмотрена;Признана необоснованной
271181;5627203;Рассмотрена;Признана обоснованной (частично)
321723;6504002;Рассмотрена;Признана необоснованной
305231;6504002;Рассмотрена;Признана обоснованной
305229;6504002;Рассмотрена;Признана обоснованной
251033;4372279;Рассмотрена;Признана обоснованной
278329;5549386;Отозвана;""
269242;5164429;Рассмотрена;Признана необоснованной
255708;4761760;Рассмотрена;Признана необоснованной
256941;4685169;Рассмотрена;Признана обоснованной
266294;5064856;Рассмотрена;Признана обоснованной
256453;4285531;Рассмотрена;Признана обоснованной
246905;4285531;Рассмотрена;Признана обоснованной (частично)
308253;6546995;Отказано в рассмотрении;""
311561;6728234;Отозвана;""
246761;4268966;Рассмотрена;Признана обоснованной (частично)
303456;6544142;Рассмотрена;Признана необоснованной
299431;6128630;Рассмотрена;Признана необоснованной
299428;6128630;Рассмотрена;Признана необоснованной
252915;4494587;Рассмотрена;Признана необоснованной
288695;5743713;Рассмотрена;Признана необоснованной
282757;5699821;Рассмотрена;Признана необоснованной
282464;5699821;Рассмотрена;Признана необоснованной
282463;5699821;Рассмотрена;Признана необоснованной
285944;6030463;Рассмотрена;Признана обоснованной
287576;6511165;Рассмотрена;Признана обоснованной
286940;6511165;Отказано в рассмотрении;""
273224;5207663;Рассмотрена;Признана обоснованной (частично)
295116;6221750;Рассмотрена;Признана обоснованной (частично)
242164;3808792;Рассмотрена;Признана обоснованной
243870;3808792;Отозвана;""
239212;3808792;Рассмотрена;Признана необоснованной
273767;5352781;Рассмотрена;Признана обоснованной
287231;5870688;Рассмотрена;Признана необоснованной
282589;5718977;Рассмотрена;Признана обоснованной (частично)
309916;6701429;Отозвана;""
253928;4531043;Рассмотрена;Признана необоснованной
244791;4285106;Рассмотрена;Признана необоснованной
244922;4250391;Рассмотрена;Признана необоснованной
264340;4763648;Рассмотрена;Признана необоснованной
260913;4598976;Рассмотрена;Признана необоснованной
280387;5640318;Рассмотрена;Признана обоснованной
283973;5806699;Рассмотрена;Признана необоснованной
269517;5012306;Рассмотрена;Признана необоснованной
282919;5718070;Рассмотрена;Признана необоснованной
274179;5290219;Рассмотрена;Признана обоснованной
235705;4240453;Рассмотрена;Признана обоснованной
251883;4577831;Рассмотрена;Признана обоснованной (частично)
286187;5851635;Рассмотрена;Признана необоснованной
245578;4586384;Рассмотрена;Признана обоснованной (частично)
280394;5550795;Рассмотрена;Признана необоснованной
260732;4778278;Рассмотрена;Признана необоснованной
311494;6831977;Рассмотрена;Признана обоснованной
301380;6413068;Рассмотрена;Признана обоснованной (частично)
275512;5260813;Отказано в рассмотрении;""
275503;5260813;Отозвана;""
252718;4401776;Рассмотрена;Признана обоснованной
247404;4401776;Рассмотрена;Признана необоснованной
295639;6153012;Рассмотрена;Признана необоснованной
260097;4812292;Рассмотрена;Признана обоснованной (частично)
286523;4679373;Рассмотрена;Признана обоснованной
257866;4679373;Рассмотрена;Признана обоснованной
257514;4679373;Рассмотрена;Признана необоснованной
298527;6290073;Рассмотрена;Признана необоснованной
291475;6009412;Рассмотрена;Признана необоснованной
284967;6009412;Рассмотрена;Признана обоснованной
280731;6009412;Рассмотрена;Признана обоснованной
294960;6077562;Рассмотрена;Признана необоснованной
307887;6663729;Рассмотрена;Признана необоснованной
293698;6097015;Рассмотрена;Признана необоснованной
248379;4159104;Рассмотрена;Признана необоснованной
277846;5507127;Рассмотрена;Признана необоснованной
236723;3848700;Рассмотрена;Признана обоснованной (частично)
266280;4808218;Рассмотрена;Признана необоснованной
284306;5784573;Рассмотрена;Признана необоснованной
272219;5205559;Рассмотрена;Признана необоснованной
240013;3871078;Рассмотрена;Признана обоснованной
288290;5950293;Рассмотрена;Признана необоснованной
249521;4300805;Рассмотрена;Признана необоснованной
248396;4300805;Рассмотрена;Признана обоснованной (частично)
290810;6027770;Рассмотрена;Признана обоснованной
290809;6027770;Рассмотрена;Признана необоснованной
290808;6027770;Рассмотрена;Признана необоснованной
290807;6027770;Рассмотрена;Признана необоснованной
253854;4447108;Рассмотрена;Признана необоснованной
284372;5627895;Отозвана;""
284652;5627895;Отозвана;""
284651;5627895;Отозвана;""
295138;6223544;Рассмотрена;Признана обоснованной (частично)
262341;4771232;Рассмотрена;Признана обоснованной
280611;5617516;Рассмотрена;Признана необоснованной
306603;6645169;Рассмотрена;Признана обоснованной (частично)
256684;4666603;Рассмотрена;Признана необоснованной
254573;4666603;Рассмотрена;Признана необоснованной
247476;4666603;Рассмотрена;Признана необоснованной
244606;4666603;Рассмотрена;Признана обоснованной
293911;6014467;Рассмотрена;Признана необоснованной
287590;5799619;Рассмотрена;Признана обоснованной
255058;4551898;Рассмотрена;Признана необоснованной
312344;6794069;Рассмотрена;Признана обоснованной
312328;6794069;Рассмотрена;Признана обоснованной
311736;6794069;Рассмотрена;Признана обоснованной
252407;4368506;Рассмотрена;Признана необоснованной
252402;4368506;Отказано в рассмотрении;""
251989;4368506;Рассмотрена;Признана необоснованной
261938;4881997;Рассмотрена;Признана необоснованной
258675;4777845;Рассмотрена;Признана необоснованной
271768;5143052;Рассмотрена;Признана необоснованной
271297;5143052;Отказано в рассмотрении;""
304761;6560307;Рассмотрена;Признана необоснованной
257041;4813111;Рассмотрена;Признана обоснованной
308035;6360734;Рассмотрена;Признана необоснованной
260717;4685934;Отказано в рассмотрении;""
247887;4177812;Рассмотрена;Признана необоснованной
276878;5548755;Рассмотрена;Признана обоснованной
285565;5720354;Рассмотрена;Признана необоснованной
285301;5720354;Рассмотрена;Признана необоснованной
283729;5720354;Рассмотрена;Признана обоснованной (частично)
308880;6611995;Рассмотрена;Признана необоснованной
305863;6611995;Рассмотрена;Признана обоснованной (частично)
292414;6126471;Рассмотрена;Признана обоснованной
252539;4683560;Рассмотрена;Признана необоснованной
282642;5412275;Рассмотрена;Признана необоснованной
305729;6786611;Рассмотрена;Признана необоснованной
251208;4487472;Рассмотрена;Признана необоснованной
299508;6361291;Рассмотрена;Признана обоснованной (частично)
299506;6361291;Рассмотрена;Признана необоснованной
258646;4750790;Рассмотрена;Признана необоснованной
295302;6194548;Рассмотрена;Признана необоснованной
295930;6202331;Рассмотрена;Признана необоснованной
270575;5233389;Рассмотрена;Признана обоснованной
245675;4064506;Рассмотрена;Признана обоснованной (частично)
294262;6128669;Рассмотрена;Признана необоснованной
286261;5810761;Отозвана;""
244475;4198533;Рассмотрена;Признана обоснованной (частично)
287400;5806850;Рассмотрена;Признана необоснованной
243331;4150111;Рассмотрена;Признана необоснованной
241075;3998131;Рассмотрена;Признана обоснованной (частично)
296722;6236268;Отозвана;""
263596;4942951;Рассмотрена;Признана необоснованной
263012;4855546;Рассмотрена;Признана обоснованной
241966;3858712;Рассмотрена;Признана обоснованной
273344;5371379;Рассмотрена;Признана обоснованной
242490;3978093;Отказано в рассмотрении;""
248853;4272310;Отозвана;""
237286;3804322;Отказано в рассмотрении;""
293240;6095889;Рассмотрена;Признана необоснованной
289529;5868522;Рассмотрена;Признана необоснованной
277488;5585798;Рассмотрена;Признана обоснованной
263327;5049607;Рассмотрена;Признана необоснованной
258555;4774032;Рассмотрена;Признана необоснованной
250112;4332997;Рассмотрена;Признана необоснованной
256215;4567136;Рассмотрена;Признана необоснованной
249992;4293610;Рассмотрена;Признана необоснованной
296818;6185721;Рассмотрена;Признана обоснованной
304506;6594257;Отказано в рассмотрении;""
304888;6656769;Рассмотрена;Признана необоснованной
305185;6593323;Рассмотрена;Признана необоснованной
288362;5938449;Рассмотрена;Признана обоснованной
