inn;eshn_agricultural_tax;usn_simlified_tax_system;envd_imputed_tax;srp_product_sharing_agreement_tax
3525420378;0;1;0;0
0326558376;0;1;0;0
5405020131;0;1;0;0
9718089160;0;1;0;0
6163208736;0;1;0;0
3525420385;0;1;0;0
3329092924;0;1;0;0
7729580828;0;1;0;0
7811426522;0;1;0;0
5433159537;0;1;0;0
3711014359;0;1;0;0
3435063869;0;1;0;0
7810833902;0;1;0;0
5911997357;0;1;0;0
9715006367;0;1;0;0
5507252068;0;1;0;0
7725849080;0;1;0;0
1435288428;0;1;0;0
3814019510;0;1;0;0
2634815568;0;1;0;0
7701415091;0;1;0;0
6623106292;0;1;0;0
7610098159;0;1;0;0
7610098102;0;1;0;0
5024132372;0;1;0;0
6312122220;0;1;0;0
5751054111;0;1;0;0
3851007425;0;1;0;0
1828023150;0;1;0;0
5321199228;0;1;0;0
6658524967;0;1;0;0
9204572362;0;1;0;0
7455035225;0;1;0;0
6658524942;0;1;0;0
7453328120;0;1;0;0
6153007371;0;1;0;0
7448217626;0;1;0;0
6165219518;0;1;0;0
1804007921;0;0;1;0
3812077309;0;1;1;0
7455001829;0;1;0;0
7455001956;0;1;0;0
6950017236;0;1;0;0
5040089942;0;1;0;0
2465299394;0;1;0;0
4345364574;0;0;1;0
6684010767;0;1;0;0
3241003780;0;1;0;0
3241004092;0;1;0;0
3241004416;0;0;1;0
3241004399;0;1;0;0
7842424204;0;1;0;0
6661103292;0;1;0;0
6661001597;0;1;0;0
7838496164;0;1;0;0
6679039320;0;1;0;0
6452138904;0;1;0;0
1513076127;0;1;0;0
7727421967;0;1;0;0
3257069472;0;1;0;0
7611026982;0;1;0;0
5053043624;0;1;0;0
3443132386;0;0;1;0
7819035538;0;1;0;0
8602272415;0;1;1;0
3509011931;0;1;0;0
5040144590;0;1;1;0
2105006042;0;1;0;0
1327028687;0;1;0;0
2225175765;0;1;0;0
5902047990;0;1;0;0
4824094244;0;1;0;0
1001333237;0;1;0;0
2635234051;0;1;0;0
6722032789;0;1;0;0
7133028047;0;1;0;0
7451433458;0;1;0;0
5032294850;0;1;0;0
0721009345;0;1;0;0
7728793823;0;1;0;0
0721008976;0;1;1;0
7452052350;0;0;1;0
1210004518;0;1;0;0
7801278667;0;1;0;0
6617024796;0;1;0;0
2703084270;0;1;0;0
3329080950;0;1;1;0
9201508457;0;1;0;0
7606098928;0;1;0;0
5010050017;0;1;0;0
5321175280;0;1;0;0
7715473858;0;1;0;0
2466198328;0;1;0;0
5029239129;0;1;0;0
8901037473;0;1;0;0
1660324758;0;1;0;0
0258952660;0;1;0;0
7452149753;0;1;0;0
2130207786;0;1;0;0
6680008566;0;1;0;0
6686112267;0;1;0;0
3257066312;0;1;0;0
3811459930;0;1;0;0
6166113000;0;1;0;0
7527009474;0;1;0;0
6165217729;0;1;0;0
7842167927;0;1;0;0
7801658073;0;1;0;0
9718125010;0;1;0;0
7804635500;0;1;0;0
3525436339;0;1;0;0
2705000490;0;1;0;0
9108112450;0;1;1;0
1657203908;0;1;0;0
2225165566;0;1;0;0
7326051187;0;1;0;0
2536253021;0;1;0;0
2320246462;0;1;0;0
4345462469;0;1;0;0
9718050420;0;1;0;0
7730230585;0;1;0;0
7724402973;0;1;0;0
1655382296;0;1;0;0
0562044503;0;1;0;0
7720372260;0;1;0;0
0546024500;0;1;0;0
7724402966;0;1;0;0
2361014728;0;1;0;0
1647017959;0;1;0;0
2536185935;0;1;0;0
2634035656;0;1;0;0
9102021060;0;1;0;0
9102019889;0;1;0;0
9102021246;0;1;0;0
2006800215;0;1;0;0
5607047016;0;1;0;0
6234135004;0;1;0;0
5919998144;0;1;0;0
6027157962;0;1;0;0
9102021285;0;1;0;0
0105072570;0;1;0;0
4101190323;0;1;0;0
7722480373;0;1;0;0
7802593446;0;1;0;0
5532008056;0;1;0;0
9715273330;0;1;0;0
7118019320;0;1;0;0
6683011486;0;1;0;0
3702161702;0;1;0;0
5610222035;0;1;0;0
5029125788;0;1;0;0
2304033266;0;1;0;0
2305021190;0;1;0;0
2305020710;0;1;1;0
4212024868;0;1;0;0
4704089556;0;1;0;0
4212024730;0;1;0;0
1420004680;0;1;1;0
3017016540;0;1;0;0
7726731814;0;1;0;0
2725125233;0;1;0;0
4202046679;0;1;0;0
6452948948;0;1;0;0
7840409634;0;1;0;0
3663051848;0;1;0;0
3665049033;0;1;0;0
3666119090;0;1;0;0
3661030271;0;1;0;0
5040095086;0;1;0;0
7603052883;0;1;0;0
5320021150;0;1;0;0
7603052925;0;1;0;0
6452907733;0;0;1;0
5041207324;0;1;0;0
4345480122;0;1;0;0
2543125172;0;1;0;0
5261116947;0;1;0;0
6670467680;1;0;0;0
0572021181;0;1;0;0
5834121146;0;1;0;0
3904045113;0;1;0;0
5109003792;0;1;0;0
6501101804;0;1;0;0
2130061216;0;1;0;0
2130061061;0;1;0;0
3811142731;0;1;0;0
7814491914;0;1;0;0
5043038304;0;1;0;0
2465086340;0;1;0;0
7620005065;0;1;0;0
5206024389;1;0;0;0
5503220570;0;1;0;0
2901088477;0;1;0;0
2311080732;0;1;0;0
7813390504;0;1;0;0
7103038993;0;1;0;0
5402147404;0;1;0;0
0250014180;0;1;0;0
4501200791;0;0;1;0
3525345240;0;1;0;0
6439087707;0;1;0;0
4632201809;0;1;0;0
1655325273;0;1;0;0
5834111290;0;1;0;0
7604059987;0;1;0;0
7719190843;0;1;0;0
6938002554;0;1;0;0
3254000070;0;1;1;0
3235015610;0;1;1;0
5406526788;0;1;0;0
2457015095;0;1;0;0
5504227560;0;1;0;0
5515200553;0;1;1;0
7718780039;0;1;0;0
1327006933;0;0;1;0
3445097835;0;1;0;0
6611008893;0;1;0;0
1835082510;0;1;1;0
2901196264;0;1;0;0
5247010804;0;1;0;0
5249065573;0;1;0;0
5246023423;0;1;1;0
5223004167;0;1;0;0
5247003099;0;1;0;0
5247002627;0;1;0;0
5249053384;0;1;0;0
5249053458;0;1;0;0
5403315757;0;1;0;0
5021017861;0;1;0;0
4632118950;0;1;0;0
8610027907;0;1;0;0
5753058672;0;1;0;0
6454123340;0;1;0;0
5009084195;0;1;0;0
5753058947;0;1;0;0
5754021516;0;1;0;0
2466192460;0;0;1;0
5190077047;0;1;0;0
9705118368;0;1;0;0
0105079914;0;1;0;0
2705001247;0;1;0;0
2635235087;0;1;0;0
7804498283;0;1;0;0
7714887817;0;1;0;0
7715940693;0;1;0;0
7804498036;0;1;0;0
7804497963;0;1;0;0
0278904591;0;1;0;0
7726337367;0;1;0;0
6686063732;0;1;0;0
4825111189;0;1;0;0
7729458190;0;1;0;0
7805312968;0;1;0;0
7806166300;0;1;0;0
6952003334;0;0;1;0
7536149573;0;1;0;0
1643014019;0;1;0;0
5611073570;0;1;0;0
1709007054;0;1;0;0
7727050381;0;1;0;0
7448176440;0;1;0;0
1012012115;0;1;0;0
1424009111;0;1;0;0
1326230354;0;1;0;0
0411171228;0;1;0;0
2540208712;0;1;0;0
4205303081;0;1;0;0
2130150522;0;1;0;0
3528225336;0;1;0;0
4632151259;0;1;0;0
5402505071;0;0;1;0
5228010728;0;1;0;0
1657053868;0;1;0;0
5321154770;0;1;0;0
7204104924;0;1;0;0
7841368067;0;1;0;0
5310017701;0;1;0;0
5321154386;0;1;0;0
2721160702;0;1;0;0
6901046467;0;1;0;0
3802011676;0;1;0;0
6453055440;0;1;0;0
7715883290;0;1;0;0
1102070094;0;1;0;0
1102069902;0;1;0;0
8614008214;0;1;0;0
4307012109;0;1;0;0
4307012123;0;0;1;0
4307011360;0;1;0;0
4307011419;0;1;0;0
0562054766;0;1;1;0
0562054283;0;1;0;0
7720334546;0;1;0;0
4909123511;0;1;0;0
0816031564;0;1;0;0
5007082450;0;1;0;0
6350019432;0;1;0;0
4501154320;0;1;0;0
7104506080;0;1;0;0
3503004110;0;1;0;0
9102027921;0;1;0;0
5503252807;0;1;0;0
3706021706;0;1;0;0
1215183934;0;1;0;0
6450078590;0;1;0;0
6658433452;0;1;1;0
5040123706;0;1;0;0
5110004173;0;1;0;0
6165182226;0;1;0;0
7442000553;0;1;1;0
0326551719;0;1;0;0
7805699514;0;1;0;0
0232010383;0;1;0;0
0326551733;0;1;1;0
6949109348;0;1;0;0
1435318633;0;1;0;0
2508129880;0;1;0;0
7707380751;0;1;0;0
3906264047;0;1;0;0
8906001110;0;1;0;0
8904000658;0;1;0;0
8911017910;0;1;0;0
8911013665;0;1;1;0
4632087878;0;1;0;0
5703008933;0;1;0;0
2624032656;0;1;0;0
3015091655;0;1;0;0
2624032624;0;1;0;0
7530014160;0;1;0;0
7806089737;0;1;0;0
6679066034;0;1;0;0
5004026626;0;1;0;0
5905026413;0;1;0;0
4821047133;0;1;0;0
6942010501;0;1;0;0
3666197130;0;1;0;0
6950030893;0;1;0;0
3808188623;0;1;0;0
6714044526;0;1;0;0
5501118242;0;1;0;0
5007058256;0;1;1;0
6670320864;0;1;0;0
3305719645;0;0;1;0
0274182867;0;1;0;0
2463087500;0;1;0;0
2463087468;0;1;0;0
5047199648;0;1;0;0
5403031804;0;1;0;0
2312261989;0;1;0;0
6167139106;0;1;0;0
7722394371;0;1;0;0
2310199559;0;1;0;0
3702174571;0;1;0;0
4812001365;0;1;0;0
6311171560;0;1;0;0
7706773090;0;1;0;0
1901050224;0;1;0;0
4027063622;0;1;0;0
4027063365;0;0;1;0
6321311263;0;1;0;0
8001017594;0;1;0;0
5260355798;0;0;1;0
6161067423;0;1;0;0
7107542425;0;1;0;0
7842495300;0;1;0;0
7107542489;0;1;0;0
1326185006;0;1;0;0
7810292869;0;1;0;0
6455053448;0;1;0;0
7715731883;0;1;0;0
1326176509;0;1;0;0
6455054280;0;1;0;0
1326147353;0;1;0;0
3904085500;0;1;0;0
6143053178;0;1;0;0
5408238619;0;1;0;0
7726296960;0;1;0;0
7706272305;0;1;0;0
7719138441;0;1;0;0
2901138135;0;1;0;0
5526005924;0;1;0;0
1326202212;0;1;0;0
6439043989;0;1;0;0
6439013134;0;1;0;0
4345201795;0;1;0;0
4345201548;0;1;0;0
5916022690;0;1;0;0
0546011973;0;1;0;0
2130100627;0;1;0;0
7715621560;0;1;0;0
8904066480;0;1;0;0
4220038790;0;1;0;0
3525158681;0;1;0;0
1101030557;0;1;0;0
6731065950;0;1;0;0
1014005138;0;1;0;0
7810857205;0;1;0;0
7804478230;0;1;0;0
7715767270;0;1;0;0
3525158667;0;1;0;0
7718752433;0;1;0;0
3329068287;0;1;0;0
4516001284;0;1;0;0
0917015632;0;1;0;0
7448205719;0;1;0;0
3702183640;0;1;0;0
3702183632;0;1;0;0
7017430244;0;1;0;0
1328015218;0;1;0;0
3443136630;0;1;0;0
7722408602;0;1;0;0
5035029514;0;1;0;0
7725390336;0;1;0;0
3257055409;0;1;0;0
7743222207;0;1;0;0
3528275457;0;1;0;0
3916012874;0;1;0;0
0707016213;0;1;0;0
0562056210;0;1;0;0
0707016083;0;1;0;0
0562056315;0;0;1;0
3915005680;0;1;0;0
3444073824;0;1;0;0
7422015826;0;1;1;0
7417009866;0;1;0;0
3334004850;0;1;0;0
6164298500;0;1;0;0
6164298860;0;1;0;0
5536005955;0;1;0;0
1827003049;0;1;0;0
6164298330;0;1;0;0
3319007817;0;1;0;0
5022558091;0;1;0;0
5610075616;0;1;0;0
4318004188;0;1;0;0
3801066231;0;1;0;0
7706746555;0;1;0;0
3423018974;0;1;0;0
1326205774;0;1;0;0
6901039501;0;1;0;0
6901039100;0;1;0;0
5903095394;0;1;0;0
7536084012;0;1;0;0
5034014963;0;0;1;0
5034015910;0;0;1;0
2920013413;0;1;0;0
2331010980;0;1;0;0
8610021278;0;1;0;0
6672360326;0;1;0;0
4326009944;0;1;0;0
4632029763;0;1;0;0
4205110097;0;1;0;0
5407240277;0;1;0;0
6319093995;0;1;0;0
4205110474;0;0;1;0
7814312121;0;1;0;0
7718765390;0;1;0;0
5407071340;0;1;0;0
7707642975;0;1;0;0
4909907347;0;1;0;0
4909906784;1;0;0;0
3663080408;0;1;0;0
7816506789;0;1;0;0
4628006731;0;1;0;0
7415044093;0;1;0;0
4628006749;0;1;0;0
3662149777;0;1;0;0
4307010060;0;1;0;0
5407172443;0;0;1;0
3525184184;0;1;0;0
4317005982;0;1;0;0
6317045467;0;1;0;0
5407246751;0;1;0;0
6317035187;0;1;0;0
7444026973;0;1;0;0
7717578849;0;1;0;0
7716710452;0;1;0;0
4431004342;0;1;0;0
5261034797;0;0;1;0
7733865872;0;1;0;0
7727823480;0;1;0;0
5753201435;0;1;1;0
4205279248;0;1;0;0
3808207361;0;1;0;0
0326037422;0;1;1;0
0326037655;0;1;0;0
5751029122;0;1;0;0
6829076500;0;1;0;0
3849002532;0;1;0;0
3808164816;0;1;0;0
2364017773;0;1;0;0
8709908118;0;1;1;0
5262361469;0;1;0;0
9102252243;0;1;0;0
3444271181;0;1;0;0
2508134865;0;1;0;0
7805742047;0;1;0;0
5005066526;0;1;0;0
2502059996;0;1;0;0
7839122965;0;1;0;0
7451446785;0;1;0;0
7106086931;0;1;0;0
5254031650;0;1;0;0
2901124774;0;1;0;0
7826063712;0;1;0;0
2901124728;0;1;0;0
0550003904;0;1;0;0
7801423635;0;1;0;0
2801157180;0;1;0;0
7425757488;0;1;0;0
1431010132;0;1;0;0
1328904383;0;1;0;0
1101122511;0;1;0;0
2420070886;0;1;0;0
8602288567;0;1;0;0
6154153537;0;1;0;0
6915016085;0;1;0;0
9204570630;0;1;0;0
7702441993;0;1;0;0
8905065224;0;1;0;0
4313011093;0;1;0;0
9102248751;0;1;0;0
1001337111;0;1;0;0
1001337129;0;1;0;0
2511107011;0;1;0;0
1901139433;0;1;0;0
6686109585;0;1;0;0
9103089085;0;1;0;0
0400009230;0;1;1;0
1001337150;0;1;0;0
7455033718;0;1;0;0
5404486508;0;1;0;0
2225081683;0;1;0;0
2225082341;0;1;0;0
2225081429;0;1;0;0
4621004012;0;1;1;0
2225081813;0;1;1;0
3614009963;0;1;0;0
9107040771;0;1;0;0
0323399047;0;1;0;0
1435318697;0;1;0;0
3811444130;0;1;1;0
5720022960;0;1;0;0
1101156567;0;1;0;0
7008001489;0;1;0;0
0259013656;0;1;0;0
2508129907;0;1;0;0
0267021700;0;1;0;0
4345112880;0;1;1;0
2443018071;0;1;0;0
5905262555;0;1;0;0
5321164602;0;1;0;0
7448163522;0;1;0;0
4345366236;0;1;0;0
7457002909;0;1;0;0
6162065637;0;1;0;0
4312148433;0;1;0;0
0608025802;0;1;0;0
2365013637;0;1;0;0
6913011860;0;1;0;0
6917010650;0;1;0;0
1435012902;0;1;1;0
1435128336;0;1;0;0
1435109132;0;1;0;0
1435119130;0;1;0;0
5433963667;0;1;0;0
8602280014;0;1;0;0
1660299163;0;1;0;0
5610227918;0;0;1;0
2311243088;0;1;0;0
4101181008;0;1;0;0
1435324002;0;1;0;0
7743222824;0;1;0;0
7728377735;0;1;0;0
0278933384;0;1;0;0
6906012905;0;1;0;0
6453153133;0;1;1;0
9705106041;0;1;0;0
7743222800;0;1;0;0
7327084241;0;1;0;0
7801336238;0;1;0;0
5042099015;0;1;0;0
7732507360;0;1;0;0
1101085010;0;1;1;0
1831100398;0;1;0;0
1831100158;0;0;1;0
8904082146;0;1;0;0
5609181480;0;1;0;0
4214038256;0;1;0;0
1841063836;0;1;0;0
2724213180;0;1;0;0
5905043930;0;1;0;0
6670437990;0;1;0;0
2224180716;0;1;0;0
1513060455;0;1;0;0
1435309251;0;1;0;0
5641020110;0;1;0;0
6148011171;0;1;1;0
6150014518;0;1;0;0
6149002187;0;1;0;0
6144003028;0;1;0;0
6150021057;0;1;1;0
7415038692;0;1;0;0
7729628406;0;1;0;0
1435251379;0;1;0;0
1327012327;0;1;0;0
3666025701;0;1;0;0
2308094710;0;1;0;0
7438013366;0;1;0;0
7438016060;0;1;0;0
0323352793;0;1;0;0
6164016628;0;1;0;0
6164006394;0;1;0;0
6164025936;0;1;0;0
6164064389;0;1;0;0
6164094584;0;1;0;0
7707820787;0;1;0;0
7724900827;0;1;0;0
5903129082;0;1;0;0
5074056198;0;1;0;0
7814673632;0;1;0;0
5003121228;0;1;0;0
3327135347;0;1;0;0
5609183938;0;1;0;0
1841067319;0;1;0;0
8602273465;0;1;0;0
2465156540;0;1;0;0
7802604673;0;1;0;0
6168012279;0;1;0;0
5406333056;0;1;0;0
2723117621;0;1;1;0
7720266007;0;1;0;0
1435220349;0;1;0;0
6226012591;0;1;0;0
3334023355;0;1;0;0
7113010299;0;1;0;0
6155073468;0;1;0;0
5446006030;0;1;1;0
5446005848;0;1;0;0
5905271246;0;1;0;0
9102206141;0;1;0;0
6163145772;0;1;0;0
0571007064;0;1;0;0
6914018918;0;1;0;0
5635041785;0;1;0;0
1828027966;0;1;1;0
6130704143;0;1;0;0
5008043189;0;1;0;0
2536127933;0;1;0;0
3121081218;0;1;0;0
7448215361;0;1;0;0
1435338252;0;1;0;0
3906375780;0;1;0;0
6671092096;0;1;0;0
9715334738;0;1;0;0
3917050992;0;1;0;0
9204571577;0;1;0;0
3439008516;0;1;0;0
7720591705;0;1;0;0
4105001619;0;1;0;0
4105021781;0;1;0;0
6633019480;0;1;0;0
5611065890;0;1;0;0
5321158260;0;0;1;0
5321158101;0;1;0;0
5108003430;0;1;0;0
7806236999;0;1;0;0
1840054758;0;1;0;0
3811434879;0;1;0;0
5407954634;0;1;0;0
8604060600;0;1;0;0
2540220501;0;1;0;0
3444108121;0;1;0;0
6829044699;0;1;0;0
6670125486;0;1;0;0
5042063107;0;1;0;0
4004402491;0;0;1;0
4004402519;0;1;0;0
2308188951;0;1;0;0
7325066021;0;1;0;0
7802090019;0;1;0;0
7802026060;0;1;0;0
1326199866;0;1;1;0
2540149922;0;1;0;0
6025052114;0;1;0;0
3257070527;0;1;0;0
5047230739;0;1;0;0
0245961210;0;1;0;0
4101189783;0;1;0;0
6685166446;0;1;0;0
6167196048;0;1;0;0
7726456847;0;1;0;0
7708358460;0;1;0;0
7430032470;0;1;0;0
5612173626;0;1;0;0
8602076851;0;1;1;0
6732024280;0;1;1;0
3731002979;0;1;0;0
6673217304;0;1;1;0
2801101893;0;1;0;0
5501205777;0;1;0;0
5506202530;0;1;0;0
1655145471;0;1;0;0
2801102382;0;1;0;0
7813600141;0;1;0;0
9204012804;0;1;0;0
7810397082;0;1;0;0
5501261041;0;1;0;0
6623092755;0;1;0;0
6623091550;0;1;0;0
3834016130;0;1;0;0
6623092836;0;0;1;0
3019007453;0;1;0;0
1001270065;0;1;0;0
1001270280;0;1;0;0
7722780602;0;1;0;0
7730667939;0;1;0;0
7724839756;0;1;0;0
5522007007;0;1;0;0
4825066641;0;1;0;0
4205210447;0;1;0;0
7810057343;0;1;0;0
4205209843;0;1;0;0
7204178041;0;1;0;0
7203274271;0;1;0;0
2312009517;0;1;0;0
2311056585;0;1;1;0
2312056235;0;1;0;0
2314016132;0;1;0;0
2310047193;0;0;1;0
2312045547;0;0;1;0
5028106060;0;1;0;0
7801568535;0;1;0;0
7719649319;0;1;0;0
6150045682;0;1;0;0
6150046206;0;1;0;0
3435010440;0;1;0;0
5259002808;0;1;0;0
5904141100;0;1;0;0
7719629440;0;1;0;0
2801084479;0;1;0;0
2801037655;0;1;0;0
2801055686;0;1;0;0
2801068100;0;1;0;0
2801071494;0;1;0;0
0275000936;0;0;1;0
0269016504;0;0;1;0
0244004120;1;0;0;0
7728314862;0;1;0;0
5263117819;0;1;0;0
5190052765;0;1;0;0
5022049288;0;1;1;0
3435121870;0;1;0;0
7729476577;0;1;0;0
5260372338;0;1;0;0
3459006958;0;1;0;0
7451363426;0;1;0;0
0276153621;0;1;0;0
1816003375;0;1;1;0
3329010858;0;0;1;0
5260221836;0;1;0;0
6316164729;0;1;0;0
5260221667;0;1;0;0
7839440968;0;1;1;0
8604042495;0;1;0;0
6725033050;0;1;0;0
7702467078;0;1;0;0
7451441233;0;1;0;0
6027197651;0;1;0;0
8610010075;0;1;1;0
5959003081;0;1;0;0
5403049463;0;1;0;0
4101188250;0;1;0;0
1215228529;0;1;0;0
2466199875;0;1;0;0
3525377570;0;1;0;0
7743156804;0;1;0;0
7807124448;0;1;0;0
5835117865;0;0;1;0
6670437260;0;1;0;0
6671044014;0;1;0;0
7720341705;0;1;0;0
7453295901;0;1;0;0
7715967409;0;1;0;0
3525308721;0;1;0;0
7725794392;0;1;0;0
5205000709;0;1;0;0
5226012293;0;1;0;0
3666129098;0;1;0;0
4707033618;0;1;0;0
4710031882;0;1;0;0
1901083501;0;1;0;0
1802001113;0;1;0;0
2540134588;0;1;0;0
3914014139;0;1;0;0
7810486409;0;1;0;0
3906106121;0;1;0;0
7839364851;0;0;1;0
3911008024;0;1;0;0
2502029737;0;1;0;0
5503223002;0;1;0;0
0264076309;0;1;0;0
7743278055;0;1;0;0
5422114453;0;1;0;0
4205373850;0;1;0;0
4826136926;0;1;0;0
5604032861;0;1;0;0
5445028137;0;1;0;0
6504022484;0;1;0;0
1434051426;0;1;0;0
7901549712;0;1;0;0
0817002453;0;1;0;0
7714433242;0;1;0;0
3443140877;0;1;0;0
6316249274;0;1;0;0
4823037204;0;1;0;0
3663069997;0;1;0;0
3906144060;0;1;0;0
2365010386;0;1;0;0
2456012542;0;1;0;0
2456012630;0;1;1;0
7839314096;0;1;0;0
6205004575;0;1;0;0
3702575950;0;1;0;0
3702575767;0;1;0;0
7604100949;0;0;1;0
3702575365;0;1;0;0
6829016941;0;1;0;0
3407010777;0;1;1;0
7723602105;0;1;0;0
4218005371;0;1;0;0
5904129945;0;1;0;0
4824049932;0;1;0;0
2460065755;0;1;0;0
7810829984;0;1;0;0
7841342703;0;1;0;0
6369012230;0;1;0;0
7717654401;0;1;0;0
6229056004;0;1;0;0
2319042457;0;1;0;0
7802804016;0;1;0;0
7806484977;0;1;0;0
7802805450;0;1;0;0
7806486156;0;1;0;0
5193410761;1;0;0;0
5190411189;1;0;0;0
5190308840;0;1;0;0
5110204736;0;1;0;0
5110203034;0;1;0;0
5191308307;0;1;0;0
7728048794;1;0;0;0
2465200905;0;1;0;0
2465200863;0;1;0;0
7707758095;0;1;0;0
4202034761;0;1;0;0
5906106559;0;1;0;0
2203005128;0;1;0;0
5916025919;0;1;0;0
5321146522;0;1;0;0
4821017555;0;1;0;0
5916026126;0;1;0;0
6938002642;0;1;0;0
7743213876;0;1;0;0
7725379815;0;1;0;0
3525403460;0;1;0;0
3303036121;0;1;0;0
9729095663;0;1;0;0
7716861250;0;1;0;0
7203422184;0;1;0;0
5035029377;0;1;0;0
2465167380;0;1;0;0
5050132675;0;1;0;0
2466182776;0;1;0;0
6215031419;0;1;0;0
1901105650;0;1;0;0
8603170575;0;1;0;0
1901105794;0;1;0;0
6150053002;0;1;0;0
6149011840;0;1;0;0
6150052802;0;1;0;0
2540167008;0;1;0;0
7202243200;0;1;0;0
5407483230;0;1;0;0
7733830799;0;1;0;0
7723862047;0;1;0;0
2511090336;0;1;0;0
3801993490;0;1;0;0
3851994700;0;1;0;0
3814019503;0;1;0;0
2130145434;0;1;0;0
9111003892;0;1;0;0
7715376967;0;1;0;0
7017273908;0;1;0;0
5022094844;0;1;0;0
6165158544;0;1;0;0
3729004432;0;1;1;0
2455030718;0;1;0;0
5075369605;0;1;0;0
7714216431;0;1;0;0
7709615751;0;0;1;0
2320141212;0;1;0;0
7743500937;0;1;0;0
2320140829;0;1;1;0
2320140875;0;1;0;0
6905061473;0;1;0;0
7017169470;0;1;0;0
5009074782;0;1;0;0
5009074479;0;1;0;0
2511091876;0;1;0;0
7424001219;0;1;0;0
3461055832;0;1;0;0
1417009632;0;1;1;0
8615000458;0;1;0;0
0503008687;0;1;0;0
2508002033;0;1;0;0
7717158851;0;1;0;0
7805308295;0;1;0;0
1001225062;0;1;0;0
5260324704;0;1;0;0
3811160089;0;1;0;0
6509021942;0;1;0;0
3811999413;0;1;0;0
2336023084;0;1;0;0
3811161036;0;1;0;0
3811999734;0;1;0;0
3811160593;0;0;1;0
3811998794;0;1;0;0
3811161300;0;1;0;0
3811998530;0;1;0;0
3811997462;0;1;1;0
7728275941;0;1;0;0
6450089024;0;1;0;0
2536285376;0;1;0;0
5835112923;0;1;0;0
6501275448;0;1;0;0
3123368368;0;0;1;0
2014011101;0;1;0;0
2372013194;0;1;0;0
7328084452;0;1;0;0
1001298399;0;1;0;0
3652010649;0;1;0;0
3662175368;0;1;0;0
3661056350;0;1;0;0
3665087720;0;1;0;0
2014260228;0;1;0;0
2536228530;0;1;0;0
6151019526;0;1;0;0
5908072104;0;1;0;0
6162071824;0;1;0;0
0323393768;0;1;0;0
7734381472;0;1;0;0
5310020824;0;1;0;0
5190058816;0;1;0;0
4716041799;0;0;1;0
7842101362;0;1;0;0
1701057536;0;1;0;0
0277101390;0;1;0;0
0277101369;0;1;0;0
0277101633;0;1;0;0
1657143649;0;1;0;0
4345390616;0;1;0;0
5431200148;0;1;1;0
2635831080;0;1;0;0
5031111310;0;1;0;0
2248005209;0;1;0;0
7415068425;0;1;0;0
6659094788;0;1;0;0
0326526688;0;1;0;0
7838513187;0;1;0;0
1655305767;0;1;0;0
1611290217;0;1;0;0
9107002825;0;1;0;0
6166151164;0;1;0;0
7814630068;0;1;0;0
7105523272;0;1;0;0
7204189036;0;1;0;0
7204189572;0;1;0;0
4003033890;0;1;0;0
2801183656;0;1;0;0
6676001776;0;1;1;0
4825093331;0;1;0;0
7107542707;0;1;0;0
7816560514;0;1;0;0
7816560779;0;1;0;0
5254016211;0;1;1;0
7702274380;0;1;0;0
5981003922;0;1;0;0
2222786413;0;1;0;0
5802008148;0;1;0;0
5802008155;0;1;0;0
7733789244;0;1;0;0
6151054954;0;1;0;0
5981003785;0;1;0;0
6167096967;0;1;0;0
1840043876;0;1;0;0
6450089761;0;1;0;0
3453003238;0;1;0;0
6686068642;0;1;0;0
2203002335;0;1;0;0
7424007620;0;1;0;0
6612050224;0;1;0;0
7455026894;0;1;1;0
3661074053;0;1;0;0
2543011263;0;1;0;0
1637007687;0;1;0;0
1837010542;0;1;0;0
1001265280;0;1;0;0
2543009754;0;1;0;0
5981005207;0;1;0;0
3250535029;0;1;0;0
5405465003;0;1;0;0
7610101796;0;1;0;0
1435273534;0;1;0;0
4217158103;0;1;0;0
6451219340;0;1;0;0
6450040332;0;1;1;0
7805643046;0;1;0;0
0268069574;0;1;0;0
1414016310;0;1;0;0
4502028342;0;1;0;0
1435277472;0;1;0;0
1435277440;0;1;0;0
3827044352;0;1;0;0
5017119349;0;1;0;0
9731032942;0;1;0;0
4824096883;0;1;0;0
0571014167;0;1;0;0
7816691965;0;1;0;0
5902052623;0;1;0;0
5238001112;0;1;0;0
6165218715;0;1;0;0
3666097880;0;1;0;0
3666061717;0;1;1;0
3666095794;0;1;0;0
3663037515;0;1;0;0
3666100412;0;1;0;0
3666004807;0;1;0;0
3123206529;0;1;0;0
2538140834;0;1;0;0
2807012223;0;1;0;0
6375193129;0;1;0;0
2807012343;0;1;0;0
1837014642;0;1;0;0
1435309854;0;1;0;0
7813255696;0;1;0;0
9102213808;0;1;0;0
2465148081;0;1;0;0
5024166420;0;1;0;0
2540221953;0;1;0;0
7811614621;0;1;0;0
4712125007;0;1;0;0
7017034258;0;1;0;0
5105090522;0;1;0;0
2317045131;0;1;1;0
0276074271;0;1;0;0
0276069666;0;1;0;0
2308249516;0;1;0;0
3702186778;0;1;0;0
6168094715;0;1;1;0
2624034646;0;1;0;0
4345472001;0;1;0;0
2543117904;0;1;0;0
7447277333;0;0;1;0
1001329230;0;0;1;0
5810000985;0;1;0;0
2329012839;0;1;1;0
5753056957;0;1;0;0
5410046368;0;1;0;0
3528187659;0;1;0;0
2540116042;0;1;0;0
0816001792;0;1;0;0
6726011557;0;1;0;0
